Unnamed: 0,Site,ID,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,...1,Blue,Green,Red,NIR,SWIR_1,SWIR_2,Flow,Elevation,Slope,Minimum_temperature,Maximum_temperature,peak_date
264,Partnership,P13,2018-07-01,36.15887679,-118.274212,8.544606226,0.842171005,6.104390803,,74.0,38698,36400,36834,37214,23838,20787,2,2674,3.877814063682502,280.29998779296875,297.29998779296875,2018-10-02
265,Partnership,P14,2018-07-01,36.15861151,-118.274179,5.224910756,0.578527304,0.099116183,,75.0,40193,39628,41860,42698,11557,12090,2,2674,2.9502740618627294,280.29998779296875,297.29998779296875,2018-02-20
266,Partnership,P18,2018-07-01,36.15656984,-118.27711,10.18296593,0.857638713,5.684604616,,76.0,39810,35762,36270,36710,20208,16967,4,2668,7.465779395933806,280.29998779296875,297.29998779296875,2018-10-02
267,Partnership,P2,2018-07-01,36.15754705,-118.274217,9.405279009,0.905099396,3.836379321,,77.0,43590,42813,44575,44172,11850,12531,3,2673,4.942963393524792,280.29998779296875,297.29998779296875,2018-02-20
268,Partnership,P8,2018-07-01,36.15725521,-118.273898,9.498468955,0.772901158,7.981767918,,78.0,36026,33338,33518,33854,20573,17895,3,2677,7.988975342796504,280.29998779296875,297.29998779296875,2018-10-02
269,Smith,S12,2019-07-15,37.76212504,-120.12188,7.419025687,0.501455946,2.810235308,,79.0,42762,40855,40402,39392,22476,17598,4,929,2.521447994672465,286.8999938964844,307.1000061035156,2019-01-20
270,Smith,S16,2019-07-15,37.76193701,-120.120841,10.13654779,0.685658314,1.545046382,,80.0,43058,40767,40526,39633,21900,17309,56,932,3.8850808503882894,286.5,306.70001220703125,2019-01-20
271,Smith,S18,2019-07-15,37.76014601,-120.119534,7.866298306,0.536982204,2.1688953,,81.0,44463,42265,42089,41166,23607,20038,56,925,1.4951826848725296,286.5,306.70001220703125,2019-01-20
272,Smith,S22,2019-07-15,37.76050971,-120.119759,6.996911233,,0.787099101,,82.0,44951,42808,42707,41691,24345,20647,56,925,1.173018716572432,286.5,306.70001220703125,2019-01-20
273,Smith,S4,2019-07-15,37.76149567,-120.12077,6.426668791,0.410425516,3.00263731,,83.0,42198,41664,40953,39664,23835,19232,56,929,3.704791833671086,286.5,306.70001220703125,2019-01-20
274,Smith,S8,2019-07-15,37.76122651,-120.119777,7.23995932,0.500441746,2.821896035,,84.0,42347,41585,41078,39819,23427,19079,56,928,12.875804345110561,286.5,306.70001220703125,2019-01-20
275,Upper Loney,UL10,2018-07-01,39.42324197,-120.643852,15.03219375,1.07659142,11.18846796,,85.0,40467,39974,41562,44534,9084,9728,41,1847,12.821854661144439,285.5,298.3999938964844,2018-12-03
276,Upper Loney,UL14,2018-07-01,39.42267443,-120.644653,14.51396979,1.040583562,8.962551701,,86.0,54115,51349,52615,52089,34911,28531,41,1839,11.239567406145994,285.5,298.3999938964844,2018-02-18
277,Upper Loney,UL3,2018-07-01,39.42899305,-120.651146,12.27744346,0.938932118,11.58889734,,87.0,46956,45576,46499,44489,9345,10207,3,1887,5.547544894541524,285.5,298.3999938964844,2018-12-03
278,Upper Loney,UL7,2018-07-01,39.42823706,-120.65126,16.74326325,1.364780963,6.98984814,,88.0,44920,42378,41921,40448,17960,18584,3,1888,5.674391161864254,285.5,298.3999938964844,2018-05-16
279,Upper Loney,UL8,2018-07-01,39.42290416,-120.644794,10.06993321,0.630258753,2.897224335,,89.0,53458,50410,51506,50715,34606,28350,41,1849,12.110545439633471,285.5,298.3999938964844,2018-02-18
280,Upper Loney,UL9,2018-07-01,39.42856751,-120.650712,7.503549489,0.543794165,4.01607113,,90.0,47585,45953,46860,43705,9106,10005,3,1883,6.038562600830019,285.5,298.3999938964844,2018-12-03
281,Bean,BE2,2016-06-01,37.75339282,-120.141393,23.82526814,,0.0,7.132436418,1.0,28478,27650,27742,29640,14416,14260,55,967,3.9717973991256255,283.6000061035156,306.3999938964844,2016-12-13
282,Bean,BE20,2016-06-01,37.75377668,-120.143884,7.066598423,,0.0,2.148890233,2.0,28633,27856,27824,29618,14461,14274,2,967,0.0,283.6000061035156,306.3999938964844,2016-12-13
283,Bean,BE24,2016-06-01,37.75351333,-120.143522,6.023794789,,0.0,1.926459589,3.0,28710,27929,27923,29745,14466,14279,2,967,0.9274099368492421,283.6000061035156,306.3999938964844,2016-12-13
284,Bean,BE4,2016-06-01,37.75376251,-120.141385,5.263597523,,0.0,1.730008962,4.0,28242,27534,27568,29433,14441,14261,55,968,3.6345160742688485,283.6000061035156,306.3999938964844,2016-12-13
285,Bean,BE6,2016-06-01,37.75338843,-120.140897,5.070618307,,0.0,1.437154574,5.0,28386,27620,27574,29476,14483,14277,55,967,4.627367505860409,283.6000061035156,306.3999938964844,2016-12-13
286,Bean,BE8,2016-06-01,37.75263388,-120.142132,8.994209763,,0.36148255,2.641511981,6.0,28791,27901,27864,29753,14446,14271,2,968,0.9274099368492421,283.6000061035156,306.3999938964844,2016-12-13
287,Bonita,BO11,2016-07-13,36.04088827,-118.333106,13.70369253,,7.474526275,6.528450976,7.0,51924,49320,48762,46109,18362,18249,18,2543,5.0470492141325956,281.0,295.29998779296875,2016-01-30
288,Bonita,BO13,2016-07-13,36.03774023,-118.329693,9.023286962,,4.664290967,11.55832664,8.0,51191,48626,48044,45384,17794,17805,18,2532,3.9030664595194797,281.0,295.29998779296875,2016-01-30
289,Bonita,BO16,2016-07-13,36.03728437,-118.330227,7.272930238,,6.308453533,7.722145246,9.0,51308,48846,48226,45519,18003,17974,6,2529,6.464860749435276,281.0,295.29998779296875,2016-01-30
290,Bonita,BO17,2016-07-13,36.03738875,-118.330534,15.28571559,,,6.652211689,10.0,51321,48901,48250,45571,18004,17945,6,2530,7.308025699138249,281.0,295.29998779296875,2016-01-30
291,Bonita,BO2,2016-07-13,36.04019003,-118.332431,9.149498322,,2.098930935,3.80052937,11.0,51775,49204,48619,45962,18116,18192,18,2539,1.4747717115283203,281.0,295.29998779296875,2016-01-30
292,Bonita,BO21,2016-07-13,36.03646599,-118.330256,17.87685768,,4.145388597,10.27623386,12.0,51177,48821,48189,45454,18004,17875,6,2536,1.4747308402468942,281.0,295.29998779296875,2016-01-30
293,Bonita,BO6,2016-07-13,36.0402798,-118.332006,11.22827825,,4.506871147,7.525786853,13.0,51644,49089,48483,45891,17921,17927,18,2540,2.947591852746174,281.0,295.29998779296875,2016-01-30
294,Bonita,BO7,2016-07-13,36.04049153,-118.332985,10.17341492,,5.7837208,7.275358463,14.0,52001,49458,48857,46248,18385,18321,18,2541,3.6014778509521777,281.0,295.29998779296875,2016-01-30
295,Deer,D11,2016-07-13,39.42049541,-120.655402,15.36029841,,4.466058601,12.68443219,15.0,44258,43925,44747,41186,7265,8032,1,1826,1.2004508063540187,282.79998779296875,296.0,2016-02-20
296,Deer,D12,2016-07-13,39.42802454,-120.651048,15.31258447,,2.302993665,14.57415042,16.0,41725,42047,43256,40537,7068,7887,3,1886,9.016348457911697,281.70001220703125,297.0,2016-02-20
297,Deer,D14,2016-07-13,39.42932558,-120.650599,15.47850049,,1.364305108,10.03017655,17.0,35338,34763,35029,37075,19242,18088,1,1891,6.573549226334118,281.70001220703125,297.0,2016-10-17
298,Deer,D15,2016-07-13,39.42054608,-120.655742,16.38317721,,0.938688557,7.594368546,18.0,49359,47322,48311,45440,11053,11946,1,1826,1.5167953341375762,282.79998779296875,296.0,2016-11-27
299,Deer,D16,2016-07-13,39.42928175,-120.65011,17.20538872,,1.545046383,9.593619084,19.0,44060,43941,45022,41981,7178,8008,3,1886,8.769707890907577,281.70001220703125,297.0,2016-02-20
300,Deer,D20,2016-07-13,39.42890242,-120.650167,15.93460375,,1.609180384,7.789854527,20.0,43346,41995,42870,41026,10387,11145,3,1884,6.888974341637581,281.70001220703125,297.0,2016-11-27
301,Deer,D20,2016-07-13,39.42890242,-120.650167,15.93460375,,1.609180384,7.789854527,21.0,43346,41995,42870,41026,10387,11145,3,1884,6.888974341637581,281.70001220703125,297.0,2016-11-27
302,Deer,D21,2016-07-13,39.42116249,-120.656298,13.44354158,,1.107769104,9.729834154,22.0,46717,45874,46952,44460,10919,11819,62,1819,6.646138040662084,281.70001220703125,297.0,2016-11-27
303,Deer,D24,2016-07-13,39.42852742,-120.650225,14.77328205,,3.480727134,9.358348887,23.0,44792,44160,45138,42803,10714,11514,3,1883,10.546165703238902,281.70001220703125,297.0,2016-11-27
304,East Creek,C1,2015-07-04,40.24418042,-120.900972,9.388781042,,0.958114454,4.284204864,24.0,35258,34768,34624,34674,27542,24286,37,1543,5.877969823126605,289.1860046386719,303.5933837890625,2015-05-08
305,East Creek,C12,2015-07-04,40.24346585,-120.900515,11.6658849,,0.73010747,2.527008054,25.0,32503,31340,31262,31228,23274,19902,37,1543,1.5282623828892237,289.1860046386719,303.5933837890625,2015-05-08
306,East Creek,C14,2015-07-04,40.24376207,-120.90226,12.132928,,0.0,1.789176797,26.0,37832,37473,37875,38347,31398,27244,37,1548,7.404311798718247,289.1860046386719,303.5933837890625,2015-05-08
307,East Creek,C16,2015-07-04,40.24340594,-120.902429,12.94747738,,0.623380797,4.816789112,27.0,39509,38836,39527,40103,32744,28920,37,1541,4.426221754986762,289.1860046386719,303.5933837890625,2015-05-08
308,East Creek,C21,2015-07-04,40.24314264,-120.902276,6.676372952,,0.123705917,4.349883175,28.0,40472,39738,40448,41091,33924,30479,37,1540,1.5282584225141693,289.1860046386719,303.5933837890625,2015-05-08
309,East Creek,C23,2015-07-04,40.24300747,-120.901803,10.48476581,,0.220730165,2.459702315,29.0,37664,37045,37783,38474,29915,26002,37,1539,0.9274099368492421,289.1860046386719,303.5933837890625,2015-05-08
310,East Creek,C5,2015-07-04,40.24382567,-120.901141,9.716445153,,0.451162756,5.101197957,30.0,35432,33395,33809,33944,24869,22238,37,1541,3.0333830504494537,289.1860046386719,303.5933837890625,2015-05-08
311,East Creek,C8,2015-07-04,40.2435983,-120.900989,8.522558855,,0.325031233,1.639645823,31.0,35432,33395,33809,33944,24869,22238,37,1540,2.5993892384909905,289.1860046386719,303.5933837890625,2015-05-08
312,Goodrich,R11,2015-07-04,40.3652384,-120.950044,6.685136038,,1.789921659,1.944773689,32.0,48057,45630,45185,42521,14596,15572,1,1583,3.0342559178821644,287.77471923828125,303.2692565917969,2015-12-18
313,Goodrich,R15,2015-07-04,40.36300816,-120.953197,11.41231139,,0.0,3.637387052,33.0,48950,46436,46016,43289,14840,15793,1,1581,4.581228385943674,287.77471923828125,303.2692565917969,2015-12-18
314,Goodrich,R17,2015-07-04,40.36263427,-120.953173,13.06467748,,5.293970248,4.268652426,34.0,49009,46532,46066,43388,14814,15842,1,1580,5.196074628529962,287.77471923828125,303.2692565917969,2015-12-18
315,Goodrich,R22,2015-07-04,40.36268228,-120.952682,12.02649479,,1.096108378,4.002974896,35.0,48928,46428,45955,43285,14834,15836,1,1579,2.433026293972217,287.77471923828125,303.2692565917969,2015-12-18
316,Goodrich,R24,2015-07-04,40.3627108,-120.952175,13.16289681,,0.483920188,3.973444726,36.0,48668,46222,45739,43100,14808,15756,1,1583,8.828551435216692,287.77471923828125,303.2692565917969,2015-12-18
317,Goodrich,R3,2015-07-04,40.36562882,-120.949073,15.51839201,,2.37295803,4.082942661,37.0,47946,45597,45011,42483,14666,15609,2,1584,3.89854030069436,287.77471923828125,303.2692565917969,2015-12-18
318,Goodrich,R5,2015-07-04,40.365631,-120.94956,12.3842364,,0.174910911,3.39224127,38.0,47921,45679,45019,42517,14684,15603,2,1585,7.407485117486538,287.77471923828125,303.2692565917969,2015-12-18
319,Goodrich,R7,2015-07-04,40.36563256,-120.950046,12.75677349,,0.979501103,3.33268935,39.0,47981,45633,44985,42387,14700,15600,1,1592,11.760483106412893,287.77471923828125,303.2692565917969,2015-12-18
320,Greenville,V1,2015-07-04,40.23818046,-120.909457,11.73377377,,1.687866506,4.176728774,40.0,36277,34687,35047,35291,28375,24356,125,1539,2.2163686165095204,289.1860046386719,303.5933837890625,2015-05-08
321,Greenville,V12,2015-07-04,40.23787941,-120.910426,13.20989354,,2.153971901,4.834922199,41.0,40339,38630,39618,40467,32006,28095,125,1540,0.9274099368611016,289.1860046386719,303.5933837890625,2015-05-08
322,Greenville,V14,2015-07-04,40.23923895,-120.909829,13.58251433,,0.0,5.20888689,42.0,38324,37218,37566,37554,31998,28437,125,1539,2.428593961882968,289.1860046386719,303.5933837890625,2015-05-08
323,Greenville,V21,2015-07-04,40.23927026,-120.910573,16.83028248,,2.298747061,6.761000708,43.0,39011,37823,38403,38558,31964,27826,125,1539,2.5992497944408672,289.1860046386719,303.5933837890625,2015-05-08
324,Greenville,V23,2015-07-04,40.23890324,-120.910805,15.11993081,,1.451282707,5.721490525,44.0,39829,38286,38921,39282,32690,28830,125,1542,1.5281990239463612,289.1860046386719,303.5933837890625,2015-05-08
325,Greenville,V5,2015-07-04,40.2383362,-120.909868,16.5387401,,1.366536272,6.282330371,45.0,38164,36856,37532,38001,30538,26429,125,1539,2.2163686165095204,289.1860046386719,303.5933837890625,2015-05-08
326,Greenville,V8,2015-07-04,40.23824721,-120.910194,12.70597988,,0.858057659,5.413309131,46.0,40436,39198,40009,40485,33208,29340,125,1540,2.216368616492517,289.1860046386719,303.5933837890625,2015-05-08
327,Loney,L10,2016-07-03,39.42075848,-120.655334,13.5849345,,3.259173313,10.83792182,47.0,46992,45184,45858,42855,10685,11465,1,1826,4.044760645588306,287.0,297.20001220703125,2016-11-27
328,Loney,L11,2016-07-03,39.42299807,-120.6437,16.01180989,,5.608809888,10.23975036,48.0,35606,33921,35096,37540,10995,11292,41,1843,6.5996154429065035,285.20001220703125,297.70001220703125,2016-11-27
329,Loney,L4,2016-07-03,39.42012524,-120.654793,9.384489833,,7.188838454,8.198680623,49.0,43984,44136,45218,41716,7261,8033,1,1824,3.714139330581523,287.0,297.20001220703125,2016-02-20
330,Loney,L5,2016-07-03,39.42228976,-120.645139,14.42026777,,5.288139885,8.180362042,50.0,40375,40723,42260,41888,11149,11689,41,1834,2.5724749843155528,285.20001220703125,297.70001220703125,2016-11-27
331,Loney,L6,2016-07-03,39.42070463,-120.654992,12.20849529,,9.456849936,7.485004481,51.0,44588,43968,45047,41484,7307,8079,1,1827,1.516795334089002,287.0,297.20001220703125,2016-02-20
332,Loney,L7,2016-07-03,39.42301372,-120.644482,12.81621075,,6.611632446,8.657938502,52.0,39312,37669,37092,36681,24363,20580,41,1843,12.297106422544319,285.20001220703125,297.70001220703125,2016-12-04
333,Martis Control,MC13,2016-06-01,39.30439386,-120.106014,13.63563534,,1.323492562,8.68530765,53.0,43593,42682,43598,39464,8726,9318,201,1804,3.0283210582454503,278.29998779296875,299.0,2016-01-12
334,Martis Control,MC15,2016-06-01,39.30384095,-120.10685,5.268924604,,1.667484021,1.84549365,54.0,43272,42200,43103,39026,8565,9216,79,1798,5.20604421495231,278.29998779296875,299.0,2016-01-12
335,Martis Control,MC19,2016-06-01,39.30469082,-120.106923,14.00687731,,1.183563833,6.3311409,55.0,43863,43336,44285,40114,8663,9339,201,1799,2.568717676405506,278.29998779296875,299.0,2016-01-12
336,Martis Control,MC21,2016-06-01,39.30454411,-120.106466,13.29092338,,0.029151818,7.02391005,56.0,44092,43454,44463,40215,8735,9371,201,1801,4.039456480970863,278.29998779296875,299.0,2016-01-12
337,Martis Control,MC23,2016-06-01,39.30434091,-120.107112,18.06619916,,1.661653657,10.1630741,57.0,44288,43546,44562,40314,8702,9377,201,1799,3.0283210582454503,278.29998779296875,299.0,2016-01-12
338,Martis Control,MC3,2016-06-01,39.30377892,-120.107947,14.32069179,,0.239044912,8.56356555,58.0,43466,42951,43784,39500,8599,9291,79,1797,5.206044214924383,278.29998779296875,299.0,2016-01-12
339,Martis Control,MC7,2016-06-01,39.3034382,-120.108135,15.48259551,,2.273841846,7.52680485,59.0,38254,37041,37276,38079,24383,20350,79,1790,7.305583514615116,278.29998779296875,299.0,2016-11-27
340,Martis Control,MC9,2016-06-01,39.30398804,-120.107308,14.18779661,,0.139928729,10.14777835,60.0,43405,42609,43412,39176,8678,9299,79,1797,3.892784479109368,278.29998779296875,299.0,2016-01-12
341,Middle Martis,MM12,2016-06-01,39.30375737,-120.112489,16.4197747,,2.489565304,11.90330405,61.0,43244,42511,43617,39795,8390,9330,2,1786,3.591144002580635,278.29998779296875,299.0,2016-01-12
342,Middle Martis,MM14,2016-06-01,39.30349845,-120.110056,7.465773037,,0.565545279,5.15115795,62.0,42215,41516,42413,38545,8496,9292,2,1791,1.5152074652458074,278.29998779296875,299.0,2016-01-12
343,Middle Martis,MM18,2016-06-01,39.30322014,-120.110415,13.10435404,,2.553699305,8.7186971,63.0,42027,41265,42197,38430,8549,9287,2,1790,2.5686645452598147,278.29998779296875,299.0,2016-01-12
344,Middle Martis,MM20,2016-06-01,39.30201298,-120.108478,4.700366543,,0.058303637,3.09526765,64.0,39211,38656,39434,36373,8675,9238,2,1799,3.8927742897410833,278.29998779296875,299.0,2016-01-12
345,Middle Martis,MM24,2016-06-01,39.30204346,-120.108973,10.48893833,,0.507241643,4.5112227,65.0,39902,37494,37072,35848,21206,17967,2,1800,3.8927742897317015,278.29998779296875,299.0,2016-12-13
346,Middle Martis,MM3,2016-06-01,39.30428043,-120.113822,14.44262817,,0.244875276,8.48700235,66.0,44089,43467,44690,40850,8429,9310,1,1784,1.854334168853263,278.29998779296875,299.0,2016-01-12
347,Middle Martis,MM5,2016-06-01,39.30399766,-120.114133,17.78773735,,0.466429096,8.0085149,67.0,43777,42977,44073,40263,8431,9340,1,1785,3.708370333641903,278.29998779296875,299.0,2016-01-12
348,Middle Martis,MM8,2016-06-01,39.30398376,-120.112171,11.42969551,,0.99116183,7.61496395,68.0,43678,43256,44346,40383,8341,9299,2,1787,3.028306051229356,278.29998779296875,299.0,2016-01-12
349,Osa,O10,2016-07-13,36.18112893,-118.307414,7.647737816,,1.381796199,3.552660322,69.0,51859,49028,48409,45686,19649,20819,26,2590,2.9507860151785144,279.6000061035156,295.0,2016-01-30
350,Osa,O12,2016-07-13,36.18126411,-118.308058,11.51694972,,1.410948018,9.714485542,70.0,51648,50047,49984,47410,11141,11318,26,2586,0.0,279.6000061035156,295.0,2016-01-14
351,Osa,O16,2016-07-13,36.18095129,-118.308515,9.466396481,,1.078617286,3.284601503,71.0,51564,50199,50085,47546,10908,11241,27,2589,3.007642154202962,279.6000061035156,295.0,2016-01-14
352,Osa,O22,2016-07-13,36.18087268,-118.310153,10.02784299,,5.538845524,3.991478774,72.0,51247,50167,49911,47354,11095,11422,27,2584,3.565242725935911,279.6000061035156,295.0,2016-01-14
353,Osa,O4,2016-07-13,36.18078373,-118.308996,11.77197375,,0.845402738,8.244079726,73.0,51350,49975,49978,47375,10862,11260,27,2588,5.885988987701018,279.6000061035156,295.0,2016-01-14
354,Osa,O6,2016-07-13,36.18052454,-118.30958,11.70990831,,0.583036371,6.390837231,74.0,51145,49249,49262,46919,11141,11449,27,2588,2.1809952385742566,279.6000061035156,295.0,2016-01-14
355,Partnership,P10,2016-07-13,36.15833266,-118.274809,10.03839913,,1.358474744,3.957380243,75.0,51038,48453,47826,45020,16605,17394,3,2675,1.1485987568058436,277.29998779296875,295.6000061035156,2016-01-30
356,Partnership,P13,2016-07-13,36.15887679,-118.274212,8.377516303,,0.15741982,3.123445936,76.0,50942,48480,47808,44949,16679,17442,2,2674,3.877814063682502,277.29998779296875,295.6000061035156,2016-01-30
357,Partnership,P18,2016-07-13,36.15656984,-118.27711,8.855159844,,2.524547486,4.609022706,77.0,50793,48213,47581,44859,16504,17239,4,2668,7.465779395933806,277.29998779296875,295.6000061035156,2016-01-30
358,Partnership,P2,2016-07-13,36.15754705,-118.274217,11.09598985,,,3.970793943,78.0,51012,48410,47731,45016,16489,17278,3,2673,4.942963393524792,277.29998779296875,295.6000061035156,2016-01-30
359,Partnership,P22,2016-07-13,36.15694296,-118.277125,8.795278254,,0.612188189,3.652212367,79.0,50893,48407,47755,44963,16776,17473,4,2667,5.161351221200245,277.29998779296875,295.6000061035156,2016-01-30
360,Partnership,P8,2016-07-13,36.15725521,-118.273898,9.535551667,,0.104946547,4.210560749,80.0,51259,48472,47899,45192,16714,17553,3,2677,7.988975342796504,277.29998779296875,295.6000061035156,2016-01-30
361,Smith,S12,2016-06-01,37.76212504,-120.12188,7.498274507,,0.0,2.489694658,81.0,30425,29325,29314,31063,15078,14764,4,929,2.521447994672465,283.79998779296875,306.29998779296875,2016-12-13
362,Smith,S16,2016-06-01,37.76193701,-120.120841,13.30616695,,2.786913853,4.078385444,82.0,30579,29395,29408,31178,15131,14812,56,932,3.8850808503882894,283.29998779296875,305.29998779296875,2016-12-13
363,Smith,S18,2016-06-01,37.76014601,-120.119534,6.50785231,,0.0,2.019935753,83.0,27871,26804,27020,29375,14704,14285,56,925,1.4951826848725296,283.29998779296875,305.29998779296875,2016-12-13
364,Smith,S2,2016-06-01,37.76116716,-120.120232,5.015318577,,0.0,1.376884671,84.0,29757,28678,28757,30645,15084,14711,56,926,4.381127356207329,283.29998779296875,305.29998779296875,2016-12-13
365,Smith,S22,2016-06-01,37.76050971,-120.119759,5.500667809,,0.093285819,1.500654881,85.0,28283,27313,27411,29651,14782,14382,56,925,1.173018716572432,283.29998779296875,305.29998779296875,2016-12-13
366,Smith,S8,2016-06-01,37.76122651,-120.119777,9.316829659,,0.0,2.838441815,86.0,29732,28554,28671,30594,15069,14647,56,928,12.875804345110561,283.29998779296875,305.29998779296875,2016-12-13
367,Upper Loney,UL10,2016-07-18,39.42324197,-120.643852,6.539661512,,1.410948018,11.60517505,87.0,45707,43885,45840,48059,11385,11855,41,1847,12.821854661144439,283.6000061035156,296.8999938964844,2016-11-27
368,Upper Loney,UL14,2016-07-19,39.42267443,-120.644653,6.662424396,,2.093100572,11.37938216,88.0,44312,44782,45821,44414,11388,12023,41,1839,11.239567406145994,284.0,294.20001220703125,2016-11-27
369,Upper Loney,UL16,2016-07-20,39.42226906,-120.644583,5.21669984,,0.303178913,5.0560298,89.0,38120,38018,39392,39147,11057,11602,41,1835,1.516818038296766,282.79998779296875,295.3999938964844,2016-11-27
370,Upper Loney,UL3,2016-07-15,39.42899305,-120.651146,8.800514798,,2.658645851,18.59956297,90.0,47005,46820,48224,46528,11063,11922,3,1887,5.547544894541524,283.70001220703125,301.79998779296875,2016-11-27
371,Upper Loney,UL7,2016-07-16,39.42823706,-120.65126,6.513737017,,1.078617286,8.417655462,91.0,41924,40523,40666,40303,29051,23470,3,1888,5.674391161864254,284.20001220703125,301.1000061035156,2016-04-24
372,Upper Loney,UL8,2016-07-17,39.42290416,-120.644794,4.244995012,,0.635509644,5.187412685,92.0,40936,39811,40755,43917,10703,11182,41,1849,12.110545439633471,284.3999938964844,298.29998779296875,2016-11-27
373,Tahoe Keys,KP 1,2021-10-18,38.94009799,-120.003337,4.185650158,0.291395534,2.063710238,,,39758,37284,36705,35188,18144,16435,1,1904,4.758816041712112,271.1000061035156,288.3999938964844,2021-12-27
374,Tahoe Keys,KP 2,2021-10-18,38.93993899,-120.003419,1.843352681,0.149551431,1.632501839,,,39758,37284,36705,35188,18144,16435,1,1904,9.058204169786563,271.1000061035156,288.3999938964844,2021-12-27
375,Tahoe Keys,KP 3,2021-10-18,38.93986196,-120.003591,1.548009931,0.126082181,0.536393462,,,39003,36449,36008,34409,17524,16052,1,1904,9.058204169786563,271.1000061035156,288.3999938964844,2021-12-27
376,Tahoe Keys,KP 4,2021-10-18,38.94011501,-120.003263,2.797583351,0.184643538,5.953792509,,,38455,36272,35682,34072,17517,16039,1,1904,4.758816041712112,271.1000061035156,288.3999938964844,2021-12-27
377,Tahoe Keys,KP 5,2021-10-18,38.94003798,-120.003439,1.542584482,0.12888333,0.390634369,,,39758,37284,36705,35188,18144,16435,1,1902,8.989611933375942,271.1000061035156,288.3999938964844,2021-12-27
378,Tahoe Keys,KP 6,2021-10-18,38.939956,-120.003649,1.446266955,0.127085094,0.40812546,,,40548,37827,37515,35854,18529,16647,1,1898,4.758816041833281,271.1000061035156,288.3999938964844,2021-12-27
379,Tahoe Keys,KP Tree 1,2021-10-18,38.94005902,-120.002965,2.900234247,0.181240543,2.757762034,,,38455,36272,35682,34072,17517,16039,1,1906,0.9274099368729609,271.1000061035156,288.3999938964844,2021-12-27
380,Tahoe Keys,KP Tree 2,2021-10-18,38.94047099,-120.002835,3.425951008,0.258366093,1.142751287,,,39677,36704,36347,34761,17555,15981,1,1906,2.2041103746087622,271.1000061035156,288.3999938964844,2021-12-27
381,Tahoe Keys,KP Tree 4,2021-10-18,38.93969801,-120.004472,1.277676121,0.124969057,0.186571639,,,40871,38208,37767,36085,19086,17050,2,1898,0.0,271.1000061035156,288.3999938964844,2021-12-27
382,Upper Truckee Marsh,UTM 1,2021-10-18,38.938748,-120.001462,3.910807648,0.290483485,0.530563097,,,36943,34736,34041,33356,21617,20994,1,1900,4.522584267134838,271.1000061035156,288.3999938964844,2021-12-11
383,Upper Truckee Marsh,UTM 2,2021-10-18,38.93804904,-120.001171,6.66271906,0.494363707,1.381796199,,,36657,34523,33825,33308,21593,20864,1,1895,9.52526733865111,271.1000061035156,288.3999938964844,2021-12-11
384,Upper Truckee Marsh,UTM 3,2021-10-18,38.93807703,-120.000708,6.522408788,0.483904951,1.877377115,,,37787,37918,38435,34011,7627,7761,1,1895,10.362923546850464,271.1000061035156,288.3999938964844,2021-02-10
385,Upper Truckee Marsh,UTM 4,2021-10-18,38.93809002,-120.000014,9.858542159,0.775125343,1.766600204,,,36595,34330,33679,33193,21480,20787,1,1902,3.0243990526755713,271.1000061035156,288.3999938964844,2021-12-11
386,Upper Truckee Marsh,UTM 5,2021-10-18,38.93842597,-119.999274,10.64810311,0.78676679,0.705474009,,,36873,34571,33948,33411,21615,20943,4,1899,1.5103132373663262,271.1000061035156,288.3999938964844,2021-12-11
387,Upper Truckee Marsh,UTM 6,2021-10-18,38.938718,-119.999877,7.577850401,0.502992222,1.4459302,,,37190,34574,33975,33506,21502,20934,4,1902,5.504967800577041,271.1000061035156,288.3999938964844,2021-12-11
388,Upper Truckee Marsh,UTM 7,2021-10-18,38.936993,-120.001067,8.124580409,0.531424418,3.060940947,,,36747,34780,34049,33408,21641,20936,3,1895,6.6227959810280534,271.1000061035156,288.3999938964844,2021-12-11
389,Upper Truckee Marsh,UTM10,2021-10-18,38.93731906,-120.001272,4.776407617,0.382522752,2.856878218,,,38148,38566,39428,35176,7710,7798,3,1898,11.209580665498171,271.1000061035156,288.3999938964844,2021-02-10
390,Upper Truckee Marsh,UTM11,2021-10-18,38.93669926,-120.001488,3.049269898,0.262160275,0.466429097,,,39318,39928,40370,35437,7769,7822,3,1902,4.758593373067153,271.1000061035156,288.3999938964844,2021-02-10
391,Upper Truckee Marsh,UTM12,2021-10-18,38.93607182,-120.001015,5.623041389,0.499189166,1.539216019,,,35852,34146,33393,32872,21219,20591,3,1905,1.510283763300736,271.1000061035156,288.3999938964844,2021-12-11
392,Upper Truckee Marsh,UTM13,2021-10-18,38.9354848,-120.000883,6.209895864,0.546014346,1.240648394,,,37838,38407,39195,34880,7731,7786,3,1901,1.1922004660505299,271.1000061035156,288.3999938964844,2021-02-10
393,Upper Truckee Marsh,UTM14,2021-10-18,38.93760603,-120.001889,3.188729701,0.292463235,1.217692283,,,40491,41045,41446,35643,7701,7789,1,1903,7.6310424390994225,271.1000061035156,288.3999938964844,2021-02-10
394,Upper Truckee Marsh,UTM8,2021-10-18,38.93807904,-120.002303,5.705847622,0.372405897,1.498403473,,,36606,36974,37684,33279,8022,7961,1,1905,5.104130114227013,271.1000061035156,288.3999938964844,2021-02-10
