Date,Site,ID,Lat,Long,CO2PixelDay,Blue,Green,Red,NIR,SWIR_1,SWIR_2,Acquisition_Date,Acquisition_Time,Driver,Days_of_data_acquisition_offset
2015-07-15,Goodrich,R1,40.36602127,-120.9495576,80.61369062,596.0,785.0,924.0,2058.0,2862.0,2006.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R10,40.36504242,-120.9498018,82.19461324,568.0,763.0,865.0,2008.0,2762.0,1994.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R11,40.3652384,-120.9500444,44.04858487,559.0,749.0,845.0,1992.0,2677.0,1901.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R12,40.36543585,-120.9502894,94.44364314,573.0,794.0,890.0,2262.0,2871.0,1906.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R2,40.36582421,-120.9493161,157.8061856,596.0,785.0,924.0,2058.0,2862.0,2006.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R24,40.36269477,-120.9521752,24.53069181,327.0,517.0,578.0,1701.0,1714.0,1033.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R3,40.36562882,-120.9490733,82.04200833,553.0,710.0,855.0,1807.0,2755.0,2036.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R4,40.36543343,-120.9493167,74.78187958,499.0,658.0,758.0,1890.0,2599.0,1833.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R5,40.365631,-120.9495608,75.32277695,564.0,740.0,860.0,2006.0,2818.0,1943.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R6,40.36582703,-120.9498023,102.2957111,577.0,778.0,916.0,2181.0,2862.0,1940.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R7,40.36563256,-120.9500467,57.71618913,552.0,759.0,880.0,2166.0,2868.0,1940.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R8,40.36543471,-120.9498047,59.62116454,587.0,792.0,898.0,2183.0,2841.0,1934.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-07-15,Goodrich,R9,40.36523915,-120.9495602,59.85460108,520.0,697.0,814.0,1969.0,2740.0,1978.0,2015-07-11,18:44:48,8,3.2188879629629628
2015-08-07,East Creek,C1,40.24418042,-120.9009721,11.865989,528.0,791.0,1024.0,2089.0,3304.0,2409.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C10,40.24322889,-120.9011593,23.38911366,530.0,806.0,1109.0,2108.0,2901.0,2335.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C11,40.24334065,-120.900839,14.22939432,536.0,819.0,1149.0,2127.0,2941.0,2415.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C12,40.24344813,-120.9005159,20.14425535,524.0,804.0,1102.0,2072.0,2874.0,2339.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C13,40.24385201,-120.9019367,62.34600012,579.0,883.0,1195.0,2118.0,3075.0,2482.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C14,40.24374442,-120.9022604,38.33737416,643.0,985.0,1373.0,2277.0,2916.0,2437.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C15,40.24363387,-120.9025817,34.06573678,717.0,1098.0,1512.0,2364.0,3028.0,2558.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C16,40.2433883,-120.9024298,48.42196339,553.0,827.0,1104.0,2096.0,3217.0,2457.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C17,40.24349963,-120.9021082,100.3361393,570.0,819.0,1088.0,2024.0,3403.0,2590.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C18,40.24360711,-120.9017846,69.54866341,547.0,785.0,1049.0,1995.0,3305.0,2554.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C19,40.24336144,-120.9016326,54.07679538,552.0,795.0,1057.0,1967.0,3394.0,2626.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C2,40.24407047,-120.9012938,16.71902321,524.0,770.0,1014.0,2053.0,3224.0,2401.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C20,40.24325297,-120.9019553,52.85841533,566.0,826.0,1096.0,2022.0,3366.0,2597.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C21,40.24314264,-120.9022765,16.78307959,533.0,785.0,1024.0,2044.0,3518.0,2526.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C22,40.24289606,-120.9021242,32.79784549,546.0,818.0,1096.0,2037.0,3136.0,2537.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C23,40.24300747,-120.901803,43.08816862,535.0,805.0,1092.0,2053.0,3047.0,2521.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C24,40.24312034,-120.9014827,35.78095633,522.0,818.0,1108.0,2092.0,3064.0,2481.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C3,40.24396204,-120.901616,37.39706298,579.0,893.0,1209.0,2149.0,2943.0,2341.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C4,40.24371748,-120.9014639,16.92351248,521.0,774.0,1014.0,1976.0,3406.0,2536.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C5,40.24382567,-120.9011417,56.07817234,543.0,803.0,1061.0,2116.0,3286.0,2476.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C6,40.24393616,-120.90082,16.75988133,542.0,788.0,1029.0,2082.0,3499.0,2503.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C7,40.24369224,-120.900669,49.79916764,546.0,840.0,1136.0,2163.0,3089.0,2426.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C8,40.2435806,-120.9009896,44.91023057,543.0,803.0,1061.0,2116.0,3286.0,2476.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,East Creek,C9,40.24347168,-120.9013113,36.1777519,519.0,804.0,1074.0,2047.0,3217.0,2535.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R1,40.36602127,-120.9495576,55.45914659,509.0,726.0,925.0,1754.0,2948.0,2301.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R10,40.36504242,-120.9498018,37.2601936,479.0,696.0,900.0,1681.0,2955.0,2375.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R11,40.3652384,-120.9500444,58.78182232,467.0,664.0,845.0,1631.0,2818.0,2258.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R12,40.36543585,-120.9502894,31.72098641,466.0,672.0,847.0,1773.0,2864.0,2153.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R13,40.36302714,-120.9526896,18.43968864,548.0,820.0,1088.0,2099.0,3349.0,2630.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R14,40.36320383,-120.9529565,33.06652334,381.0,619.0,741.0,2307.0,2193.0,1499.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R15,40.36300816,-120.9531978,57.33709519,538.0,820.0,1068.0,2289.0,3060.0,2345.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R16,40.3628323,-120.9529327,28.93250483,559.0,837.0,1100.0,2096.0,3270.0,2606.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R17,40.36263427,-120.9531731,66.50490591,559.0,837.0,1100.0,2096.0,3270.0,2606.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R18,40.36281205,-120.9534393,13.30494935,583.0,904.0,1206.0,2327.0,3326.0,2586.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R19,40.36246583,-120.952915,28.61771793,495.0,732.0,978.0,1972.0,3330.0,2471.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R2,40.36582421,-120.9493161,147.7146923,509.0,726.0,925.0,1754.0,2948.0,2301.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R20,40.3622934,-120.9526446,98.9638394,472.0,702.0,943.0,1858.0,3150.0,2357.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R21,40.36249418,-120.9524113,43.83788172,397.0,636.0,807.0,1663.0,2731.0,1978.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R22,40.36266627,-120.952683,54.96750791,520.0,776.0,1012.0,2014.0,3279.0,2510.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R23,40.362868,-120.9524447,30.78155036,521.0,776.0,1010.0,2006.0,3240.0,2459.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R24,40.36269477,-120.9521752,14.0240143,374.0,599.0,766.0,1646.0,2550.0,1822.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R3,40.36562882,-120.9490733,28.45890833,471.0,683.0,877.0,1660.0,2867.0,2378.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R4,40.36543343,-120.9493167,28.55044966,416.0,622.0,794.0,1642.0,2760.0,2200.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R5,40.365631,-120.9495608,53.57194133,486.0,696.0,890.0,1724.0,2975.0,2327.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R6,40.36582703,-120.9498023,39.72379694,490.0,718.0,906.0,1857.0,2890.0,2209.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R7,40.36563256,-120.9500467,59.94853397,464.0,678.0,861.0,1882.0,2890.0,2163.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R8,40.36543471,-120.9498047,13.00210921,477.0,692.0,872.0,1745.0,2916.0,2245.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Goodrich,R9,40.36523915,-120.9495602,44.09237679,420.0,641.0,817.0,1695.0,2724.0,2204.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V1,40.23818046,-120.9094571,16.6249985,720.0,1005.0,1323.0,2439.0,4001.0,2825.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V10,40.23838376,-120.9106127,9.684165659,652.0,888.0,1151.0,2111.0,3883.0,2918.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V11,40.23812292,-120.9105211,18.08186029,635.0,913.0,1191.0,2170.0,3841.0,2870.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V12,40.23786203,-120.9104266,5.76501616,610.0,884.0,1174.0,2211.0,3843.0,2828.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V13,40.2389621,-120.9097328,22.35345642,642.0,900.0,1178.0,2222.0,3901.0,2822.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V14,40.23922155,-120.9098292,17.25096911,555.0,800.0,1057.0,2101.0,3724.0,2745.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V15,40.23948253,-120.9099193,22.77997032,559.0,796.0,1039.0,2123.0,3673.0,2651.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V16,40.23937663,-120.9102493,23.79168706,571.0,811.0,1070.0,2104.0,3729.0,2689.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V17,40.23911207,-120.9101607,16.63554049,617.0,877.0,1134.0,2117.0,3805.0,2757.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V18,40.238856,-120.9100594,16.65325839,637.0,902.0,1160.0,2176.0,3848.0,2840.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V19,40.23875009,-120.9103828,11.50046456,648.0,896.0,1158.0,2113.0,3865.0,2855.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V2,40.23844236,-120.9095425,21.25200054,695.0,979.0,1267.0,2336.0,3967.0,2824.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V20,40.23900989,-120.9104784,19.67366341,605.0,862.0,1127.0,2112.0,3807.0,2772.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V21,40.23927026,-120.9105738,8.314016286,581.0,841.0,1114.0,2111.0,3717.0,2651.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V22,40.23916481,-120.9108983,13.66112644,516.0,750.0,1002.0,2165.0,3565.0,2510.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V23,40.23890324,-120.9108055,13.46539445,605.0,862.0,1127.0,2112.0,3807.0,2772.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V24,40.23864341,-120.9107082,25.91894908,603.0,857.0,1118.0,2108.0,3861.0,2837.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V3,40.23870131,-120.9096417,15.27043815,678.0,934.0,1219.0,2283.0,3935.0,2846.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V4,40.23859564,-120.9099653,8.967030891,650.0,920.0,1192.0,2210.0,3912.0,2887.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V5,40.2383362,-120.9098689,16.29186745,650.0,920.0,1192.0,2210.0,3912.0,2887.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V7,40.23796805,-120.910106,10.69819871,645.0,895.0,1170.0,2224.0,3903.0,2837.0,2015-08-12,18:44:58,8,5.781228935185185
2015-08-07,Greenville,V9,40.2384894,-120.9102885,12.07757785,654.0,906.0,1157.0,2098.0,3917.0,2991.0,2015-08-12,18:44:58,8,5.781228935185185
2015-09-05,East Creek,C1,40.24418042,-120.9009721,8.274136431,528.0,791.0,1024.0,2089.0,3304.0,2409.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,East Creek,C10,40.24322889,-120.9011593,23.2327952,920.0,1040.0,1119.0,1756.0,1574.0,1274.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C11,40.24334065,-120.900839,19.91724205,920.0,1037.0,1099.0,1722.0,1595.0,1287.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C12,40.24344813,-120.9005159,5.664715589,914.0,1009.0,1085.0,1716.0,1547.0,1256.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C13,40.24385201,-120.9019367,21.4365768,1023.0,1079.0,1169.0,1806.0,1602.0,1294.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C14,40.24374442,-120.9022604,9.576255068,1055.0,1141.0,1243.0,1874.0,1579.0,1296.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C15,40.24363387,-120.9025817,27.77351973,1109.0,1188.0,1279.0,1925.0,1615.0,1324.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C16,40.2433883,-120.9024298,30.6287587,1024.0,1076.0,1169.0,1827.0,1641.0,1295.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C17,40.24349963,-120.9021082,35.78517668,987.0,1045.0,1119.0,1758.0,1670.0,1312.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C18,40.24360711,-120.9017846,29.91856251,982.0,1029.0,1103.0,1740.0,1628.0,1296.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C19,40.24336144,-120.9016326,18.24306341,952.0,1021.0,1094.0,1705.0,1658.0,1305.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C2,40.24407047,-120.9012938,13.23547528,524.0,770.0,1014.0,2053.0,3224.0,2401.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,East Creek,C20,40.24325297,-120.9019553,19.70838193,956.0,1042.0,1114.0,1738.0,1693.0,1316.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C21,40.24314264,-120.9022765,14.90298592,992.0,1055.0,1131.0,1787.0,1712.0,1305.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C22,40.24289606,-120.9021242,14.15785138,956.0,1049.0,1123.0,1759.0,1624.0,1303.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C23,40.24300747,-120.901803,9.763468041,939.0,1011.0,1088.0,1723.0,1593.0,1283.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C24,40.24312034,-120.9014827,18.21383714,941.0,1033.0,1121.0,1767.0,1582.0,1279.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C3,40.24396204,-120.901616,24.31546592,579.0,893.0,1209.0,2149.0,2943.0,2341.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,East Creek,C4,40.24371748,-120.9014639,30.16692343,943.0,1001.0,1073.0,1712.0,1649.0,1291.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C5,40.24382567,-120.9011417,30.27604995,934.0,1004.0,1087.0,1734.0,1649.0,1281.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C6,40.24393616,-120.90082,13.42027415,933.0,1024.0,1096.0,1743.0,1676.0,1283.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C7,40.24369224,-120.900669,24.11736302,922.0,1015.0,1096.0,1740.0,1588.0,1271.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C8,40.2435806,-120.9009896,5.736002048,934.0,1004.0,1087.0,1734.0,1649.0,1281.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,East Creek,C9,40.24347168,-120.9013113,12.10617956,920.0,1021.0,1096.0,1709.0,1630.0,1297.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R1,40.36602127,-120.9495576,26.27068913,762.0,970.0,1153.0,2103.0,3045.0,2302.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R10,40.36504242,-120.9498018,13.98185984,762.0,961.0,1150.0,2025.0,3105.0,2414.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R11,40.3652384,-120.9500444,9.65047356,749.0,945.0,1134.0,2041.0,3010.0,2313.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R12,40.36543585,-120.9502894,22.53690725,720.0,936.0,1112.0,2145.0,3047.0,2216.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R13,40.36302714,-120.9526896,10.31606733,781.0,1067.0,1323.0,2445.0,3394.0,2565.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R14,40.36320383,-120.9529565,10.68876264,570.0,883.0,1054.0,2781.0,2666.0,1783.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R15,40.36300816,-120.9531978,20.35262757,759.0,1093.0,1371.0,2716.0,3370.0,2487.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R16,40.3628323,-120.9529327,19.98192707,791.0,1090.0,1357.0,2463.0,3398.0,2600.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R17,40.36263427,-120.9531731,37.72723955,791.0,1090.0,1357.0,2463.0,3398.0,2600.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R18,40.36281205,-120.9534393,8.963515638,811.0,1187.0,1506.0,2794.0,3489.0,2610.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R19,40.36246583,-120.952915,14.1505558,730.0,1011.0,1250.0,2430.0,3442.0,2428.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R2,40.36582421,-120.9493161,45.29305649,762.0,970.0,1153.0,2103.0,3045.0,2302.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R20,40.3622934,-120.9526446,25.21003597,649.0,959.0,1188.0,2316.0,3226.0,2274.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R21,40.36249418,-120.9524113,9.784218996,612.0,801.0,978.0,2059.0,2764.0,1933.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R22,40.36266627,-120.952683,13.77674284,788.0,1052.0,1294.0,2444.0,3390.0,2500.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R23,40.362868,-120.9524447,35.75655421,759.0,1020.0,1247.0,2394.0,3314.0,2422.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R24,40.36269477,-120.9521752,8.112530525,677.0,879.0,1075.0,2182.0,2801.0,1995.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R3,40.36562882,-120.9490733,12.03406489,775.0,990.0,1180.0,2111.0,3131.0,2486.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R4,40.36543343,-120.9493167,7.888511714,656.0,838.0,970.0,2073.0,2720.0,2068.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R5,40.365631,-120.9495608,12.028647,743.0,939.0,1116.0,2037.0,3066.0,2331.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R6,40.36582703,-120.9498023,20.5879029,729.0,963.0,1152.0,2295.0,3062.0,2239.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R7,40.36563256,-120.9500467,18.55483472,679.0,913.0,1093.0,2163.0,3027.0,2242.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R8,40.36543471,-120.9498047,13.38182621,765.0,968.0,1143.0,2147.0,3087.0,2278.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Goodrich,R9,40.36523915,-120.9495602,15.83192238,709.0,915.0,1101.0,2055.0,2966.0,2302.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Greenville,V1,40.23818046,-120.9094571,14.62121292,720.0,1005.0,1323.0,2439.0,4001.0,2825.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V10,40.23838376,-120.9106127,9.691567731,652.0,888.0,1151.0,2111.0,3883.0,2918.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V11,40.23812292,-120.9105211,13.73995786,635.0,913.0,1191.0,2170.0,3841.0,2870.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V12,40.23786203,-120.9104266,17.52886223,610.0,884.0,1174.0,2211.0,3843.0,2828.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V13,40.2389621,-120.9097328,10.5326379,642.0,900.0,1178.0,2222.0,3901.0,2822.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V14,40.23922155,-120.9098292,10.401542,1071.0,1186.0,1279.0,1993.0,2102.0,1552.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Greenville,V15,40.23948253,-120.9099193,16.84709432,1087.0,1164.0,1258.0,2014.0,2076.0,1532.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Greenville,V16,40.23937663,-120.9102493,14.21865991,1078.0,1207.0,1291.0,2015.0,2128.0,1567.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Greenville,V17,40.23911207,-120.9101607,11.68042965,617.0,877.0,1134.0,2117.0,3805.0,2757.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V18,40.238856,-120.9100594,19.58948387,637.0,902.0,1160.0,2176.0,3848.0,2840.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V19,40.23875009,-120.9103828,18.90733736,648.0,896.0,1158.0,2113.0,3865.0,2855.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V2,40.23844236,-120.9095425,13.84123183,695.0,979.0,1267.0,2336.0,3967.0,2824.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V20,40.23900989,-120.9104784,21.45342089,605.0,862.0,1127.0,2112.0,3807.0,2772.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V21,40.23927026,-120.9105738,14.75013129,1098.0,1208.0,1305.0,2050.0,2130.0,1559.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Greenville,V22,40.23916481,-120.9108983,37.00995885,1109.0,1197.0,1297.0,2070.0,2096.0,1534.0,2015-08-28,18:45:04,8,7.218693634259259
2015-09-05,Greenville,V23,40.23890324,-120.9108055,13.0360741,605.0,862.0,1127.0,2112.0,3807.0,2772.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V24,40.23864341,-120.9107082,13.5657349,603.0,857.0,1118.0,2108.0,3861.0,2837.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V3,40.23870131,-120.9096417,8.446264747,678.0,934.0,1219.0,2283.0,3935.0,2846.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V4,40.23859564,-120.9099653,12.60410783,650.0,920.0,1192.0,2210.0,3912.0,2887.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V5,40.2383362,-120.9098689,14.7441259,650.0,920.0,1192.0,2210.0,3912.0,2887.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V6,40.23807473,-120.90978,9.595031795,720.0,1005.0,1323.0,2439.0,4001.0,2825.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V7,40.23796805,-120.910106,12.881445,645.0,895.0,1170.0,2224.0,3903.0,2837.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V8,40.23822982,-120.9101946,14.93289269,615.0,866.0,1138.0,2135.0,3850.0,2885.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-05,Greenville,V9,40.2384894,-120.9102885,9.322169454,654.0,906.0,1157.0,2098.0,3917.0,2991.0,2015-08-12,18:44:58,8,23.218771064814813
2015-09-10,Bean,BE1,37.75321,-120.14115,4.827857079,624.0,886.0,1107.0,2356.0,2912.0,1832.0,2015-09-06,18:39:44,8,3.2223965277777777
2015-09-10,Bean,BE10,37.753,-120.14211,11.80480725,579.0,774.0,874.0,2322.0,2192.0,1228.0,2015-09-06,18:39:44,8,3.2223965277777777
2015-09-10,Bean,BE12,37.75259,-120.14163,6.310895962,638.0,881.0,1104.0,2119.0,2834.0,1803.0,2015-09-06,18:39:44,8,3.2223965277777777
2015-09-10,Bean,BE13,37.75489,-120.14307,7.6489229,618.0,914.0,1169.0,2302.0,3011.0,1846.0,2015-09-06,18:39:44,8,3.2223965277777777
2015-09-10,Bean,BE14,37.75511,-120.14286,3.534148158,659.0,936.0,1201.0,2303.0,2811.0,1730.0,2015-09-06,18:39:44,8,3.2223965277777777
2015-09-10,Bean,BE15,37.75547,-120.14291,2.408349015,743.0,1047.0,1362.0,2511.0,3129.0,1990.0,2015-09-06,18:39:44,8,3.2223965277777777
2015-09-10,Bean,BE16,37.75531,-120.14264,3.942082631,734.0,1011.0,1330.0,2416.0,3042.0,1957.0,2015-09-06,18:39:44,8,3.2223965277777777
2015-09-10,Bean,BE17,37.75494,-120.1426,7.836435467,702.0,961.0,1209.0,2310.0,2808.0,1855.0,2015-09-06,18:39:44,8,3.2223965277777777
