Unnamed: 0,Site,ID,SampleDate,Latitude,Longitude,CH4.nmol.m2.s,CO2.umol.m2.s,N2O.nmol.m2.s,Blue,Green,Red,NIR,SWIR_1,SWIR_2,Flow,Elevation,Slope,Driver,Days_of_data_acquisition_offset,Minimum_temperature,Maximum_temperature
1840,Osa,O16,2018-08-29,36.18095129,-118.308515,-0.536652598,3.57347495,0.410381399,7999,9150,9363,17880,16149,12775,27,2589,3.007642154202962,8,2.769088865740741,279.0,293.5
1841,Osa,O17,2018-08-29,36.18096965,-118.308182,0.219771846,3.214948147,0.0,7902,9086,9451,17610,16241,12619,26,2588,3.007642154202962,8,2.769088865740741,279.0,293.5
1842,Osa,O18,2018-08-29,36.18116088,-118.308886,-0.442923947,2.631998631,0.12665192,8089,9331,9626,17460,16322,13227,27,2585,4.421309201634604,8,2.769088865740741,279.0,293.5
1843,Osa,O19,2018-08-29,36.18136106,-118.310548,-0.544615606,3.67615534,0.0,8247,9586,9895,17779,16342,13351,27,2584,3.565254484143017,8,2.769088865740741,279.0,293.5
1844,Osa,O20,2018-08-29,36.18123009,-118.310256,-0.457110297,2.860204429,0.097952206,8150,9443,9822,17493,16539,13163,27,2586,5.357293234431687,8,2.769088865740741,279.0,293.5
1845,Osa,O21,2018-08-29,36.18109266,-118.309945,5.609603978,2.461626216,-0.03299767,7799,8930,9174,17643,15524,12044,27,2587,3.5652427260207324,8,2.769088865740741,279.0,293.5
1846,Osa,O22,2018-08-29,36.18087268,-118.310153,-0.251491705,4.803491562,0.125745852,7799,8930,9174,17643,15524,12044,27,2584,3.565242725935911,8,2.769088865740741,279.0,293.5
1847,Osa,O23,2018-08-29,36.18100497,-118.310443,-0.216467449,5.142667751,0.092689976,8136,9420,9880,17734,16616,13213,27,2584,0.9274099368729609,8,2.769088865740741,279.0,293.5
1848,Osa,O24,2018-08-29,36.18113522,-118.310733,-0.313371711,3.502799352,0.034819079,8247,9586,9895,17779,16342,13351,27,2583,1.4763751382290655,8,2.769088865740741,279.0,293.5
1849,Osa,O1,2018-08-08,36.18075613,-118.309747,14.96497638,4.528702459,0.0,8240,9482,9255,20102,15584,11516,27,2588,1.8543341688295631,8,7.769008483796297,284.70001220703125,299.0
1850,Osa,O2,2018-08-08,36.1808851,-118.309457,8.284699885,5.424732607,-0.031742145,8244,9354,9287,20032,15414,11738,27,2585,4.421299746418954,8,7.769008483796297,284.70001220703125,299.0
1851,Osa,O3,2018-08-08,36.18101572,-118.309166,0.587936546,3.480584355,0.058793655,8220,9393,9241,20838,15643,11705,27,2584,2.7802885155642585,8,7.769008483796297,284.70001220703125,299.0
1852,Osa,O4,2018-08-08,36.18078373,-118.308996,1.336730459,4.239345168,0.0,8132,9302,9079,21074,15438,11232,27,2588,5.885988987701018,8,7.769008483796297,284.70001220703125,299.0
1853,Osa,O5,2018-08-08,36.1806546,-118.309285,23.85044752,2.709225592,0.0,8092,9096,9020,19703,15232,11237,27,2586,3.877908796735752,8,7.769008483796297,284.70001220703125,299.0
1854,Osa,O6,2018-08-08,36.18052454,-118.30958,2.08717474,6.64956234,0.0,8430,9918,9671,21812,16418,11895,27,2588,2.1809952385742566,8,7.769008483796297,284.70001220703125,299.0
1855,Osa,O7,2018-08-08,36.1814894,-118.307975,0.53998269,5.895340432,0.0,8514,9750,9803,19915,16986,13033,26,2588,6.854305069825542,8,7.769008483796297,284.70001220703125,299.0
1856,Osa,O8,2018-08-08,36.18143781,-118.307648,0.19680039,6.541487231,0.140555336,8976,10351,10586,19971,17628,14139,26,2590,5.886026634369163,8,7.769008483796297,284.70001220703125,299.0
1857,Osa,O9,2018-08-08,36.18138722,-118.307322,-0.437527807,4.806555484,0.0,8446,9668,9808,19533,16907,13109,26,2591,6.015283751244173,8,7.769008483796297,284.70001220703125,299.0
1858,Osa,O10,2018-08-08,36.18112893,-118.307414,0.064891912,6.112818157,0.032445956,8247,9397,9275,19470,15758,11882,26,2590,2.9507860151785144,8,7.769008483796297,284.70001220703125,299.0
1859,Osa,O11,2018-08-08,36.18119436,-118.307737,2.971191609,5.508657546,0.034151628,8060,9211,8994,20709,15597,11443,26,2587,3.4431212507791886,8,7.769008483796297,284.70001220703125,299.0
1860,Osa,O12,2018-08-08,36.18126411,-118.308058,27.16163078,5.868253564,-0.030484434,8167,9260,9255,19766,15708,11589,26,2586,0.0,8,7.769008483796297,284.70001220703125,299.0
1861,Osa,O13,2018-08-08,36.18142686,-118.30893,213.2851944,4.941043413,0.349752108,9045,10337,11028,15844,17804,15654,27,2588,9.44279016402886,8,7.769008483796297,284.70001220703125,299.0
1862,Osa,O14,2018-08-08,36.18148548,-118.308606,-0.301445228,7.41220322,0.033493914,8492,9715,9879,18767,16942,13380,27,2588,6.5644666801455,8,7.769008483796297,284.70001220703125,299.0
1863,Osa,O15,2018-08-08,36.18121809,-118.308561,3.115973323,3.115973323,0.063591292,8117,9187,9150,19423,15333,11788,27,2586,2.476737160251016,8,7.769008483796297,284.70001220703125,299.0
1864,Osa,O16,2018-08-08,36.18095129,-118.308515,-0.263859409,3.688725063,0.694289284,8251,9422,9270,19747,15843,12017,27,2589,3.007642154202962,8,7.769008483796297,284.70001220703125,299.0
1865,Osa,O17,2018-08-08,36.18096965,-118.308182,4.938265569,3.854185998,0.069755309,8246,9379,9383,19201,16010,12098,26,2588,3.007642154202962,8,7.769008483796297,284.70001220703125,299.0
1866,Osa,O18,2018-08-08,36.18116088,-118.308886,-0.382566715,2.677967003,-0.095641679,8468,9642,9807,17943,16835,13575,27,2585,4.421309201634604,8,7.769008483796297,284.70001220703125,299.0
1867,Osa,O19,2018-08-08,36.18136106,-118.310548,0.165103131,3.080824429,0.0,8632,9930,10160,18788,16791,13313,27,2584,3.565254484143017,8,7.769008483796297,284.70001220703125,299.0
1868,Osa,O20,2018-08-08,36.18123009,-118.310256,1.999364069,3.159601097,0.0,8393,9632,9701,18920,16364,12691,27,2586,5.357293234431687,8,7.769008483796297,284.70001220703125,299.0
1869,Osa,O21,2018-08-08,36.18109266,-118.309945,39.95388809,3.812640083,0.0,8177,9279,9213,19304,15470,11708,27,2587,3.5652427260207324,8,7.769008483796297,284.70001220703125,299.0
1870,Osa,O22,2018-08-08,36.18087268,-118.310153,2.058977963,6.364848866,-0.061404748,8177,9279,9213,19304,15470,11708,27,2584,3.565242725935911,8,7.769008483796297,284.70001220703125,299.0
1871,Osa,O23,2018-08-08,36.18100497,-118.310443,-0.477876242,7.660953498,0.179203591,8494,9769,10118,18986,17167,13447,27,2584,0.9274099368729609,8,7.769008483796297,284.70001220703125,299.0
1872,Osa,O24,2018-08-08,36.18113522,-118.310733,-0.759942076,5.106988019,0.068980543,8632,9930,10160,18788,16791,13313,27,2583,1.4763751382290655,8,7.769008483796297,284.70001220703125,299.0
1873,Osa,O1,2018-07-18,36.18075613,-118.309747,38.15430657,4.296816768,0.0,8294,9574,9124,21164,14110,10667,27,2588,1.8543341688295631,8,3.231179849537037,286.70001220703125,300.1000061035156
1874,Osa,O2,2018-07-18,36.1808851,-118.309457,318.6380118,6.911547541,0.0,8317,9373,9062,19504,13563,10564,27,2585,4.421299746418954,8,3.231179849537037,286.70001220703125,300.1000061035156
1875,Osa,O3,2018-07-18,36.18101572,-118.309166,134.3782417,7.627657032,0.032224998,8336,9416,9021,20561,13683,10533,27,2584,2.7802885155642585,8,3.231179849537037,286.70001220703125,300.1000061035156
1876,Osa,O4,2018-07-18,36.18078373,-118.308996,98.53625244,8.251556105,0.0,8271,9586,8924,22631,14076,10480,27,2588,5.885988987701018,8,3.231179849537037,286.70001220703125,300.1000061035156
1877,Osa,O5,2018-07-18,36.1806546,-118.309285,76.45225612,4.34866044,0.0,8164,9218,8827,21886,13382,10128,27,2586,3.877908796735752,8,3.231179849537037,286.70001220703125,300.1000061035156
1878,Osa,O6,2018-07-18,36.18052454,-118.30958,23.04622367,6.47268772,0.030851705,8537,10177,9573,21935,15376,11334,27,2588,2.1809952385742566,8,3.231179849537037,286.70001220703125,300.1000061035156
1879,Osa,O7,2018-07-18,36.1814894,-118.307975,3.771872871,7.480881193,0.0,8648,9817,9582,21026,15958,12267,26,2588,6.854305069825542,8,3.231179849537037,286.70001220703125,300.1000061035156
1880,Osa,O8,2018-07-18,36.18143781,-118.307648,1.89063201,7.01739581,-0.031510533,9134,10429,10193,20411,17041,14084,26,2590,5.886026634369163,8,3.231179849537037,286.70001220703125,300.1000061035156
1881,Osa,O9,2018-07-18,36.18138722,-118.307322,-0.098178281,6.527497857,-1.45e-32,8643,10015,9863,21472,15508,12224,26,2591,6.015283751244173,8,3.231179849537037,286.70001220703125,300.1000061035156
1882,Osa,O10,2018-07-18,36.18112893,-118.307414,0.401494187,6.969269929,0.0,8386,9544,9244,19690,14486,11190,26,2590,2.9507860151785144,8,3.231179849537037,286.70001220703125,300.1000061035156
1883,Osa,O11,2018-07-18,36.18119436,-118.307737,55.87239375,8.870784903,0.069493027,8278,9516,8935,22699,14133,10566,26,2587,3.4431212507791886,8,3.231179849537037,286.70001220703125,300.1000061035156
1884,Osa,O12,2018-07-18,36.18126411,-118.308058,83.19099527,7.277028568,0.036421537,8324,9375,8917,21695,14124,10705,26,2586,0.0,8,3.231179849537037,286.70001220703125,300.1000061035156
1885,Osa,O13,2018-07-18,36.18142686,-118.30893,87.94768881,1.485443538,0.029473086,8919,9863,10231,13382,15923,14423,27,2588,9.44279016402886,8,3.231179849537037,286.70001220703125,300.1000061035156
1886,Osa,O14,2018-07-18,36.18148548,-118.308606,0.181367059,6.320641989,0.030227843,8613,9733,9725,18989,15488,12321,27,2588,6.5644666801455,8,3.231179849537037,286.70001220703125,300.1000061035156
1887,Osa,O15,2018-07-18,36.18121809,-118.308561,42.47011953,6.266231872,-0.030227843,8360,9355,9040,19738,13599,10458,27,2586,2.476737160251016,8,3.231179849537037,286.70001220703125,300.1000061035156
1888,Osa,O16,2018-07-18,36.18095129,-118.308515,-0.05928162,4.09339584,0.02964081,8338,9366,9018,19412,13888,10722,27,2589,3.007642154202962,8,3.231179849537037,286.70001220703125,300.1000061035156
1889,Osa,O17,2018-07-18,36.18096965,-118.308182,14.42067195,3.692236195,0.027208815,8373,9369,9062,19736,13949,10747,26,2588,3.007642154202962,8,3.231179849537037,286.70001220703125,300.1000061035156
1890,Osa,O18,2018-07-18,36.18116088,-118.308886,2.920424445,2.706464282,0.0,8439,9389,9499,15535,13654,11122,27,2585,4.421309201634604,8,3.231179849537037,286.70001220703125,300.1000061035156
1891,Osa,O19,2018-07-18,36.18136106,-118.310548,-0.705967279,9.722177963,0.0,8682,9753,9664,17815,15480,12392,27,2584,3.565254484143017,8,3.231179849537037,286.70001220703125,300.1000061035156
1892,Osa,O20,2018-07-18,36.18123009,-118.310256,15.65225657,7.111956883,0.029757142,8554,9677,9556,18898,15024,11926,27,2586,5.357293234431687,8,3.231179849537037,286.70001220703125,300.1000061035156
1893,Osa,O21,2018-07-18,36.18109266,-118.309945,137.9346388,5.230897696,0.0,8298,9376,9054,19433,13610,10497,27,2587,3.5652427260207324,8,3.231179849537037,286.70001220703125,300.1000061035156
1894,Osa,O22,2018-07-18,36.18087268,-118.310153,9.845971565,8.823850026,-0.094148532,8298,9376,9054,19433,13610,10497,27,2584,3.565242725935911,8,3.231179849537037,286.70001220703125,300.1000061035156
1895,Osa,O23,2018-07-18,36.18100497,-118.310443,0.612382232,9.386944784,0.116644235,8681,9858,9808,18766,15012,12061,27,2584,0.9274099368729609,8,3.231179849537037,286.70001220703125,300.1000061035156
1896,Osa,O24,2018-07-18,36.18113522,-118.310733,-0.131290848,7.828216818,0.065645424,8682,9753,9664,17815,15480,12392,27,2583,1.4763751382290655,8,3.231179849537037,286.70001220703125,300.1000061035156
1897,Osa,O1,2018-06-27,36.18075613,-118.309747,31.24168322,3.124168322,0.0,8048,9465,9129,19650,14095,10930,27,2588,1.8543341688295631,8,1.7687286226851853,283.0,297.8999938964844
1898,Osa,O2,2018-06-27,36.1808851,-118.309457,39.44204731,2.434338849,-0.031988684,7980,9170,8915,18633,13511,11083,27,2585,4.421299746418954,8,1.7687286226851853,283.0,297.8999938964844
1899,Osa,O3,2018-06-27,36.18101572,-118.309166,1.895458053,0.473864513,0.0,7852,9078,8751,19221,13279,10489,27,2584,2.7802885155642585,8,1.7687286226851853,283.0,297.8999938964844
1900,Osa,O4,2018-06-27,36.18078373,-118.308996,12.77001856,1.101589514,0.070164937,7940,9395,8928,21027,13887,10814,27,2588,5.885988987701018,8,1.7687286226851853,283.0,297.8999938964844
1901,Osa,O5,2018-06-27,36.1806546,-118.309285,55.5921293,3.314502926,-0.061837741,7731,9070,8592,21679,12990,9938,27,2586,3.877908796735752,8,1.7687286226851853,283.0,297.8999938964844
1902,Osa,O6,2018-06-27,36.18052454,-118.30958,17.90658913,4.079258453,-0.060018308,8212,9947,9521,20493,15194,11565,27,2588,2.1809952385742566,8,1.7687286226851853,283.0,297.8999938964844
1903,Osa,O7,2018-06-27,36.1814894,-118.307975,3.78663798,4.78669878,0.0,8225,9668,9331,20404,15611,12355,26,2588,6.854305069825542,8,1.7687286226851853,283.0,297.8999938964844
1904,Osa,O8,2018-06-27,36.18143781,-118.307648,0.585687964,2.681149346,0.0,8812,10383,10227,19730,17182,14572,26,2590,5.886026634369163,8,1.7687286226851853,283.0,297.8999938964844
1905,Osa,O9,2018-06-27,36.18138722,-118.307322,0.033494082,3.697746647,0.066988164,8195,9720,9693,20623,15338,12271,26,2591,6.015283751244173,8,1.7687286226851853,283.0,297.8999938964844
1906,Osa,O10,2018-06-27,36.18112893,-118.307414,1.004822459,6.568189471,0.0,8001,9330,9082,18008,14270,11447,26,2590,2.9507860151785144,8,1.7687286226851853,283.0,297.8999938964844
1907,Osa,O11,2018-06-27,36.18119436,-118.307737,16.68316298,4.360221081,0.099700177,7820,9199,8813,21493,14089,10774,26,2587,3.4431212507791886,8,1.7687286226851853,283.0,297.8999938964844
1908,Osa,O12,2018-06-27,36.18126411,-118.308058,74.25490256,4.905254223,-2.18e-05,7848,9053,8656,20919,13963,10831,26,2586,0.0,8,1.7687286226851853,283.0,297.8999938964844
1909,Osa,O14,2018-06-27,36.18148548,-118.308606,-0.152157826,5.264660773,0.0,8280,9612,9633,17364,15158,12721,27,2588,6.5644666801455,8,1.7687286226851853,283.0,297.8999938964844
1910,Osa,O15,2018-06-27,36.18121809,-118.308561,33.50888801,5.310842628,-0.028738326,7825,8963,8732,18887,13027,10350,27,2586,2.476737160251016,8,1.7687286226851853,283.0,297.8999938964844
1911,Osa,O16,2018-06-27,36.18095129,-118.308515,0.26931234,0.837860615,0.029923593,7969,9100,8903,18221,13635,10917,27,2589,3.007642154202962,8,1.7687286226851853,283.0,297.8999938964844
1912,Osa,O17,2018-06-27,36.18096965,-118.308182,28.33909902,5.674289917,-0.03235057,7957,9172,9123,18308,14100,11220,26,2588,3.007642154202962,8,1.7687286226851853,283.0,297.8999938964844
1913,Osa,O18,2018-06-27,36.18116088,-118.308886,2.53960565,0.914048918,-0.029883186,8007,8993,9143,14715,12223,10497,27,2585,4.421309201634604,8,1.7687286226851853,283.0,297.8999938964844
1914,Osa,O19,2018-06-27,36.18136106,-118.310548,0.031708409,4.749919737,0.0,8355,9693,9661,17761,15532,13026,27,2584,3.565254484143017,8,1.7687286226851853,283.0,297.8999938964844
1915,Osa,O20,2018-06-27,36.18123009,-118.310256,5.062711593,2.062388828,0.0,8313,9637,9704,17633,15318,12882,27,2586,5.357293234431687,8,1.7687286226851853,283.0,297.8999938964844
1916,Osa,O21,2018-06-27,36.18109266,-118.309945,94.15708961,2.101134496,0.0,7852,9054,8849,18619,13335,10526,27,2587,3.5652427260207324,8,1.7687286226851853,283.0,297.8999938964844
1917,Osa,O22,2018-06-27,36.18087268,-118.310153,8.433960493,3.550819599,0.061115656,7852,9054,8849,18619,13335,10526,27,2584,3.565242725935911,8,1.7687286226851853,283.0,297.8999938964844
1918,Osa,O23,2018-06-27,36.18100497,-118.310443,1.161332291,3.437543581,0.0,8202,9584,9625,18289,14772,11946,27,2584,0.9274099368729609,8,1.7687286226851853,283.0,297.8999938964844
1919,Osa,O24,2018-06-27,36.18113522,-118.310733,0.128666253,1.321852402,0.0,8355,9693,9661,17761,15532,13026,27,2583,1.4763751382290655,8,1.7687286226851853,283.0,297.8999938964844
1920,Osa,O1,2018-06-08,36.18075613,-118.309747,8.510411882,1.132982284,-0.017019536,8066,9418,9073,18585,14031,10978,27,2588,1.8543341688295631,8,4.768609305555556,278.5,291.0
1921,Osa,O2,2018-06-08,36.1808851,-118.309457,27.20982473,2.837299336,0.003513178,7989,9112,8900,16637,12658,10647,27,2585,4.421299746418954,8,4.768609305555556,278.5,291.0
1922,Osa,O3,2018-06-08,36.18101572,-118.309166,0.247088699,0.245774449,-0.049237787,7911,9061,8746,16973,12327,10162,27,2584,2.7802885155642585,8,4.768609305555556,278.5,291.0
1923,Osa,O4,2018-06-08,36.18078373,-118.308996,25.42004216,2.494010189,-0.04669244,7975,9331,8960,19262,13896,10822,27,2588,5.885988987701018,8,4.768609305555556,278.5,291.0
1924,Osa,O5,2018-06-08,36.1806546,-118.309285,38.3288569,2.31614231,-0.020068206,7798,9069,8599,20252,12916,9938,27,2586,3.877908796735752,8,4.768609305555556,278.5,291.0
1925,Osa,O6,2018-06-08,36.18052454,-118.30958,10.08204255,2.740946839,-0.003435435,8218,9854,9534,19254,15348,11810,27,2588,2.1809952385742566,8,4.768609305555556,278.5,291.0
1926,Osa,O7,2018-06-08,36.1814894,-118.307975,3.947636762,3.401265707,0.046248575,8318,9702,9405,19612,16110,12805,26,2588,6.854305069825542,8,4.768609305555556,278.5,291.0
1927,Osa,O8,2018-06-08,36.18143781,-118.307648,0.999835576,3.387092264,0.009126075,8952,10443,10430,19113,17335,14677,26,2590,5.886026634369163,8,4.768609305555556,278.5,291.0
1928,Osa,O9,2018-06-08,36.18138722,-118.307322,0.206141498,2.011520671,0.00145822,8328,9737,9789,19683,15880,12716,26,2591,6.015283751244173,8,4.768609305555556,278.5,291.0
1929,Osa,O10,2018-06-08,36.18112893,-118.307414,0.1656917,3.392102801,0.019144321,8146,9386,9239,17149,14757,11866,26,2590,2.9507860151785144,8,4.768609305555556,278.5,291.0
1930,Osa,O11,2018-06-08,36.18119436,-118.307737,25.70063636,3.394767251,-0.016864766,7939,9243,8922,20213,14710,11157,26,2587,3.4431212507791886,8,4.768609305555556,278.5,291.0
1931,Osa,O12,2018-06-08,36.18126411,-118.308058,8.45327884,1.70065192,-0.006740533,7952,9148,8793,19611,14481,11177,26,2586,0.0,8,4.768609305555556,278.5,291.0
1932,Osa,O14,2018-06-08,36.18148548,-118.308606,-0.377843077,2.221388732,0.001460292,8359,9650,9706,16837,15521,12882,27,2588,6.5644666801455,8,4.768609305555556,278.5,291.0
1933,Osa,O15,2018-06-08,36.18121809,-118.308561,28.55642859,2.481161759,-0.011480703,7856,8998,8774,17995,13187,10507,27,2586,2.476737160251016,8,4.768609305555556,278.5,291.0
1934,Osa,O16,2018-06-08,36.18095129,-118.308515,0.311113056,0.991041047,-0.007588965,7955,8996,8845,17282,13222,10642,27,2589,3.007642154202962,8,4.768609305555556,278.5,291.0
1935,Osa,O17,2018-06-08,36.18096965,-118.308182,8.847037325,0.886484227,-0.008179284,7927,9065,9106,16944,14161,11165,26,2588,3.007642154202962,8,4.768609305555556,278.5,291.0
1936,Osa,O18,2018-06-08,36.18116088,-118.308886,0.63797511,1.160138773,-0.020913497,7843,8681,8860,13421,11516,10104,27,2585,4.421309201634604,8,4.768609305555556,278.5,291.0
1937,Osa,O19,2018-06-08,36.18136106,-118.310548,0.18022988,1.066902864,0.046874354,8447,9714,9762,16647,15429,13134,27,2584,3.565254484143017,8,4.768609305555556,278.5,291.0
1938,Osa,O20,2018-06-08,36.18123009,-118.310256,1.992149122,1.237823188,-0.00571994,8364,9646,9739,16674,15348,12919,27,2586,5.357293234431687,8,4.768609305555556,278.5,291.0
1939,Osa,O21,2018-06-08,36.18109266,-118.309945,102.9491603,1.716360078,0.015605255,7847,8971,8753,17303,12986,10465,27,2587,3.5652427260207324,8,4.768609305555556,278.5,291.0
1940,Osa,O22,2018-06-08,36.18087268,-118.310153,5.050745786,1.400108143,-0.026975249,7847,8971,8753,17303,12986,10465,27,2584,3.565242725935911,8,4.768609305555556,278.5,291.0
1941,Osa,O23,2018-06-08,36.18100497,-118.310443,0.508062331,1.968928492,0.004726263,8199,9468,9642,17381,15100,12109,27,2584,0.9274099368729609,8,4.768609305555556,278.5,291.0
1942,Osa,O24,2018-06-08,36.18113522,-118.310733,0.040575882,1.57529481,-0.02402618,8447,9714,9762,16647,15429,13134,27,2583,1.4763751382290655,8,4.768609305555556,278.5,291.0
1943,Osa,O1,2018-05-09,36.18075613,-118.309747,6.986126752,2.403483974,0.0,8198,9044,9198,13748,13811,11460,27,2588,1.8543341688295631,8,2.768745046296296,280.70001220703125,294.3999938964844
1944,Osa,O2,2018-05-09,36.1808851,-118.309457,65.78723942,2.866652235,0.0,7973,8751,9006,11999,11644,10251,27,2585,4.421299746418954,8,2.768745046296296,280.70001220703125,294.3999938964844
1945,Osa,O4,2018-05-09,36.18078373,-118.308996,3.486095813,1.577917052,0.0,8124,9015,9082,14018,13267,11226,27,2588,5.885988987701018,8,2.768745046296296,280.70001220703125,294.3999938964844
1946,Osa,O5,2018-05-09,36.1806546,-118.309285,27.97144613,3.798664612,0.0,7971,8823,8746,14118,11609,9849,27,2586,3.877908796735752,8,2.768745046296296,280.70001220703125,294.3999938964844
1947,Osa,O6,2018-05-09,36.18052454,-118.30958,6.315255271,5.349534906,0.0,8309,9257,9300,14518,15402,12511,27,2588,2.1809952385742566,8,2.768745046296296,280.70001220703125,294.3999938964844
1948,Osa,O7,2018-05-09,36.1814894,-118.307975,1.497001515,2.814362848,0.0,8675,9727,10139,15253,17642,14892,26,2588,6.854305069825542,8,2.768745046296296,280.70001220703125,294.3999938964844
1949,Osa,O8,2018-05-09,36.18143781,-118.307648,1.507017543,1.356315789,0.0,9136,10216,10846,15504,18719,16304,26,2590,5.886026634369163,8,2.768745046296296,280.70001220703125,294.3999938964844
1950,Osa,O9,2018-05-09,36.18138722,-118.307322,-0.063367056,4.147373804,0.031683528,8749,9927,10392,15380,17540,14718,26,2591,6.015283751244173,8,2.768745046296296,280.70001220703125,294.3999938964844
1951,Osa,O10,2018-05-09,36.18112893,-118.307414,0.548993785,2.880602686,0.064587504,8343,9230,9650,13781,15850,13026,26,2590,2.9507860151785144,8,2.768745046296296,280.70001220703125,294.3999938964844
1952,Osa,O11,2018-05-09,36.18119436,-118.307737,116.4908163,3.171206584,0.03046308,8470,9388,9664,14818,16643,13527,26,2587,3.4431212507791886,8,2.768745046296296,280.70001220703125,294.3999938964844
1953,Osa,O12,2018-05-09,36.18126411,-118.308058,3.739920576,2.327681911,0.0,8470,9241,9590,13881,15697,13014,26,2586,0.0,8,2.768745046296296,280.70001220703125,294.3999938964844
1954,Osa,O13,2018-05-09,36.18142686,-118.30893,15.05033064,2.923157437,0.017851463,8657,9573,10337,12547,15308,14419,27,2588,9.44279016402886,8,2.768745046296296,280.70001220703125,294.3999938964844
1955,Osa,O14,2018-05-09,36.18148548,-118.308606,-0.952037593,3.691448991,0.06142178,8573,9606,10085,14019,16570,14093,27,2588,6.5644666801455,8,2.768745046296296,280.70001220703125,294.3999938964844
1956,Osa,O15,2018-05-09,36.18121809,-118.308561,3.598555527,1.042141681,0.0,8180,8933,9166,13314,13425,11326,27,2586,2.476737160251016,8,2.768745046296296,280.70001220703125,294.3999938964844
1957,Osa,O16,2018-05-09,36.18095129,-118.308515,0.223316841,0.401970314,-0.111658421,7991,8685,8890,12552,12412,10560,27,2589,3.007642154202962,8,2.768745046296296,280.70001220703125,294.3999938964844
1958,Osa,O17,2018-05-09,36.18096965,-118.308182,11.02446223,4.614962385,0.0,8126,8929,9314,12869,14074,11744,26,2588,3.007642154202962,8,2.768745046296296,280.70001220703125,294.3999938964844
1959,Osa,O18,2018-05-09,36.18116088,-118.308886,1.444941136,0.252929448,0.020079791,8040,8638,8990,10865,10622,9851,27,2585,4.421309201634604,8,2.768745046296296,280.70001220703125,294.3999938964844
1960,Osa,O19,2018-05-09,36.18136106,-118.310548,-0.261208286,6.575918598,0.0,8507,9453,9908,13768,16150,13847,27,2584,3.565254484143017,8,2.768745046296296,280.70001220703125,294.3999938964844
1961,Osa,O20,2018-05-09,36.18123009,-118.310256,0.291043411,1.463948357,0.145521705,8486,9415,9884,13834,16490,13898,27,2586,5.357293234431687,8,2.768745046296296,280.70001220703125,294.3999938964844
1962,Osa,O21,2018-05-09,36.18109266,-118.309945,76.06331818,2.063313689,-0.028498808,8125,8812,9126,12639,12214,10552,27,2587,3.5652427260207324,8,2.768745046296296,280.70001220703125,294.3999938964844
1963,Osa,O22,2018-05-09,36.18087268,-118.310153,4.502421488,4.871684833,-0.032391521,8125,8812,9126,12639,12214,10552,27,2584,3.565242725935911,8,2.768745046296296,280.70001220703125,294.3999938964844
1964,Osa,O23,2018-05-09,36.18100497,-118.310443,0.174107018,1.584373864,0.116071345,8412,9377,9835,13815,14777,12764,27,2584,0.9274099368729609,8,2.768745046296296,280.70001220703125,294.3999938964844
1965,Osa,O24,2018-05-09,36.18113522,-118.310733,0.731808049,5.052975058,0.095452198,8507,9453,9908,13768,16150,13847,27,2583,1.4763751382290655,8,2.768745046296296,280.70001220703125,294.3999938964844
1966,Osa,O2,2017-10-25,36.1808851,-118.309457,-0.661631899,0.525877287,0.052810367,7784,8494,9136,13005,12804,10625,27,2585,4.421299746418954,8,6.769607349537037,278.29998779296875,293.8999938964844
1967,Osa,O1,2017-10-24,36.18075613,-118.309747,2.49462557,1.603687866,0.0,7863,8624,9421,14173,14220,11394,27,2588,1.8543341688295631,8,7.769607349537037,280.1000061035156,294.0
1968,Osa,O2,2017-10-24,36.1808851,-118.309457,5.34505855,3.141706637,0.148473849,7784,8494,9136,13005,12804,10625,27,2585,4.421299746418954,8,7.769607349537037,280.1000061035156,294.0
1969,Osa,O3,2017-10-24,36.18101572,-118.309166,5.410297413,1.445250744,0.025047673,7775,8485,9152,13378,12202,10117,27,2584,2.7802885155642585,8,7.769607349537037,280.1000061035156,294.0
1970,Osa,O4,2017-10-24,36.18078373,-118.308996,11.97156097,1.447581608,0.0,7788,8528,9271,14373,14205,11368,27,2588,5.885988987701018,8,7.769607349537037,280.1000061035156,294.0
1971,Osa,O5,2017-10-24,36.1806546,-118.309285,7.839278355,1.160001324,0.0,7741,8469,9227,14262,13882,11068,27,2586,3.877908796735752,8,7.769607349537037,280.1000061035156,294.0
1972,Osa,O6,2017-10-24,36.18052454,-118.30958,1.395073912,0.89171438,-0.027369508,8029,8783,9735,15521,15772,12397,27,2588,2.1809952385742566,8,7.769607349537037,280.1000061035156,294.0
1973,Osa,O7,2017-10-24,36.1814894,-118.307975,1.744829951,1.976471169,0.0,8273,9184,10344,15663,18126,14217,26,2588,6.854305069825542,8,7.769607349537037,280.1000061035156,294.0
1974,Osa,O8,2017-10-24,36.18143781,-118.307648,-0.087456876,0.874568755,0.0,8780,10034,11171,15923,19007,15786,26,2590,5.886026634369163,8,7.769607349537037,280.1000061035156,294.0
1975,Osa,O9,2017-10-24,36.18138722,-118.307322,-0.186593358,1.340362291,-0.031098893,8199,9264,10196,15384,18246,14753,26,2591,6.015283751244173,8,7.769607349537037,280.1000061035156,294.0
1976,Osa,O10,2017-10-24,36.18112893,-118.307414,-0.21493721,2.75656972,0.295538664,7854,8628,9358,14275,15150,12018,26,2590,2.9507860151785144,8,7.769607349537037,280.1000061035156,294.0
