Unnamed: 0,Site,ID,SampleDate,Latitude,Longitude,CH4.nmol.m2.s,CO2.umol.m2.s,N2O.nmol.m2.s,Blue,Green,Red,NIR,SWIR_1,SWIR_2,Flow,Elevation,Slope,Driver,Days_of_data_acquisition_offset,Minimum_temperature,Maximum_temperature
1,Freeman,F01,2021-08-03,39.67512962,-120.605471,-2.08665545,7.197540694,0.016545469,8574,9851,10012,18806,18228,14059,34,2079,6.574316443660404,8,2.7772164814814815,286.8999938964844,301.3999938964844
2,Freeman,F02,2021-08-03,39.67490056,-120.605303,-1.244575851,5.710613112,-0.001748058,8627,9737,9942,18396,18575,14264,2,2079,6.003122909404213,8,2.7772164814814815,286.8999938964844,301.3999938964844
3,Freeman,F03,2021-08-03,39.67466668,-120.605126,-1.968969204,8.613075004,0.017156269,8806,10227,10852,17832,19066,15093,2,2077,5.54818452989256,8,2.7772164814814815,286.8999938964844,301.3999938964844
4,Freeman,F04,2021-08-03,39.67442563,-120.604954,-1.565727246,4.415731067,0.016045202,8501,9879,10268,18081,19324,14766,2,2080,8.526106564781688,8,2.7772164814814815,286.8999938964844,301.3999938964844
5,Freeman,F05,2021-08-03,39.67419212,-120.604781,-2.14044302,5.907605806,0.027725287,8398,9693,10078,18246,19267,14468,2,2079,5.165970047133282,8,2.7772164814814815,286.8999938964844,301.3999938964844
6,Freeman,F08,2021-08-03,39.67432903,-120.604481,-1.766082445,6.216994386,0.03665548,8558,9797,10300,18045,19494,14831,2,2078,6.04190788349092,8,2.7772164814814815,286.8999938964844,301.3999938964844
7,Freeman,F09,2021-08-03,39.67456268,-120.604655,0.34831413,1.0743181,-0.018783477,8501,9879,10268,18081,19324,14766,2,2078,4.415286820722286,8,2.7772164814814815,286.8999938964844,301.3999938964844
8,Freeman,F10,2021-08-03,39.67479697,-120.604832,-0.976488136,2.838444657,0.014870442,9071,10370,11138,18262,21050,16527,2,2075,5.54818452989256,8,2.7772164814814815,286.8999938964844,301.3999938964844
9,Freeman,F11,2021-08-03,39.67503116,-120.605011,-1.885365418,5.178818916,0.024942918,8874,10193,10877,18020,20636,15869,2,2077,4.8966157025923085,8,2.7772164814814815,286.8999938964844,301.3999938964844
10,Freeman,F12,2021-08-03,39.675262,-120.60519,-1.058565332,6.221434536,0.025829611,8631,9809,10044,18409,19145,14655,34,2079,3.8947536909041727,8,2.7772164814814815,286.8999938964844,301.3999938964844
11,Freeman,F13,2021-08-03,39.67540376,-120.604877,-1.644074876,6.937804252,-0.002167037,8676,9835,10289,17927,19748,14979,34,2075,3.726956954528809,8,2.7772164814814815,286.8999938964844,301.3999938964844
12,Bean,BE1,2018-04-13,37.75320814,-120.141147,0.106912903,1.342684905,0.008919468,28767,27732,27404,28413,20948,19538,55,965,4.380996278470539,8,5.222716122685185,271.5,285.3999938964844
13,Bean,BE1,2018-05-15,37.75320814,-120.141147,0.678397385,8.645824727,0.041227575,8406,9488,9842,12534,11753,10322,55,965,4.380996278470539,8,5.222932083333333,280.79998779296875,296.1000061035156
14,Bean,BE1,2018-06-18,37.75320814,-120.141147,0.262707495,7.752019899,0.126957174,8484,9562,9841,13203,12112,10578,55,965,4.380996278470539,8,7.223100439814814,281.5,296.0
15,Bean,BE1,2018-07-13,37.75320814,-120.141147,0.077456972,9.834291476,0.624069877,8898,10031,10173,16488,13947,11247,55,965,4.380996278470539,8,0.2228827199074074,290.1000061035156,306.29998779296875
16,Bean,BE1,2018-08-14,37.75320814,-120.141147,-0.358606207,7.504853632,0.110930432,8995,10186,10675,17076,13874,11081,55,965,4.380996278470539,8,0.22269615740740742,288.0,308.1000061035156
17,Bean,BE1,2018-09-09,37.75320814,-120.141147,-0.347918265,2.872262613,0.074634108,8593,9937,10565,16766,14827,12061,55,965,4.380996278470539,8,5.777443819444445,285.20001220703125,307.20001220703125
18,Bean,BE1,2018-10-13,37.75320814,-120.141147,-0.220719995,2.064831665,0.100998692,8329,9405,10140,14061,15020,12439,55,965,4.380996278470539,8,3.7776016319444445,277.6000061035156,298.70001220703125
19,Bean,BE1,2018-11-11,37.75320814,-120.141147,-0.342255111,0.791854622,-0.040031008,9041,9863,10714,14157,15827,12966,55,965,4.380996278470539,8,6.77766332175926,273.3999938964844,291.5
20,Bean,BE1,2018-12-02,37.75320814,-120.141147,0.019115946,1.081050961,-7.71e-05,9041,9863,10714,14157,15827,12966,55,965,4.380996278470539,8,14.22233667824074,271.29998779296875,276.8999938964844
21,Bean,BE1,2018-12-29,37.75320814,-120.141147,0.576860799,0.571551791,0.006792308,9372,9781,10296,12914,13772,12060,55,965,4.380996278470539,8,6.777615104166666,269.0,280.70001220703125
22,Bean,BE1,2019-01-26,37.75320814,-120.141147,0.317510677,0.642278491,-0.022517143,48017,46039,45864,44691,26902,21852,55,965,4.380996278470539,8,5.222422372685185,273.70001220703125,290.5
23,Bean,BE1,2019-02-23,37.75320814,-120.141147,-0.107412193,1.953662076,0.089391673,31146,28740,27402,25759,10416,10794,55,965,4.380996278470539,8,17.222457141203705,267.3999938964844,281.5
24,Bean,BE1,2019-04-06,37.75320814,-120.141147,0.400679713,3.004745297,-0.046587849,8204,9128,9202,12597,12244,10787,55,965,4.380996278470539,8,4.777355115740741,276.8999938964844,286.70001220703125
25,Bean,BE1,2018-04-13,37.75320814,-120.141147,0.645937805,0.600446097,-0.002259465,28767,27732,27404,28413,20948,19538,55,965,4.380996278470539,8,5.222716122685185,271.5,285.3999938964844
26,Bean,BE2,2018-05-15,37.75339282,-120.141393,3.90411976,1.967656675,0.238666421,8110,8808,8975,11733,11205,9869,55,967,3.9717973991256255,8,5.222932083333333,280.79998779296875,296.1000061035156
27,Bean,BE2,2018-06-18,37.75339282,-120.141393,0.591270017,1.50456087,0.046391057,8144,8979,9259,12484,11523,10090,55,967,3.9717973991256255,8,7.223100439814814,281.5,296.0
28,Bean,BE2,2018-07-13,37.75339282,-120.141393,0.443262687,6.666585352,0.503466318,8634,9653,9823,15101,13183,10771,55,967,3.9717973991256255,8,0.2228827199074074,290.1000061035156,306.29998779296875
29,Bean,BE2,2018-08-14,37.75339282,-120.141393,0.036809218,7.574240253,0.134748694,8812,9824,9705,17810,13227,10800,55,967,3.9717973991256255,8,0.22269615740740742,288.0,308.1000061035156
30,Bean,BE2,2018-09-09,37.75339282,-120.141393,-0.547038032,8.849416443,0.055235156,8244,9352,9675,16354,13850,11201,55,967,3.9717973991256255,8,5.777443819444445,285.20001220703125,307.20001220703125
31,Bean,BE2,2018-10-13,37.75339282,-120.141393,-0.368109353,3.715273292,0.061544742,8215,9124,9589,14683,14024,11746,55,967,3.9717973991256255,8,3.7776016319444445,277.6000061035156,298.70001220703125
32,Bean,BE2,2018-11-11,37.75339282,-120.141393,0.077767914,0.579868317,-0.007740997,8991,9723,10442,14493,15274,12472,55,967,3.9717973991256255,8,6.77766332175926,273.3999938964844,291.5
33,Bean,BE2,2018-12-02,37.75339282,-120.141393,0.023760446,1.056897133,0.006749589,8991,9723,10442,14493,15274,12472,55,967,3.9717973991256255,8,14.22233667824074,271.29998779296875,276.8999938964844
34,Bean,BE2,2018-12-29,37.75339282,-120.141393,-0.060931974,0.410104668,0.014734376,9265,9846,10418,12963,14808,12560,55,967,3.9717973991256255,8,6.777615104166666,269.0,280.70001220703125
35,Bean,BE2,2019-01-26,37.75339282,-120.141393,0.398276128,0.826080752,-0.004615689,47837,45848,45620,44477,26464,21368,55,967,3.9717973991256255,8,5.222422372685185,273.70001220703125,290.5
36,Bean,BE2,2019-02-23,37.75339282,-120.141393,0.13947915,0.597478853,-0.00834504,12604,13120,15122,17075,9749,9222,55,967,3.9717973991256255,8,1.2224883912037037,267.3999938964844,281.5
37,Bean,BE2,2019-04-06,37.75339282,-120.141393,6.176212213,1.827456884,-0.02119941,8002,8678,8814,11871,11765,10266,55,967,3.9717973991256255,8,4.777355115740741,276.8999938964844,286.70001220703125
38,Bean,BE3,2018-04-13,37.7535806,-120.141638,0.090004991,2.162330352,-0.030679337,28679,27137,27037,28259,19603,18020,55,965,3.5148019284102294,8,5.222716122685185,271.5,285.3999938964844
39,Bean,BE3,2018-05-15,37.7535806,-120.141638,10.8210187,5.489128388,0.017478946,8076,9017,8965,15547,13464,10792,55,965,3.5148019284102294,8,5.222932083333333,280.79998779296875,296.1000061035156
40,Bean,BE3,2018-06-18,37.7535806,-120.141638,5.371415165,3.559154901,0.33819737,8145,9169,9703,16071,13766,11023,55,965,3.5148019284102294,8,7.223100439814814,281.5,296.0
41,Bean,BE3,2018-07-13,37.7535806,-120.141638,0.881004255,4.902858178,5.320041484,8583,9537,10059,16420,16003,12362,55,965,3.5148019284102294,8,0.2228827199074074,290.1000061035156,306.29998779296875
42,Bean,BE3,2018-08-14,37.7535806,-120.141638,-0.23539243,6.81452631,0.059051696,8845,9721,10291,15776,15987,12324,55,965,3.5148019284102294,8,0.22269615740740742,288.0,308.1000061035156
43,Bean,BE3,2018-09-09,37.7535806,-120.141638,-0.684702611,1.610637206,-0.015845783,8366,9491,10524,15853,16912,13155,55,965,3.5148019284102294,8,5.777443819444445,285.20001220703125,307.20001220703125
44,Bean,BE3,2018-10-13,37.7535806,-120.141638,-0.39519347,0.820334227,0.02803823,8313,9306,10324,13773,16828,13733,55,965,3.5148019284102294,8,3.7776016319444445,277.6000061035156,298.70001220703125
45,Bean,BE3,2018-11-11,37.7535806,-120.141638,-0.070867302,0.167878203,-0.033231791,9190,9941,11093,14473,17665,14110,55,965,3.5148019284102294,8,6.77766332175926,273.3999938964844,291.5
46,Bean,BE3,2018-12-02,37.7535806,-120.141638,0.213164205,0.654798505,0.002413415,9190,9941,11093,14473,17665,14110,55,965,3.5148019284102294,8,14.22233667824074,271.29998779296875,276.8999938964844
47,Bean,BE3,2018-12-29,37.7535806,-120.141638,-0.228011385,0.91420237,0.006843885,9712,10455,11081,13628,17107,14350,55,965,3.5148019284102294,8,6.777615104166666,269.0,280.70001220703125
48,Bean,BE3,2019-01-26,37.7535806,-120.141638,-0.175060219,1.128688578,0.071536836,47888,45716,45515,44352,26499,21334,55,965,3.5148019284102294,8,5.222422372685185,273.70001220703125,290.5
49,Bean,BE3,2019-02-23,37.7535806,-120.141638,-0.058613176,0.550572896,-0.427778097,9735,10751,11196,15158,15874,14035,55,965,3.5148019284102294,8,14.777451087962962,267.3999938964844,281.5
50,Bean,BE3,2019-04-06,37.7535806,-120.141638,0.800668126,1.009140454,-0.08855021,8466,9302,9615,14101,16368,13368,55,965,3.5148019284102294,8,4.777355115740741,276.8999938964844,286.70001220703125
51,Bean,BE4,2018-04-13,37.75376251,-120.141385,-0.311906353,2.821418574,0.071600046,28679,27137,27037,28259,19603,18020,55,968,3.6345160742688485,8,5.222716122685185,271.5,285.3999938964844
52,Bean,BE4,2018-05-15,37.75376251,-120.141385,-0.197543033,5.73646613,0.014999895,8076,9017,8965,15547,13464,10792,55,968,3.6345160742688485,8,5.222932083333333,280.79998779296875,296.1000061035156
53,Bean,BE4,2018-06-18,37.75376251,-120.141385,-0.240297071,5.85336319,-0.025420769,8145,9169,9703,16071,13766,11023,55,968,3.6345160742688485,8,7.223100439814814,281.5,296.0
54,Bean,BE4,2018-07-13,37.75376251,-120.141385,-0.507530529,4.308380886,-0.027604624,8583,9537,10059,16420,16003,12362,55,968,3.6345160742688485,8,0.2228827199074074,290.1000061035156,306.29998779296875
55,Bean,BE4,2018-08-14,37.75376251,-120.141385,-0.23441205,2.321820286,-0.07367682,8845,9721,10291,15776,15987,12324,55,968,3.6345160742688485,8,0.22269615740740742,288.0,308.1000061035156
56,Bean,BE4,2018-09-09,37.75376251,-120.141385,-0.745394335,3.016368345,-0.016176634,8366,9491,10524,15853,16912,13155,55,968,3.6345160742688485,8,5.777443819444445,285.20001220703125,307.20001220703125
57,Bean,BE4,2018-10-13,37.75376251,-120.141385,-0.256114929,0.588619573,-0.019958736,8313,9306,10324,13773,16828,13733,55,968,3.6345160742688485,8,3.7776016319444445,277.6000061035156,298.70001220703125
58,Bean,BE4,2018-11-11,37.75376251,-120.141385,-0.721053211,0.30812089,-0.01222349,9190,9941,11093,14473,17665,14110,55,968,3.6345160742688485,8,6.77766332175926,273.3999938964844,291.5
59,Bean,BE4,2018-12-02,37.75376251,-120.141385,0.038273031,1.317592502,0.011704637,9190,9941,11093,14473,17665,14110,55,968,3.6345160742688485,8,14.22233667824074,271.29998779296875,276.8999938964844
60,Bean,BE4,2018-12-29,37.75376251,-120.141385,-0.252126368,0.469041146,-0.027193642,9712,10455,11081,13628,17107,14350,55,968,3.6345160742688485,8,6.777615104166666,269.0,280.70001220703125
61,Bean,BE4,2019-01-26,37.75376251,-120.141385,0.01603353,1.05357271,-0.016487824,47888,45716,45515,44352,26499,21334,55,968,3.6345160742688485,8,5.222422372685185,273.70001220703125,290.5
62,Bean,BE4,2019-02-23,37.75376251,-120.141385,-0.726311787,1.627222279,0.429040494,9735,10751,11196,15158,15874,14035,55,968,3.6345160742688485,8,14.777451087962962,267.3999938964844,281.5
63,Bean,BE4,2019-04-06,37.75376251,-120.141385,-0.252504184,4.165223458,0.045675177,8466,9302,9615,14101,16368,13368,55,968,3.6345160742688485,8,4.777355115740741,276.8999938964844,286.70001220703125
64,Bean,BE5,2018-04-13,37.75357545,-120.14114,0.102660805,2.477362711,0.013229163,28802,27249,27182,28300,19529,18149,55,968,3.704791833623834,8,5.222716122685185,271.5,285.3999938964844
65,Bean,BE5,2018-05-15,37.75357545,-120.14114,-0.131962085,6.377992348,0.059253216,7960,8882,8699,16185,13080,10430,55,968,3.704791833623834,8,5.222932083333333,280.79998779296875,296.1000061035156
66,Bean,BE5,2018-06-18,37.75357545,-120.14114,-0.186382376,2.188324877,-0.034090715,8024,9031,9294,16917,12936,10388,55,968,3.704791833623834,8,7.223100439814814,281.5,296.0
67,Bean,BE5,2018-07-13,37.75357545,-120.14114,0.005679563,1.181615974,0.005205507,8520,9439,9924,16136,15041,11650,55,968,3.704791833623834,8,0.2228827199074074,290.1000061035156,306.29998779296875
68,Bean,BE5,2018-08-14,37.75357545,-120.14114,-0.25216478,0.291026939,-0.00193452,8800,9669,10203,15501,16322,12548,55,968,3.704791833623834,8,0.22269615740740742,288.0,308.1000061035156
69,Bean,BE5,2018-09-09,37.75357545,-120.14114,-0.710868885,0.59119062,0.005240728,8411,9459,10581,15688,17306,13277,55,968,3.704791833623834,8,5.777443819444445,285.20001220703125,307.20001220703125
70,Bean,BE5,2018-10-13,37.75357545,-120.14114,-0.919916063,1.077472182,0.009509374,8374,9335,10411,13810,17338,13841,55,968,3.704791833623834,8,3.7776016319444445,277.6000061035156,298.70001220703125
71,Bean,BE5,2018-11-11,37.75357545,-120.14114,-0.669088825,0.321183606,-0.018058848,9229,10051,11184,14581,18179,14205,55,968,3.704791833623834,8,6.77766332175926,273.3999938964844,291.5
72,Bean,BE5,2018-12-02,37.75357545,-120.14114,0.143132176,0.880823026,0.047594282,9229,10051,11184,14581,18179,14205,55,968,3.704791833623834,8,14.22233667824074,271.29998779296875,276.8999938964844
73,Bean,BE5,2018-12-29,37.75357545,-120.14114,-0.400176603,0.78353256,0.073062449,9886,10749,11469,13936,17263,14539,55,968,3.704791833623834,8,6.777615104166666,269.0,280.70001220703125
74,Bean,BE5,2019-01-26,37.75357545,-120.14114,0.092202497,0.580751916,0.047179401,47833,45749,45452,44278,26664,21643,55,968,3.704791833623834,8,5.222422372685185,273.70001220703125,290.5
75,Bean,BE5,2019-02-23,37.75357545,-120.14114,0.256583945,1.445134958,0.015446643,26841,24604,23508,22514,8690,9180,55,968,3.704791833623834,8,17.222457141203705,267.3999938964844,281.5
76,Bean,BE5,2019-04-06,37.75357545,-120.14114,-0.144870244,7.996821352,-0.059120565,8634,9498,9844,14126,16546,13563,55,968,3.704791833623834,8,4.777355115740741,276.8999938964844,286.70001220703125
77,Bean,BE6,2018-04-13,37.75338843,-120.140897,0.102744224,1.820388537,0.006594106,28728,27896,27559,28505,20863,19677,55,967,4.627367505860409,8,5.222716122685185,271.5,285.3999938964844
78,Bean,BE6,2018-05-15,37.75338843,-120.140897,2.636957953,5.162951154,-0.011256247,7872,8738,8638,14503,11222,9621,55,967,4.627367505860409,8,5.222932083333333,280.79998779296875,296.1000061035156
79,Bean,BE6,2018-06-18,37.75338843,-120.140897,3.044546984,8.773170015,0.121927289,7836,8700,8763,15374,11594,9681,55,967,4.627367505860409,8,7.223100439814814,281.5,296.0
80,Bean,BE6,2018-07-13,37.75338843,-120.140897,-0.375418901,5.388620306,-0.120582724,8382,9425,9400,17053,13754,10854,55,967,4.627367505860409,8,0.2228827199074074,290.1000061035156,306.29998779296875
81,Bean,BE6,2018-08-14,37.75338843,-120.140897,-0.340749304,1.583490532,0.066655228,8642,9625,9728,17815,15167,11748,55,967,4.627367505860409,8,0.22269615740740742,288.0,308.1000061035156
82,Bean,BE6,2018-09-09,37.75338843,-120.140897,-0.57932665,1.584967622,0.013036289,8269,9429,10134,16709,16518,12729,55,967,4.627367505860409,8,5.777443819444445,285.20001220703125,307.20001220703125
83,Bean,BE6,2018-10-13,37.75338843,-120.140897,-0.628566931,1.452137039,0.020881675,8244,9156,10057,14400,16650,13396,55,967,4.627367505860409,8,3.7776016319444445,277.6000061035156,298.70001220703125
84,Bean,BE6,2018-11-11,37.75338843,-120.140897,-0.290337326,0.47990135,-0.031879678,9115,9840,10820,14839,17461,13713,55,967,4.627367505860409,8,6.77766332175926,273.3999938964844,291.5
85,Bean,BE6,2018-12-02,37.75338843,-120.140897,1.208993262,1.676044068,0.795552014,9115,9840,10820,14839,17461,13713,55,967,4.627367505860409,8,14.22233667824074,271.29998779296875,276.8999938964844
86,Bean,BE6,2018-12-29,37.75338843,-120.140897,0.031506996,0.670106508,-0.026465858,9604,10259,11037,13831,16688,14020,55,967,4.627367505860409,8,6.777615104166666,269.0,280.70001220703125
87,Bean,BE6,2019-01-26,37.75338843,-120.140897,-0.034418184,1.007740424,-0.040114287,47918,46005,45678,44489,27125,22047,55,967,4.627367505860409,8,5.222422372685185,273.70001220703125,290.5
88,Bean,BE6,2019-02-23,37.75338843,-120.140897,0.103316655,0.72267486,0.015447963,28249,25886,24632,23380,9164,9644,55,967,4.627367505860409,8,17.222457141203705,267.3999938964844,281.5
89,Bean,BE6,2019-04-06,37.75338843,-120.140897,0.979091539,2.298732645,-0.028107081,8105,8921,9149,13424,13154,11201,55,967,4.627367505860409,8,4.777355115740741,276.8999938964844,286.70001220703125
90,Bean,BE7,2018-10-13,37.75243388,-120.141908,-0.314456703,0.975192452,0.060433074,8229,9093,10041,13161,16496,13317,2,967,1.854334168853263,8,3.7776016319444445,277.6000061035156,298.70001220703125
91,Bean,BE7,2018-11-11,37.75243388,-120.141908,-0.442380399,0.505078716,-0.006978889,9091,9860,10788,13887,17264,13699,2,967,1.854334168853263,8,6.77766332175926,273.3999938964844,291.5
92,Bean,BE7,2018-12-02,37.75243388,-120.141908,0.354013434,1.786935251,0.110065337,9091,9860,10788,13887,17264,13699,2,967,1.854334168853263,8,14.22233667824074,271.29998779296875,276.8999938964844
93,Bean,BE7,2018-12-29,37.75243388,-120.141908,-0.214120926,1.352048942,0.103579746,9439,10304,11098,13440,16976,14184,2,967,1.854334168853263,8,6.777615104166666,269.0,280.70001220703125
94,Bean,BE7,2019-01-26,37.75243388,-120.141908,0.141094253,1.496111797,0.048616526,47958,46070,45997,45103,26903,21874,2,967,1.854334168853263,8,5.222422372685185,273.70001220703125,290.5
95,Bean,BE7,2019-02-23,37.75243388,-120.141908,0.006229894,0.393073156,-0.087085535,34237,31246,30084,28346,11155,11532,2,967,1.854334168853263,8,17.222457141203705,267.3999938964844,281.5
96,Bean,BE7,2019-04-06,37.75243388,-120.141908,6.244077,1.791677381,0.130998351,8559,9605,10004,14856,16783,13829,2,967,1.854334168853263,8,4.777355115740741,276.8999938964844,286.70001220703125
97,Bean,BE8,2018-04-13,37.75263388,-120.142132,0.234783595,1.303956128,0.038153769,27485,28078,27279,28048,21495,20173,2,968,0.9274099368492421,8,5.222716122685185,271.5,285.3999938964844
98,Bean,BE8,2018-05-15,37.75263388,-120.142132,-0.193340859,9.292697337,0.056071148,8004,9014,8804,16590,14327,11188,2,968,0.9274099368492421,8,5.222932083333333,280.79998779296875,296.1000061035156
99,Bean,BE8,2018-06-18,37.75263388,-120.142132,-0.601777746,2.550082343,-0.017774971,8031,9251,9366,18491,13735,10702,2,968,0.9274099368492421,8,7.223100439814814,281.5,296.0
100,Bean,BE8,2018-07-13,37.75263388,-120.142132,-0.576825308,2.684243787,0.110292072,8599,9626,10348,16762,16611,12481,2,968,0.9274099368492421,8,0.2228827199074074,290.1000061035156,306.29998779296875
101,Bean,BE8,2018-08-14,37.75263388,-120.142132,-0.100312011,1.80606097,0.044099337,8833,9688,10443,15283,16894,12917,2,968,0.9274099368492421,8,0.22269615740740742,288.0,308.1000061035156
102,Bean,BE8,2018-09-09,37.75263388,-120.142132,-0.667685282,1.248857992,-0.000278846,8366,9476,10676,15124,17653,13466,2,968,0.9274099368492421,8,5.777443819444445,285.20001220703125,307.20001220703125
103,Bean,BE8,2018-10-13,37.75263388,-120.142132,-0.136696699,1.189333238,0.050578369,8407,9405,10481,13807,17409,13878,2,968,0.9274099368492421,8,3.7776016319444445,277.6000061035156,298.70001220703125
104,Bean,BE8,2018-12-02,37.75263388,-120.142132,0.041263581,1.218099718,0.029919926,9292,10123,11234,14587,18496,14379,2,968,0.9274099368492421,8,14.22233667824074,271.29998779296875,276.8999938964844
105,Bean,BE8,2018-12-29,37.75263388,-120.142132,0.124014246,0.98951018,-0.060581537,9677,10315,11185,13395,17547,14552,2,968,0.9274099368492421,8,6.777615104166666,269.0,280.70001220703125
106,Bean,BE8,2019-01-26,37.75263388,-120.142132,-0.024990145,1.552961161,0.156192165,48076,46162,46052,45185,26920,21593,2,968,0.9274099368492421,8,5.222422372685185,273.70001220703125,290.5
107,Bean,BE8,2019-02-23,37.75263388,-120.142132,-0.152183775,0.305694112,-0.050629577,33926,30591,29599,28066,10654,11092,2,968,0.9274099368492421,8,17.222457141203705,267.3999938964844,281.5
108,Bean,BE8,2019-04-06,37.75263388,-120.142132,0.124394406,1.457248219,0.046106076,8552,9510,9870,14368,17306,14229,2,968,0.9274099368492421,8,4.777355115740741,276.8999938964844,286.70001220703125
109,Bean,BE9,2018-10-13,37.75282629,-120.142369,-0.775850161,2.062512712,-0.060164358,8573,9643,10705,14811,18038,14638,2,968,1.495092908449455,8,3.7776016319444445,277.6000061035156,298.70001220703125
110,Bean,BE9,2018-11-11,37.75282629,-120.142369,-0.929812268,0.408927577,-0.091672644,9373,10377,11487,15870,18640,14874,2,968,1.495092908449455,8,6.77766332175926,273.3999938964844,291.5
111,Bean,BE9,2018-12-02,37.75282629,-120.142369,0.060179374,1.314568884,-0.018040932,9373,10377,11487,15870,18640,14874,2,968,1.495092908449455,8,14.22233667824074,271.29998779296875,276.8999938964844
112,Bean,BE9,2018-12-29,37.75282629,-120.142369,-0.088901516,1.1250487,0.082975033,9536,10169,10968,14103,16936,13886,2,968,1.495092908449455,8,6.777615104166666,269.0,280.70001220703125
113,Bean,BE9,2019-01-26,37.75282629,-120.142369,-0.077243335,0.781006672,-0.030958867,48084,46316,46178,45297,27043,21695,2,968,1.495092908449455,8,5.222422372685185,273.70001220703125,290.5
114,Bean,BE9,2019-02-23,37.75282629,-120.142369,0.456841184,0.224791125,-0.152990683,33990,30786,29693,28041,10750,11194,2,968,1.495092908449455,8,17.222457141203705,267.3999938964844,281.5
115,Bean,BE9,2019-04-06,37.75282629,-120.142369,0.333810358,2.570757059,0.040392454,8352,9304,9701,15182,16470,13321,2,968,1.495092908449455,8,4.777355115740741,276.8999938964844,286.70001220703125
116,Bean,BE10,2018-04-13,37.75300144,-120.14211,-0.480427394,1.752037736,-0.162638548,28422,26892,26641,28011,20560,18667,2,968,2.193702193997338,8,5.222716122685185,271.5,285.3999938964844
117,Bean,BE10,2018-05-15,37.75300144,-120.14211,-0.119091309,7.696067954,0.028606985,7902,8709,8480,12990,11862,9802,2,968,2.193702193997338,8,5.222932083333333,280.79998779296875,296.1000061035156
118,Bean,BE10,2018-06-18,37.75300144,-120.14211,-0.272793976,4.612087452,-0.016189655,8130,9207,9375,15236,12240,10097,2,968,2.193702193997338,8,7.223100439814814,281.5,296.0
119,Bean,BE10,2018-07-13,37.75300144,-120.14211,-0.873547124,5.135534176,0.110439965,8380,9242,9202,14786,13061,10762,2,968,2.193702193997338,8,0.2228827199074074,290.1000061035156,306.29998779296875
120,Bean,BE10,2018-08-14,37.75300144,-120.14211,-0.776969737,1.83568811,0.015769596,8658,9367,9706,13926,13362,10746,2,968,2.193702193997338,8,0.22269615740740742,288.0,308.1000061035156
121,Bean,BE10,2018-09-09,37.75300144,-120.14211,-0.689514419,1.066474343,0.000603766,8216,9203,10046,15075,13411,11057,2,968,2.193702193997338,8,5.777443819444445,285.20001220703125,307.20001220703125
122,Bean,BE10,2018-10-13,37.75300144,-120.14211,-0.733667428,1.219786004,-0.009672134,8160,9035,9757,13974,13675,11126,2,968,2.193702193997338,8,3.7776016319444445,277.6000061035156,298.70001220703125
123,Bean,BE10,2018-11-11,37.75300144,-120.14211,-0.89824145,0.809989727,0.08629052,8911,9618,10163,14264,14693,11599,2,968,2.193702193997338,8,6.77766332175926,273.3999938964844,291.5
124,Bean,BE10,2018-12-02,37.75300144,-120.14211,-0.170953918,1.160403009,-0.12391582,8911,9618,10163,14264,14693,11599,2,968,2.193702193997338,8,14.22233667824074,271.29998779296875,276.8999938964844
125,Bean,BE10,2018-12-29,37.75300144,-120.14211,-0.205227628,1.711620426,0.005575125,8961,9588,9697,13796,13276,11444,2,968,2.193702193997338,8,6.777615104166666,269.0,280.70001220703125
126,Bean,BE10,2019-01-26,37.75300144,-120.14211,0.040669109,1.815510377,0.070084001,48187,46443,46226,45296,27031,21523,2,968,2.193702193997338,8,5.222422372685185,273.70001220703125,290.5
127,Bean,BE10,2019-04-06,37.75300144,-120.14211,0.373138139,1.734513988,-0.035100361,8052,8886,8730,13019,13221,10957,2,968,2.193702193997338,8,4.777355115740741,276.8999938964844,286.70001220703125
128,Bean,BE11,2018-04-13,37.75280238,-120.141878,0.367876314,2.373768186,0.112891929,27863,27289,26851,27942,20902,19295,2,968,1.1728954351525835,8,5.222716122685185,271.5,285.3999938964844
129,Bean,BE11,2018-05-15,37.75280238,-120.141878,-0.381481441,6.005611903,0.0590959,8055,9094,8907,16164,13519,10915,2,968,1.1728954351525835,8,5.222932083333333,280.79998779296875,296.1000061035156
130,Bean,BE11,2018-06-18,37.75280238,-120.141878,-0.468704957,3.184726618,-0.010347135,8138,9375,9534,18010,13785,10793,2,968,1.1728954351525835,8,7.223100439814814,281.5,296.0
131,Bean,BE11,2018-07-13,37.75280238,-120.141878,-0.218665307,1.685883666,0.022449354,8587,9597,10052,16863,15604,11874,2,968,1.1728954351525835,8,0.2228827199074074,290.1000061035156,306.29998779296875
132,Bean,BE11,2018-08-14,37.75280238,-120.141878,-0.410380249,0.980773719,-0.058859908,8884,9689,10348,15498,16163,12841,2,968,1.1728954351525835,8,0.22269615740740742,288.0,308.1000061035156
133,Bean,BE11,2018-09-09,37.75280238,-120.141878,-0.285496616,0.557853006,0.003400845,8520,9556,10738,15545,18174,14050,2,968,1.1728954351525835,8,5.777443819444445,285.20001220703125,307.20001220703125
134,Bean,BE11,2018-10-13,37.75280238,-120.141878,-0.662264283,1.192022901,-0.126941284,8524,9585,10694,14326,17466,14267,2,968,1.1728954351525835,8,3.7776016319444445,277.6000061035156,298.70001220703125
