Site,ID,SampleDate,Latitude,Longitude,HerbBio.g.m2,ShrubBio.g.m2,Blue,Green,Red,NIR,SWIR_1,SWIR_2,Flow,Elevation,Slope,Minimum_temperature,Maximum_temperature,peak_date
Coyote,Y12,2016-07-08,40.11144239,-120.41871,248.8,,45179,42732,41891,39594,17545,18753,1009,1702,0.0,282.79998779296875,296.6000061035156,2016-01-28
Coyote,Y10,2016-07-08,40.11158656,-120.4194028,286.88,,45232,42403,41763,39623,17080,18324,1009,1703,2.7802885155287553,282.79998779296875,296.6000061035156,2016-01-28
Coyote,CYA1,2019-10-25,40.110799,-120.418486,0.0,83.57026765,55356,53346,52825,50221,19301,19635,1009,1702,2.2151216876935624,276.8999938964844,287.29998779296875,2019-01-20
Coyote,CYA2,2019-10-25,40.11077201,-120.418585,0.0,386.3053545,54911,52870,52426,49777,18754,19135,1009,1702,2.2151216876935624,276.8999938964844,287.29998779296875,2019-01-20
Coyote,CYA3,2019-10-25,40.11077402,-120.418735,0.444444444,141.0653634,54911,52870,52426,49777,18754,19135,1009,1702,1.5263801991190673,276.8999938964844,287.29998779296875,2019-01-20
Coyote,CYA4,2019-10-25,40.11076103,-120.418849,64.77777778,155.7786741,54911,52870,52426,49777,18754,19135,1009,1702,1.5263801991190673,276.8999938964844,287.29998779296875,2019-01-20
Coyote,CYB1,2019-10-25,40.11065198,-120.418513,6.333333333,114.0787241,54948,53028,52527,49911,19011,19328,1009,1702,2.2151216876935624,276.8999938964844,287.29998779296875,2019-01-20
Coyote,CYB2,2019-10-25,40.11064896,-120.418607,48.33333333,148.0021477,54603,52688,52196,49492,18587,18955,1009,1702,2.2151216876935624,276.8999938964844,287.29998779296875,2019-01-20
Coyote,CYB3,2019-10-25,40.11064502,-120.418742,0.0,104.1338811,54603,52688,52196,49492,18587,18955,1009,1702,1.5263801991190673,276.8999938964844,287.29998779296875,2019-01-20
Coyote,CYB4,2019-10-25,40.11064804,-120.418839,0.0,459.5987284,54603,52688,52196,49492,18587,18955,1009,1702,1.5263801991190673,276.8999938964844,287.29998779296875,2019-01-20
Coyote,CYD1,2019-10-25,40.11113302,-120.419001,0.0,102.9416129,54090,52925,53309,50519,12532,13198,1009,1703,1.212548043788178,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYD2,2019-10-25,40.11115498,-120.418866,0.0,230.7247641,53873,53088,53614,50949,12538,13227,1009,1702,1.2125480437571705,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYD3,2019-10-25,40.11116202,-120.418762,23.77777778,172.3972748,53873,53088,53614,50949,12538,13227,1009,1702,1.2125480437571705,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYD4,2019-10-25,40.11117401,-120.418647,14.11111111,165.957912,53873,53088,53614,50949,12538,13227,1009,1702,0.9274099368729609,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYE1,2019-10-25,40.111259,-120.418994,0.0,301.8506216,54090,52925,53309,50519,12532,13198,1009,1703,2.4240208181745437,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYE2,2019-10-25,40.11126998,-120.418896,0.0,234.0433843,53873,53088,53614,50949,12538,13227,1009,1702,1.212552994501687,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYE3,2019-10-25,40.11128004,-120.41876,31.11111111,117.5747257,53873,53088,53614,50949,12538,13227,1009,1702,1.212552994501687,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYE4,2019-10-25,40.11129596,-120.418651,0.0,105.2307473,53873,53088,53614,50949,12538,13227,1009,1702,0.9274099368729609,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYF1,2019-10-25,40.11139202,-120.419008,0.0,77.6270657,54577,53402,53950,51283,12840,13553,1009,1703,2.4240208181745437,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYF2,2019-10-25,40.11140702,-120.418938,17.55555556,35.74418141,54111,52834,53287,50664,12864,13588,1009,1703,2.4240208181745437,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYF3,2019-10-25,40.11142303,-120.418791,25.22222222,0.0,54111,52834,53287,50664,12864,13588,1009,1702,1.212552994501687,276.8999938964844,287.29998779296875,2019-02-05
Coyote,CYF4,2019-10-25,40.11142404,-120.418656,66.0,38.63005837,54111,52834,53287,50664,12864,13588,1009,1702,0.9274099368729609,276.8999938964844,287.29998779296875,2019-02-05
Davies,DVG1,2016-09-22,39.504158,-120.097842,419.2,0.0,28768,27749,28286,33888,8399,8646,396,1826,8.026149313809361,274.29998779296875,292.6000061035156,2016-01-12
Davies,DVG5,2016-09-22,39.50439798,-120.099116,238.4,40.39112292,39073,38335,38578,36442,8278,9089,393,1825,2.575117828245166,273.0,291.20001220703125,2016-01-12
Davies,DVR3,2016-09-22,39.50389196,-120.097341,404.8,0.0,34672,33156,32419,32527,16808,17076,396,1828,10.237301232350779,274.29998779296875,292.6000061035156,2016-01-28
Davies,DVR5,2016-09-22,39.50397997,-120.098518,670.4,0.0,34202,33010,32319,32265,16599,16839,396,1830,6.889860262518605,274.29998779296875,292.6000061035156,2016-01-28
Deer,DHA-A,2019-09-07,39.42841024,-120.6513898,131.56,,37636,36580,36856,38175,11427,11845,3,1885,4.542227770877306,285.6000061035156,297.20001220703125,2019-02-21
Deer,DHA-B,2019-09-07,39.42879998,-120.6513985,137.96,,40411,39193,39770,39945,11761,12222,3,1885,2.2086101533015485,285.6000061035156,297.20001220703125,2019-02-21
Deer,DHA-C,2019-09-07,39.42921025,-120.649655,57.12,,40144,38681,38563,38328,21618,18836,1,1886,3.8934436006493782,285.6000061035156,297.20001220703125,2019-05-19
Deer,DHA-D,2019-09-07,39.42824501,-120.6509018,92.84,,41394,41719,42188,40045,11461,12148,3,1885,10.992984815350752,285.6000061035156,297.20001220703125,2019-02-21
Deer,D1,2016-07-01,39.42899305,-120.6516882,860.32,,41334,39688,39874,39421,28657,23541,3,1886,3.893442133342077,284.8999938964844,299.0,2016-04-24
Deer,D10,2016-07-01,39.42837,-120.65052,627.0,,46329,45594,46702,44286,11007,11865,3,1881,4.410670975504599,284.8999938964844,299.0,2016-11-27
Deer,D11,2016-07-01,39.42819702,-120.6507842,563.68,,41382,38991,39210,39048,27997,23142,3,1885,10.992984815350752,284.8999938964844,299.0,2016-04-24
Deer,D12,2016-07-01,39.42802,-120.65105,522.0,,41725,42047,43256,40537,7068,7887,3,1886,9.016348457911697,284.8999938964844,299.0,2016-02-20
Deer,D13,2016-07-01,39.42915643,-120.6508688,594.72,,39495,37759,39627,39697,7660,8040,3,1891,4.779275507612422,284.8999938964844,299.0,2016-02-20
Deer,D14,2016-07-01,39.42933,-120.6506,877.0,,35338,34763,35029,37075,19242,18088,1,1891,6.573549226334118,284.8999938964844,299.0,2016-10-17
Deer,D15,2016-07-01,39.42949452,-120.6503227,195.84,,35885,35110,35353,37295,19255,18106,1,1893,3.0276945784225657,284.8999938964844,299.0,2016-10-17
Deer,D16,2016-07-01,39.42928,-120.65011,432.0,,44060,43941,45022,41981,7178,8008,3,1886,8.769707890907577,284.8999938964844,299.0,2016-02-20
Deer,D17,2016-07-01,39.42911334,-120.650385,504.48,,41400,41333,42251,39247,7963,8223,3,1890,10.174011380407343,284.8999938964844,299.0,2016-01-12
Deer,D18,2016-07-01,39.42895,-120.65065,845.0,,45322,44394,45634,43739,10756,11566,3,1886,9.016365107933757,284.8999938964844,299.0,2016-11-27
Deer,D19,2016-07-01,39.42873494,-120.6504388,743.04,,44792,44160,45138,42803,10714,11514,3,1882,4.627367505919335,284.8999938964844,299.0,2016-11-27
Deer,D2,2016-07-01,39.42883,-120.65142,250.0,,37067,36994,38051,40972,10128,10705,3,1887,3.893442133342077,284.8999938964844,299.0,2016-11-27
Deer,D20,2016-07-01,39.4289,-120.65017,326.0,,43346,41995,42870,41026,10387,11145,3,1884,6.888974341637581,284.8999938964844,299.0,2016-11-27
Deer,D21,2016-07-01,39.42906861,-120.6498976,346.08,,44060,43941,45022,41981,7178,8008,1,1884,1.2005943159831531,284.8999938964844,299.0,2016-02-20
Deer,D22,2016-07-01,39.42886,-120.64969,139.0,,38034,38963,40070,38211,7089,7883,1,1885,5.135045327164568,284.8999938964844,299.0,2016-02-20
Deer,D23,2016-07-01,39.42868957,-120.6499524,567.52,,43968,43334,44315,42058,10569,11360,3,1886,7.542425977432138,284.8999938964844,299.0,2016-11-27
Deer,D24,2016-07-01,39.42853,-120.65023,390.0,,44792,44160,45138,42803,10714,11514,3,1883,10.546165703238902,284.8999938964844,299.0,2016-11-27
Deer,D3,2016-07-01,39.42899305,-120.6511462,716.8,,47005,46820,48224,46528,11063,11922,3,1887,5.547544894541524,284.8999938964844,299.0,2016-11-27
Deer,D4,2016-07-01,39.42878,-120.65093,587.0,,48968,47802,49356,47493,11311,12327,3,1883,6.038562600830019,284.8999938964844,299.0,2016-11-27
Deer,D5,2016-07-01,39.4286123,-120.6512066,795.04,,42226,40376,40575,40184,29311,24095,3,1884,4.410676146839246,284.8999938964844,299.0,2016-04-24
Deer,D6,2016-07-01,39.42845,-120.65147,461.0,,42493,40840,40998,40601,29563,24086,3,1885,4.542227770877306,284.8999938964844,299.0,2016-04-24
Deer,D7,2016-07-01,39.42823706,-120.6512606,731.52,,41924,40523,40666,40303,29051,23470,3,1888,5.674391161864254,284.8999938964844,299.0,2016-04-24
Deer,D8,2016-07-01,39.4284,-120.651,1138.0,,48631,47207,48585,46648,11270,12219,3,1883,5.135009891290117,284.8999938964844,299.0,2016-11-27
Deer,D9,2016-07-01,39.42856751,-120.6507124,707.2,,46871,46564,47762,45578,11097,11945,3,1883,6.038562600830019,284.8999938964844,299.0,2016-11-27
Dixie,X5,2016-07-18,39.93482203,-120.332041,417.6,,46250,46705,48340,46285,12522,13274,113,1805,3.0456467251901325,279.5,297.8999938964844,2016-11-27
Dixie,X10,2016-07-18,39.93350197,-120.332292,602.56,,44268,44269,45864,44057,12463,13036,113,1805,4.563047764319021,279.5,297.8999938964844,2016-11-27
Dixie,X1,2016-07-18,39.93496503,-120.333205,691.36,,38613,37035,36297,35152,16465,17634,113,1802,6.074193799212688,279.5,297.8999938964844,2016-01-28
Dixie,X12,2016-07-18,39.93366198,-120.332703,734.4,,39380,40155,41759,42307,11740,12219,113,1811,12.74009698781156,279.5,297.8999938964844,2016-11-27
Dixie,X3,2016-07-18,39.93454602,-120.333458,787.36,,34356,34106,34543,36501,10781,11297,9,1805,4.826919823214834,279.5,297.8999938964844,2016-11-27
Dixie,X7,2016-07-18,39.93445599,-120.33211,1081.44,,44976,44334,45887,44878,12412,13021,113,1806,1.854334168853263,279.5,297.8999938964844,2016-11-27
Dotta,D1,2016-06-29,39.90285002,-120.369144,275.36,,47697,47518,49884,50697,13610,13853,19,1708,3.704791833671086,280.70001220703125,302.20001220703125,2016-11-27
Dotta,D5,2016-06-29,39.90274399,-120.368636,292.8,,50423,50644,52762,52681,13828,14181,19,1707,3.030965393519474,280.70001220703125,302.20001220703125,2016-11-27
Dotta,D3,2016-06-29,39.90238499,-120.368752,307.36,,50377,50473,52941,53080,13788,14168,19,1710,5.676124726320479,280.70001220703125,302.20001220703125,2016-11-27
Dotta,D10,2016-07-07,39.90626656,-120.3808085,422.72,,42594,42236,43551,44382,13396,13554,150,1701,1.8543341688295631,277.8999938964844,297.70001220703125,2016-11-27
Dotta,D8,2016-07-07,39.90622348,-120.3813162,443.84,,39740,39574,40906,42683,14651,14578,150,1700,2.7802885155287553,277.8999938964844,297.70001220703125,2016-11-27
Dotta,D12,2016-07-07,39.90658399,-120.381405,877.76,,38841,38470,39695,42184,16473,15983,150,1701,1.5235030653247639,277.8999938964844,297.70001220703125,2016-11-27
Dotta,DG1,2016-06-29,39.90285999,-120.36843,1230.72,0.0,50857,50897,53256,53140,13817,14147,19,1707,6.0450649950142195,280.70001220703125,302.20001220703125,2016-11-27
Dotta,DG5,2016-06-29,39.90276796,-120.368202,544.32,0.0,49626,50328,52997,53097,13820,14156,19,1707,2.416633358219904,280.70001220703125,302.20001220703125,2016-11-27
Dotta,DSG5,2016-06-29,39.90319602,-120.36797,23.2,0.0,47230,47671,50523,51325,13513,13707,19,1711,4.419641393166482,280.70001220703125,302.20001220703125,2016-11-27
East Creek,C25,2021-09-02,40.24583397,-120.894679,0.48,,50226,49193,49246,46164,9830,10715,2,1547,3.689268347273569,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C26,2021-09-02,40.24564496,-120.894703,2.24,,50226,49193,49246,46164,9830,10715,2,1545,1.8543341688295631,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C27,2021-09-02,40.24554798,-120.89491,53.6,,50400,49312,49484,46310,9879,10755,2,1545,1.5282940682806962,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C28,2021-09-02,40.24548604,-120.895201,50.24,,50650,49503,49680,46535,9899,10792,2,1544,1.2149522793720582,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C29,2021-09-02,40.24536802,-120.89554,0.0,,50676,49636,49799,46732,9890,10805,2,1547,6.053027026300611,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C30,2021-09-02,40.24525998,-120.895828,0.0,,50694,49538,49791,46672,9892,10805,36,1549,4.57620228173086,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C31,2021-09-02,40.24506703,-120.896094,4.48,,50544,49305,49532,46392,9964,10796,36,1549,3.6892487475554963,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C32,2021-09-02,40.244918,-120.896391,0.0,,50662,49564,49801,46817,9972,10854,36,1547,5.188214350149801,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C33,2021-09-02,40.24479595,-120.896664,52.16,,50454,49293,49517,46452,10024,10880,36,1545,2.599426428725553,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C34,2021-09-02,40.24463997,-120.89697,12.32,,50613,49515,49760,46648,10009,10914,36,1544,4.935932794272653,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C35,2021-09-02,40.24439002,-120.89711,37.6,,50277,49148,49287,45989,10054,10940,36,1543,4.576166836448378,282.6000061035156,299.3999938964844,2021-12-18
East Creek,C1,2018-07-23,40.24418042,-120.900972,35.04,,44353,42413,42972,43056,26145,21947,37,1543,5.877969823126605,288.0,303.5,2018-06-17
East Creek,C2,2018-07-23,40.24408816,-120.901293,88.16,,44639,42493,43223,43595,24675,20879,37,1542,4.627367505919335,288.0,303.5,2018-06-17
East Creek,C3,2018-07-23,40.24396204,-120.901616,55.84,,43628,41472,42210,42674,22911,19559,37,1544,5.188140424995122,288.0,303.5,2018-06-17
East Creek,C4,2018-07-23,40.24373516,-120.901463,32.16,,44026,41323,42233,42925,22428,18981,37,1541,4.576131393025699,288.0,303.5,2018-06-17
East Creek,C5,2018-07-23,40.24382567,-120.901141,29.92,,44843,42737,43519,43936,24740,20790,37,1541,3.0333830504494537,288.0,303.5,2018-06-17
East Creek,C6,2018-07-23,40.24395387,-120.90082,21.44,,44752,43005,43526,43698,25836,21689,37,1541,3.033383050461858,288.0,303.5,2018-06-17
East Creek,C7,2018-07-23,40.24369224,-120.900669,28.64,,44920,42830,43534,43905,25310,20984,37,1541,2.5993892384909905,288.0,303.5,2018-06-17
East Creek,C8,2018-07-23,40.2435983,-120.900989,20.64,,44843,42737,43519,43936,24740,20790,37,1540,2.5993892384909905,288.0,303.5,2018-06-17
East Creek,C9,2018-07-23,40.24347168,-120.901311,28.96,,42788,40363,40945,41559,21622,18179,37,1539,1.5282623828892237,288.0,303.5,2018-06-17
East Creek,C10,2018-07-23,40.24324658,-120.901159,29.28,,43358,41046,41649,42176,23398,19469,37,1539,1.5282623828892237,288.0,303.5,2018-06-17
East Creek,C11,2018-07-23,40.24334065,-120.900839,49.92,,44030,41578,42383,42913,23279,19438,37,1540,5.188103463956708,288.0,303.5,2018-06-17
East Creek,C12,2018-07-23,40.24346585,-120.900515,23.68,,44651,42410,43137,43575,24516,20283,37,1543,1.5282623828892237,288.0,303.5,2018-06-17
East Creek,C13,2018-07-17,40.24385201,-120.901936,102.08,,42190,40231,40884,41480,21079,17921,37,1546,6.091476162377768,289.0,304.20001220703125,2018-06-17
East Creek,C14,2018-07-17,40.24376207,-120.90226,74.56,,42496,40812,41471,41893,21404,18290,37,1548,7.404311798718247,289.0,304.20001220703125,2018-06-17
East Creek,C15,2018-07-17,40.24363387,-120.902581,49.76,,43067,41240,41877,42254,22126,19047,37,1544,7.378860558873837,289.0,304.20001220703125,2018-06-17
East Creek,C16,2018-07-17,40.24340594,-120.902429,222.56,,41997,40092,40649,41081,20499,17587,37,1541,4.426221754986762,289.0,304.20001220703125,2018-06-17
East Creek,C17,2018-07-17,40.24349963,-120.902108,124.64,,41709,39214,39756,40434,19480,16535,37,1543,6.049852248408626,289.0,304.20001220703125,2018-06-17
East Creek,C18,2018-07-17,40.24362478,-120.901784,129.28,,43214,40962,41715,42298,21562,18391,37,1542,5.221132879631981,289.0,304.20001220703125,2018-06-17
East Creek,C19,2018-07-23,40.24336144,-120.901632,40.48,,42022,39754,40306,40957,19881,16982,37,1539,3.0333790708701485,288.0,303.5,2018-06-17
East Creek,C20,2018-07-23,40.24327064,-120.901955,55.84,,40352,38406,38921,39372,18841,15740,37,1540,3.897856431675426,288.0,303.5,2018-06-17
East Creek,C21,2018-07-17,40.24314264,-120.902276,97.28,,41008,39166,39700,40179,19797,16687,37,1540,1.5282584225141693,289.0,304.20001220703125,2018-06-17
East Creek,C22,2018-07-17,40.24291372,-120.902124,39.68,,40373,38586,39015,39450,19728,16697,37,1540,2.216412256034275,289.0,304.20001220703125,2018-06-17
East Creek,C23,2018-07-23,40.24300747,-120.901803,19.68,,41936,39957,40475,40833,22376,19015,37,1539,0.9274099368492421,288.0,303.5,2018-06-17
East Creek,C24,2018-07-23,40.24313802,-120.901482,54.08,,42285,40278,40829,41273,23100,19289,37,1539,1.214907424504123,288.0,303.5,2018-06-17
East Creek,C10,2015-07-24,40.24322889,-120.9011593,57.2,,30645,29062,29195,29554,20613,16628,37,1539,1.5282623828892237,284.226318359375,297.0732727050781,2015-05-08
East Creek,C11,2015-07-24,40.24334065,-120.900839,41.792,,32443,30176,30445,30884,21750,18322,37,1540,5.188103463956708,284.226318359375,297.0732727050781,2015-05-08
East Creek,C12,2015-07-24,40.24344813,-120.9005159,31.888,,32503,31340,31262,31228,23274,19902,37,1543,3.75603705282908,284.226318359375,297.0732727050781,2015-05-08
East Creek,C13,2015-07-24,40.24385201,-120.9019367,11.984,,36670,36226,36594,37033,29434,25483,37,1546,6.091476162377768,284.226318359375,297.0732727050781,2015-05-08
East Creek,C14,2015-07-24,40.24374442,-120.9022604,54.592,,37832,37473,37875,38347,31398,27244,37,1544,7.476044001476864,284.226318359375,297.0732727050781,2015-05-08
East Creek,C15,2015-07-24,40.24363387,-120.9025817,80.416,,39556,38919,39585,40194,32831,29173,37,1544,7.378860558873837,284.226318359375,297.0732727050781,2015-05-08
East Creek,C16,2015-07-24,40.2433883,-120.9024298,34.416,,39509,38836,39527,40103,32744,28920,37,1541,4.426221754986762,284.226318359375,297.0732727050781,2015-05-08
East Creek,C17,2015-07-24,40.24349963,-120.9021082,54.768,,38010,37741,38125,38359,31219,27481,37,1543,6.049852248408626,284.226318359375,297.0732727050781,2015-05-08
East Creek,C18,2015-07-24,40.24360711,-120.9017846,20.128,,36916,36057,36313,36579,29477,26364,37,1542,5.221132879631981,284.226318359375,297.0732727050781,2015-05-08
East Creek,C19,2015-07-24,40.24336144,-120.9016326,8.544,,37340,36603,37058,37299,29902,26598,37,1539,3.0333790708701485,284.226318359375,297.0732727050781,2015-05-08
East Creek,C2,2015-07-24,40.24407047,-120.9012938,66.528,,35824,35072,35309,35385,28805,25882,37,1542,4.627367505919335,284.226318359375,297.0732727050781,2015-05-08
East Creek,C20,2015-07-24,40.24325297,-120.9019553,11.904,,39526,39170,39771,40266,33050,29429,37,1540,3.897856431675426,284.226318359375,297.0732727050781,2015-05-08
East Creek,C21,2015-07-24,40.24314264,-120.9022765,31.216,,40472,39738,40448,41091,33924,30479,37,1540,1.5282584225141693,284.226318359375,297.0732727050781,2015-05-08
East Creek,C22,2015-07-24,40.24289606,-120.9021242,54.72,,40694,39839,40613,41276,33556,30067,37,1540,2.216412256034275,284.226318359375,297.0732727050781,2015-05-08
East Creek,C23,2015-07-24,40.24300747,-120.901803,44.544,,37664,37045,37783,38474,29915,26002,37,1539,0.9274099368492421,284.226318359375,297.0732727050781,2015-05-08
East Creek,C24,2015-07-24,40.24312034,-120.9014827,52.976,,34586,32599,33008,33378,23194,19429,37,1539,1.214907424504123,284.226318359375,297.0732727050781,2015-05-08
East Creek,C3,2015-07-24,40.24396204,-120.901616,67.792,,35188,34965,35237,35336,28525,24859,37,1544,5.188140424995122,284.226318359375,297.0732727050781,2015-05-08
East Creek,C4,2015-07-24,40.24371748,-120.9014639,15.136,,36674,35334,35751,35878,28078,25391,37,1541,4.576131393025699,284.226318359375,297.0732727050781,2015-05-08
East Creek,C5,2015-07-24,40.24382567,-120.9011417,25.12,,35432,33395,33809,33944,24869,22238,37,1541,3.033383050449454,284.226318359375,297.0732727050781,2015-05-08
East Creek,C6,2015-07-24,40.24393616,-120.90082,4.656,,36454,35264,35637,35825,27863,25199,37,1541,3.033383050461858,284.226318359375,297.0732727050781,2015-05-08
East Creek,C7,2015-07-24,40.24369224,-120.900669,40.432,,33893,32581,32766,32832,23953,20748,37,1541,2.5993892384909905,284.226318359375,297.0732727050781,2015-05-08
East Creek,C8,2015-07-24,40.2435806,-120.9009896,64.528,,35432,33395,33809,33944,24869,22238,37,1540,2.5993892384909905,284.226318359375,297.0732727050781,2015-05-08
East Creek,C9,2015-07-24,40.24347168,-120.9013113,23.328,,36127,34289,34840,35291,25807,22602,37,1539,1.5282623828892237,284.226318359375,297.0732727050781,2015-05-08
Goodrich,R1,2018-07-24,40.36602127,-120.949557,,,38430,39351,40957,41845,9088,9451,2,1590,8.804969529347012,287.5,304.79998779296875,2018-12-26
Goodrich,R2,2018-07-24,40.36584032,-120.949316,,,38430,39351,40957,41845,9088,9451,2,1585,7.407485117486538,287.5,304.79998779296875,2018-12-26
Goodrich,R3,2018-07-24,40.36562882,-120.949073,,,31687,31933,32406,38933,17625,16202,2,1584,3.89854030069436,287.5,304.79998779296875,2018-12-10
Goodrich,R4,2018-07-24,40.36544955,-120.949316,,,30706,30987,31504,38378,19340,17734,2,1583,0.0,287.5,304.79998779296875,2018-12-10
Goodrich,R5,2018-07-24,40.365631,-120.94956,,,39637,40051,41928,41286,8915,9445,2,1585,7.407485117486538,287.5,304.79998779296875,2018-12-26
Goodrich,R6,2018-07-24,40.36584313,-120.949802,,,34761,36103,37897,42034,9109,9259,2,1592,8.828752431333434,287.5,304.79998779296875,2018-12-26
Goodrich,R7,2018-07-24,40.36563256,-120.950046,,,36550,37520,39438,43045,9210,9461,1,1592,11.760483106412893,287.5,304.79998779296875,2018-12-26
Goodrich,R8,2018-07-24,40.36545082,-120.949804,,,39285,39822,41472,40603,8979,9488,2,1584,5.191520972117733,287.5,304.79998779296875,2018-12-26
Goodrich,R9,2018-07-24,40.36523915,-120.94956,,,30793,30993,31473,38060,18286,16845,2,1585,5.590300788442824,287.5,304.79998779296875,2018-12-10
Goodrich,R10,2018-07-24,40.36505852,-120.949801,,,33979,33691,34207,39908,17159,15987,2,1583,2.4331164221941584,287.5,304.79998779296875,2018-12-10
Goodrich,R11,2018-07-24,40.3652384,-120.950044,,,35670,35565,36199,41172,16008,14970,1,1583,3.0342559178821644,287.5,304.79998779296875,2018-12-10
Goodrich,R12,2018-07-24,40.36545193,-120.950289,,,39665,40542,42428,41853,9116,9532,1,1588,10.958059612364053,287.5,304.79998779296875,2018-12-26
Goodrich,R13,2018-07-24,40.36302714,-120.952689,,,40346,41042,41958,44473,11470,11412,1,1579,3.0342398789282217,287.5,304.79998779296875,2018-12-10
Goodrich,R14,2018-07-24,40.36321983,-120.952956,,,39569,37320,36822,36291,18208,19234,1,1584,7.476386733660966,287.5,304.79998779296875,2018-01-24
Goodrich,R15,2018-07-24,40.36300816,-120.953197,,,30544,31347,32078,39792,12568,12133,1,1581,4.581228385943674,287.5,304.79998779296875,2018-12-10
Goodrich,R16,2018-07-24,40.3628483,-120.952932,,,39904,39382,40458,43766,11844,11627,1,1578,2.2175949709022693,287.5,304.79998779296875,2018-12-10
Goodrich,R17,2018-07-23,40.36263427,-120.953173,,,39904,39382,40458,43766,11844,11627,1,1580,5.196074628529962,286.70001220703125,303.20001220703125,2018-12-10
Goodrich,R18,2018-07-24,40.36282804,-120.953439,,,34833,35528,36698,43419,11047,10733,1,1580,5.196074628529962,287.5,304.79998779296875,2018-12-10
Goodrich,R19,2018-07-24,40.36246583,-120.952915,,,39941,39123,40066,41980,11092,11040,2,1578,0.0,287.5,304.79998779296875,2018-12-10
Goodrich,R20,2018-07-24,40.36230941,-120.952644,,,37890,37397,38065,39025,9893,10123,2,1581,7.60662675701889,287.5,304.79998779296875,2018-12-10
Goodrich,R21,2018-07-24,40.36249418,-120.952411,,,39464,37368,36776,36214,18338,19359,2,1582,7.767581946157224,287.5,304.79998779296875,2018-01-24
Goodrich,R22,2018-07-24,40.36268228,-120.952682,,,39160,39476,40191,42460,11670,11522,1,1579,2.433026293972217,287.5,304.79998779296875,2018-12-10
Goodrich,R23,2018-07-24,40.362868,-120.952444,,,38074,37548,38509,41432,12268,11941,1,1580,5.590145489172849,287.5,304.79998779296875,2018-12-10
Goodrich,R24,2018-07-24,40.3627108,-120.952175,,,39344,37227,36725,36222,18308,19292,1,1583,8.828551435216692,287.5,304.79998779296875,2018-01-24
Goodrich,R1,2015-07-24,40.36602127,-120.9495576,22.592,,47984,45638,45048,42481,14674,15559,2,1590,8.804969529347012,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R10,2015-07-24,40.36504242,-120.9498018,44.096,,48062,45656,45144,42543,14678,15592,2,1583,2.4331164221941575,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R11,2015-07-24,40.3652384,-120.9500444,26.864,,48057,45630,45185,42521,14596,15572,1,1583,3.0342559178821644,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R12,2015-07-24,40.36543585,-120.9502894,11.44,,48017,45571,45006,42399,14652,15516,1,1588,10.958059612364053,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R13,2015-07-24,40.36302714,-120.9526896,5.44,,48914,46372,45893,43217,14818,15817,1,1579,3.0342398789282217,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R14,2015-07-24,40.36320383,-120.9529565,67.728,,48872,46430,45967,43257,14828,15805,1,1584,7.476386733660966,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R15,2015-07-24,40.36300816,-120.9531978,37.52,,48950,46436,46016,43289,14840,15793,1,1581,4.581228385943674,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R16,2015-07-24,40.3628323,-120.9529327,38.96,,49009,46532,46066,43388,14814,15842,1,1578,2.2175949709022693,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R17,2015-07-24,40.36263427,-120.9531731,36.608,,49009,46532,46066,43388,14814,15842,1,1580,5.196074628529962,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R18,2015-07-24,40.36281205,-120.9534393,10.688,,49055,46627,46156,43489,14794,15838,1,1580,5.196074628529962,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R19,2015-07-24,40.36246583,-120.952915,19.728,,48950,46537,46050,43382,14854,15871,2,1578,0.0,282.21417236328125,297.05987548828125,2015-12-18
Goodrich,R2,2015-07-24,40.36582421,-120.9493161,29.28,,47984,45638,45048,42481,14674,15559,2,1585,7.407485117486538,282.21417236328125,297.05987548828125,2015-12-18
