Site,ID,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC
Osa,O12,7/1/2018,36.18126411,-118.308058,13.76658577,0.838394511,4.349451327,NA
Osa,O16,7/1/2018,36.18095129,-118.308515,5.538804479,0.768533958,0.437277278,NA
Osa,O22,7/1/2018,36.18087268,-118.310153,7.610850703,0.8123724,3.037619493,NA
Osa,O4,7/1/2018,36.18078373,-118.308996,11.76361398,0.74621823,1.690805476,NA
Osa,O6,7/1/2018,36.18052454,-118.30958,14.19492354,1.051521728,1.498403473,NA
Partnership,P10,7/1/2018,36.15833266,-118.274809,8.524418571,0.867981209,1.615010747,NA
Partnership,P13,7/1/2018,36.15887679,-118.274212,8.544606226,0.842171005,6.104390803,NA
Partnership,P14,7/1/2018,36.15861151,-118.274179,5.224910756,0.578527304,0.099116183,NA
Partnership,P18,7/1/2018,36.15656984,-118.27711,10.18296593,0.857638713,5.684604616,NA
Partnership,P2,7/1/2018,36.15754705,-118.274217,9.405279009,0.905099396,3.836379321,NA
Partnership,P8,7/1/2018,36.15725521,-118.273898,9.498468955,0.772901158,7.981767918,NA
Smith,S12,7/15/2019,37.76212504,-120.12188,7.419025687,0.501455946,2.810235308,NA
Smith,S16,7/15/2019,37.76193701,-120.120841,10.13654779,0.685658314,1.545046382,NA
Smith,S18,7/15/2019,37.76014601,-120.119534,7.866298306,0.536982204,2.1688953,NA
Smith,S22,7/15/2019,37.76050971,-120.119759,6.996911233,NA,0.787099101,NA
Smith,S4,7/15/2019,37.76149567,-120.12077,6.426668791,0.410425516,3.00263731,NA
Smith,S8,7/15/2019,37.76122651,-120.119777,7.23995932,0.500441746,2.821896035,NA
Upper Loney,UL10,7/1/2018,39.42324197,-120.643852,15.03219375,1.07659142,11.18846796,NA
Upper Loney,UL14,7/1/2018,39.42267443,-120.644653,14.51396979,1.040583562,8.962551701,NA
Upper Loney,UL3,7/1/2018,39.42899305,-120.651146,12.27744346,0.938932118,11.58889734,NA
Upper Loney,UL7,7/1/2018,39.42823706,-120.65126,16.74326325,1.364780963,6.98984814,NA
Upper Loney,UL8,7/1/2018,39.42290416,-120.644794,10.06993321,0.630258753,2.897224335,NA
Upper Loney,UL9,7/1/2018,39.42856751,-120.650712,7.503549489,0.543794165,4.01607113,NA
Bean,BE2,6/1/2016,37.75339282,-120.141393,23.82526814,NA,0,7.132436418
Bean,BE20,6/1/2016,37.75377668,-120.143884,7.066598423,NA,0,2.148890233
Bean,BE24,6/1/2016,37.75351333,-120.143522,6.023794789,NA,0,1.926459589
Bean,BE4,6/1/2016,37.75376251,-120.141385,5.263597523,NA,0,1.730008962
Bean,BE6,6/1/2016,37.75338843,-120.140897,5.070618307,NA,0,1.437154574
Bean,BE8,6/1/2016,37.75263388,-120.142132,8.994209763,NA,0.36148255,2.641511981
Bonita,BO11,7/13/2016,36.04088827,-118.333106,13.70369253,NA,7.474526275,6.528450976
Bonita,BO13,7/13/2016,36.03774023,-118.329693,9.023286962,NA,4.664290967,11.55832664
Bonita,BO16,7/13/2016,36.03728437,-118.330227,7.272930238,NA,6.308453533,7.722145246
Bonita,BO17,7/13/2016,36.03738875,-118.330534,15.28571559,NA,NA,6.652211689
Bonita,BO2,7/13/2016,36.04019003,-118.332431,9.149498322,NA,2.098930935,3.80052937
Bonita,BO21,7/13/2016,36.03646599,-118.330256,17.87685768,NA,4.145388597,10.27623386
Bonita,BO6,7/13/2016,36.0402798,-118.332006,11.22827825,NA,4.506871147,7.525786853
Bonita,BO7,7/13/2016,36.04049153,-118.332985,10.17341492,NA,5.7837208,7.275358463
Deer,D11,7/13/2016,39.42049541,-120.655402,15.36029841,NA,4.466058601,12.68443219
Deer,D12,7/13/2016,39.42802454,-120.651048,15.31258447,NA,2.302993665,14.57415042
Deer,D14,7/13/2016,39.42932558,-120.650599,15.47850049,NA,1.364305108,10.03017655
Deer,D15,7/13/2016,39.42054608,-120.655742,16.38317721,NA,0.938688557,7.594368546
Deer,D16,7/13/2016,39.42928175,-120.65011,17.20538872,NA,1.545046383,9.593619084
Deer,D20,7/13/2016,39.42890242,-120.650167,15.93460375,NA,1.609180384,7.789854527
Deer,D20,7/13/2016,39.42890242,-120.650167,15.93460375,NA,1.609180384,7.789854527
Deer,D21,7/13/2016,39.42116249,-120.656298,13.44354158,NA,1.107769104,9.729834154
Deer,D24,7/13/2016,39.42852742,-120.650225,14.77328205,NA,3.480727134,9.358348887
East Creek,C1,7/4/2015,40.24418042,-120.900972,9.388781042,NA,0.958114454,4.284204864
East Creek,C12,7/4/2015,40.24346585,-120.900515,11.6658849,NA,0.73010747,2.527008054
East Creek,C14,7/4/2015,40.24376207,-120.90226,12.132928,NA,0,1.789176797
East Creek,C16,7/4/2015,40.24340594,-120.902429,12.94747738,NA,0.623380797,4.816789112
East Creek,C21,7/4/2015,40.24314264,-120.902276,6.676372952,NA,0.123705917,4.349883175
East Creek,C23,7/4/2015,40.24300747,-120.901803,10.48476581,NA,0.220730165,2.459702315
East Creek,C5,7/4/2015,40.24382567,-120.901141,9.716445153,NA,0.451162756,5.101197957
East Creek,C8,7/4/2015,40.2435983,-120.900989,8.522558855,NA,0.325031233,1.639645823
Goodrich,R11,7/4/2015,40.3652384,-120.950044,6.685136038,NA,1.789921659,1.944773689
Goodrich,R15,7/4/2015,40.36300816,-120.953197,11.41231139,NA,0,3.637387052
Goodrich,R17,7/4/2015,40.36263427,-120.953173,13.06467748,NA,5.293970248,4.268652426
Goodrich,R22,7/4/2015,40.36268228,-120.952682,12.02649479,NA,1.096108378,4.002974896
Goodrich,R24,7/4/2015,40.3627108,-120.952175,13.16289681,NA,0.483920188,3.973444726
Goodrich,R3,7/4/2015,40.36562882,-120.949073,15.51839201,NA,2.37295803,4.082942661
Goodrich,R5,7/4/2015,40.365631,-120.94956,12.3842364,NA,0.174910911,3.39224127
Goodrich,R7,7/4/2015,40.36563256,-120.950046,12.75677349,NA,0.979501103,3.33268935
Greenville,V1,7/4/2015,40.23818046,-120.909457,11.73377377,NA,1.687866506,4.176728774
Greenville,V12,7/4/2015,40.23787941,-120.910426,13.20989354,NA,2.153971901,4.834922199
Greenville,V14,7/4/2015,40.23923895,-120.909829,13.58251433,NA,0,5.20888689
Greenville,V21,7/4/2015,40.23927026,-120.910573,16.83028248,NA,2.298747061,6.761000708
Greenville,V23,7/4/2015,40.23890324,-120.910805,15.11993081,NA,1.451282707,5.721490525
Greenville,V5,7/4/2015,40.2383362,-120.909868,16.5387401,NA,1.366536272,6.282330371
Greenville,V8,7/4/2015,40.23824721,-120.910194,12.70597988,NA,0.858057659,5.413309131
Loney,L10,7/3/2016,39.42075848,-120.655334,13.5849345,NA,3.259173313,10.83792182
Loney,L11,7/3/2016,39.42299807,-120.6437,16.01180989,NA,5.608809888,10.23975036
Loney,L4,7/3/2016,39.42012524,-120.654793,9.384489833,NA,7.188838454,8.198680623
Loney,L5,7/3/2016,39.42228976,-120.645139,14.42026777,NA,5.288139885,8.180362042
Loney,L6,7/3/2016,39.42070463,-120.654992,12.20849529,NA,9.456849936,7.485004481
Loney,L7,7/3/2016,39.42301372,-120.644482,12.81621075,NA,6.611632446,8.657938502
Martis Control,MC13,6/1/2016,39.30439386,-120.106014,13.63563534,NA,1.323492562,8.68530765
Martis Control,MC15,6/1/2016,39.30384095,-120.10685,5.268924604,NA,1.667484021,1.84549365
Martis Control,MC19,6/1/2016,39.30469082,-120.106923,14.00687731,NA,1.183563833,6.3311409
Martis Control,MC21,6/1/2016,39.30454411,-120.106466,13.29092338,NA,0.029151818,7.02391005
Martis Control,MC23,6/1/2016,39.30434091,-120.107112,18.06619916,NA,1.661653657,10.1630741
Martis Control,MC3,6/1/2016,39.30377892,-120.107947,14.32069179,NA,0.239044912,8.56356555
Martis Control,MC7,6/1/2016,39.3034382,-120.108135,15.48259551,NA,2.273841846,7.52680485
Martis Control,MC9,6/1/2016,39.30398804,-120.107308,14.18779661,NA,0.139928729,10.14777835
Middle Martis,MM12,6/1/2016,39.30375737,-120.112489,16.4197747,NA,2.489565304,11.90330405
Middle Martis,MM14,6/1/2016,39.30349845,-120.110056,7.465773037,NA,0.565545279,5.15115795
Middle Martis,MM18,6/1/2016,39.30322014,-120.110415,13.10435404,NA,2.553699305,8.7186971
Middle Martis,MM20,6/1/2016,39.30201298,-120.108478,4.700366543,NA,0.058303637,3.09526765
Middle Martis,MM24,6/1/2016,39.30204346,-120.108973,10.48893833,NA,0.507241643,4.5112227
Middle Martis,MM3,6/1/2016,39.30428043,-120.113822,14.44262817,NA,0.244875276,8.48700235
Middle Martis,MM5,6/1/2016,39.30399766,-120.114133,17.78773735,NA,0.466429096,8.0085149
Middle Martis,MM8,6/1/2016,39.30398376,-120.112171,11.42969551,NA,0.99116183,7.61496395
Osa,O10,7/13/2016,36.18112893,-118.307414,7.647737816,NA,1.381796199,3.552660322
Osa,O12,7/13/2016,36.18126411,-118.308058,11.51694972,NA,1.410948018,9.714485542
Osa,O16,7/13/2016,36.18095129,-118.308515,9.466396481,NA,1.078617286,3.284601503
Osa,O22,7/13/2016,36.18087268,-118.310153,10.02784299,NA,5.538845524,3.991478774
Osa,O4,7/13/2016,36.18078373,-118.308996,11.77197375,NA,0.845402738,8.244079726
Osa,O6,7/13/2016,36.18052454,-118.30958,11.70990831,NA,0.583036371,6.390837231
Partnership,P10,7/13/2016,36.15833266,-118.274809,10.03839913,NA,1.358474744,3.957380243
Partnership,P13,7/13/2016,36.15887679,-118.274212,8.377516303,NA,0.15741982,3.123445936
Partnership,P18,7/13/2016,36.15656984,-118.27711,8.855159844,NA,2.524547486,4.609022706
Partnership,P2,7/13/2016,36.15754705,-118.274217,11.09598985,NA,NA,3.970793943
Partnership,P22,7/13/2016,36.15694296,-118.277125,8.795278254,NA,0.612188189,3.652212367
Partnership,P8,7/13/2016,36.15725521,-118.273898,9.535551667,NA,0.104946547,4.210560749
Smith,S12,6/1/2016,37.76212504,-120.12188,7.498274507,NA,0,2.489694658
Smith,S16,6/1/2016,37.76193701,-120.120841,13.30616695,NA,2.786913853,4.078385444
Smith,S18,6/1/2016,37.76014601,-120.119534,6.50785231,NA,0,2.019935753
Smith,S2,6/1/2016,37.76116716,-120.120232,5.015318577,NA,0,1.376884671
Smith,S22,6/1/2016,37.76050971,-120.119759,5.500667809,NA,0.093285819,1.500654881
Smith,S8,6/1/2016,37.76122651,-120.119777,9.316829659,NA,0,2.838441815
Upper Loney,UL10,7/18/2016,39.42324197,-120.643852,6.539661512,NA,1.410948018,11.60517505
Upper Loney,UL14,7/19/2016,39.42267443,-120.644653,6.662424396,NA,2.093100572,11.37938216
Upper Loney,UL16,7/20/2016,39.42226906,-120.644583,5.21669984,NA,0.303178913,5.0560298
Upper Loney,UL3,7/15/2016,39.42899305,-120.651146,8.800514798,NA,2.658645851,18.59956297
Upper Loney,UL7,7/16/2016,39.42823706,-120.65126,6.513737017,NA,1.078617286,8.417655462
Upper Loney,UL8,7/17/2016,39.42290416,-120.644794,4.244995012,NA,0.635509644,5.187412685
Tahoe Keys,KP 1,10/18/2021,38.94009799,-120.003337,4.185650158,0.291395534,2.063710238,NA
Tahoe Keys,KP 2,10/18/2021,38.93993899,-120.003419,1.843352681,0.149551431,1.632501839,NA
Tahoe Keys,KP 3,10/18/2021,38.93986196,-120.003591,1.548009931,0.126082181,0.536393462,NA
Tahoe Keys,KP 4,10/18/2021,38.94011501,-120.003263,2.797583351,0.184643538,5.953792509,NA
Tahoe Keys,KP 5,10/18/2021,38.94003798,-120.003439,1.542584482,0.12888333,0.390634369,NA
Tahoe Keys,KP 6,10/18/2021,38.939956,-120.003649,1.446266955,0.127085094,0.40812546,NA
Tahoe Keys,KP Tree 1,10/18/2021,38.94005902,-120.002965,2.900234247,0.181240543,2.757762034,NA
Tahoe Keys,KP Tree 2,10/18/2021,38.94047099,-120.002835,3.425951008,0.258366093,1.142751287,NA
Tahoe Keys,KP Tree 4,10/18/2021,38.93969801,-120.004472,1.277676121,0.124969057,0.186571639,NA
Upper Truckee Marsh,UTM 1,10/18/2021,38.938748,-120.001462,3.910807648,0.290483485,0.530563097,NA
Upper Truckee Marsh,UTM 2,10/18/2021,38.93804904,-120.001171,6.66271906,0.494363707,1.381796199,NA
Upper Truckee Marsh,UTM 3,10/18/2021,38.93807703,-120.000708,6.522408788,0.483904951,1.877377115,NA
Upper Truckee Marsh,UTM 4,10/18/2021,38.93809002,-120.000014,9.858542159,0.775125343,1.766600204,NA
Upper Truckee Marsh,UTM 5,10/18/2021,38.93842597,-119.999274,10.64810311,0.78676679,0.705474009,NA
Upper Truckee Marsh,UTM 6,10/18/2021,38.938718,-119.999877,7.577850401,0.502992222,1.4459302,NA
Upper Truckee Marsh,UTM 7,10/18/2021,38.936993,-120.001067,8.124580409,0.531424418,3.060940947,NA
Upper Truckee Marsh,UTM10,10/18/2021,38.93731906,-120.001272,4.776407617,0.382522752,2.856878218,NA
Upper Truckee Marsh,UTM11,10/18/2021,38.93669926,-120.001488,3.049269898,0.262160275,0.466429097,NA
Upper Truckee Marsh,UTM12,10/18/2021,38.93607182,-120.001015,5.623041389,0.499189166,1.539216019,NA
Upper Truckee Marsh,UTM13,10/18/2021,38.9354848,-120.000883,6.209895864,0.546014346,1.240648394,NA
Upper Truckee Marsh,UTM14,10/18/2021,38.93760603,-120.001889,3.188729701,0.292463235,1.217692283,NA
Upper Truckee Marsh,UTM8,10/18/2021,38.93807904,-120.002303,5.705847622,0.372405897,1.498403473,NA
Upper Truckee Marsh,UTM9,10/18/2021,38.93782224,-120.001457,4.759829693,0.422946027,1.702466203,NA
Upper Truckee Marsh,UTMC1,10/18/2021,38.93642798,-120.001982,4.452234643,0.321299986,0.483920187,NA
Upper Truckee Marsh,UTMC2,10/18/2021,38.93666803,-120.002111,3.551687574,0.291168902,0.47225946,NA
Upper Truckee Marsh,UTMC3,10/18/2021,38.93685302,-120.002202,1.849484341,0.137243032,0.256536003,NA
Upper Lacey,ULA1,10/15/2021,39.45528496,-120.430683,8.819243801,0.739646207,1.043635103,NA
Upper Lacey,ULA2,10/15/2021,39.45519997,-120.430439,8.565936473,0.675654355,1.323492562,NA
Upper Lacey,ULA3,10/15/2021,39.45364303,-120.432238,7.491941157,0.643102334,0.069964364,NA
Upper Lacey,ULA4,10/15/2021,39.45354798,-120.431887,4.456634669,0.339008294,0.040812546,NA
Upper Lacey,ULA5,10/15/2021,39.45251198,-120.433988,18.74439002,1.838835535,1.066956559,NA
Upper Lacey,ULA6,10/15/2021,39.45229598,-120.433845,9.400822657,0.872396664,0.577206008,NA
Van Norden,NC1,7/1/2021,39.31943518,-120.373859,5.163908748,0.354080227,6.500855535,2.173880195
Van Norden,NC1,7/6/2022,39.31943518,-120.373859,4.458376626,0.28484386,1.615010747,4.636460526
Van Norden,NC10,7/1/2021,39.31978512,-120.375709,7.0549608,0.422573131,0.845402738,2.648628483
Van Norden,NC10,7/6/2022,39.31978512,-120.375709,1.555692008,0.151241868,1.486742746,1.218268952
Van Norden,NC2,7/6/2022,39.31957617,-120.373989,3.17257668,0.213637356,2.582851123,2.796153311
Van Norden,NC3,7/1/2021,39.31948816,-120.3741231,7.905192932,0.480104191,3.778075684,2.872346734
Van Norden,NC3,7/6/2022,39.31948816,-120.3741231,1.285939363,0.117802557,3.894682958,1.338226041
Van Norden,NC4,7/6/2022,39.31938212,-120.37401,1.659443266,0.203177513,1.684975112,1.305062362
Van Norden,NC5,7/1/2021,39.31926419,-120.37391,3.590637039,0.254086687,1.504233837,1.873351876
Van Norden,NC5,7/6/2022,39.31926419,-120.37391,1.669666318,0.156755698,2.332145484,2.349166302
Van Norden,NC6,7/1/2021,39.31971312,-120.375465,10.68440507,0.703052404,1.708296567,4.58193024
Van Norden,NC6,7/6/2022,39.31971312,-120.375465,3.821002118,0.324475804,1.218546015,3.39795302
Van Norden,NC7,7/6/2022,39.31983818,-120.375549,2.155858114,0.193118258,6.745730811,1.862527782
Van Norden,NC8,7/1/2021,39.31995218,-120.375636,7.241051263,0.453525503,2.489565304,2.806941399
Van Norden,NC8,7/6/2022,39.31995218,-120.375636,1.25030671,0.14053107,3.958816958,1.255349157
Van Norden,NC9,7/6/2022,39.3198842,-120.375779,2.083062018,0.194811189,1.708296567,2.140233435
Van Norden,G14,7/1/2021,39.31315364,-120.3709565,7.460745985,0.772048242,1.719957294,4.869869498
Van Norden,H7,7/1/2021,39.31766474,-120.3707197,8.578405994,0.878564995,2.868538945,4.915485775
Van Norden,H7,9/13/2023,39.31766474,-120.3707197,NA,NA,0.577206007,NA
Van Norden,I9,7/1/2021,39.31743986,-120.3745184,6.974511898,0.535328791,1.976493297,3.548130195
Van Norden,W32,7/1/2021,39.31606025,-120.3722608,8.09208257,0.858067171,1.236037106,4.196589477
Van Norden,W35,7/1/2021,39.31559693,-120.3706691,3.766741981,0.44987825,0.367312913,3.944386147
Van Norden,W36,7/1/2021,39.31536826,-120.373224,6.520326637,0.613101124,0.36148255,2.455620133
Van Norden,W9,7/1/2021,39.31462464,-120.3719645,2.554876756,0.25607696,1.096108377,3.198331588
Van Norden,NN1,7/6/2022,39.31662787,-120.3623811,1.419360995,0.154711857,3.416593134,3.060098521
Van Norden,NN10,7/1/2021,39.31631346,-120.3651832,7.461718973,0.567766352,2.12225239,3.374576453
Van Norden,NN10,7/6/2022,39.31631346,-120.3651832,2.176452389,0.23689853,3.620655863,1.961850987
Van Norden,NN2,7/1/2021,39.3162669,-120.3626729,11.63394484,1.016459816,2.792744217,5.181514312
Van Norden,NN2,7/6/2022,39.3162669,-120.3626729,1.336849537,0.147570003,1.171903106,1.180989793
Van Norden,NN3,7/1/2021,39.31546959,-120.3632974,5.76741449,0.469878367,4.355281691,2.447889097
Van Norden,NN3,7/6/2022,39.31546959,-120.3632974,1.958146177,0.279125569,3.340798405,1.82689667
Van Norden,NN4,7/6/2022,39.31514604,-120.3635538,2.816126384,0.364818323,1.101938741,2.050100668
Van Norden,NN5,7/1/2021,39.31488082,-120.3636826,7.463073756,0.751342928,1.317662198,3.270316609
Van Norden,NN5,7/6/2022,39.31488082,-120.3636826,3.70039681,0.514879914,1.224376379,3.873429239
Van Norden,NN6,7/6/2022,39.31776718,-120.3643626,3.821677572,0.349139568,4.215352962,4.688630687
Van Norden,NN7,7/1/2021,39.31751453,-120.3645024,8.201095389,0.768499034,4.192031507,5.064010495
Van Norden,NN7,7/6/2022,39.31751453,-120.3645024,2.306329645,0.216184909,3.987968777,4.667137021
Van Norden,NN8,7/1/2021,39.31716238,-120.3647212,7.201156161,0.519585512,4.559344421,4.422879007
Van Norden,NN8,7/6/2022,39.31716238,-120.3647212,4.387403337,0.389795708,3.56818259,5.536129761
Van Norden,NN9,7/6/2022,39.31691695,-120.3648593,3.247459483,0.292518223,4.104576051,2.706217383
Van Norden,NS1,7/1/2021,39.31302811,-120.3646516,5.681179132,0.377101928,5.054925336,2.518412449
Van Norden,NS1,7/6/2022,39.31302811,-120.3646516,1.546193321,0.166420694,3.387441315,1.5122489
Van Norden,NS10,7/1/2021,39.31165102,-120.3681901,10.10153055,0.742428721,0.588866735,5.038293805
Van Norden,NS10,7/6/2022,39.31165102,-120.3681901,5.989806862,0.501661377,0.92702783,5.847063887
Van Norden,NS2,7/6/2022,39.31268802,-120.3647665,1.962032819,0.193951539,4.897505516,3.407120637
Van Norden,NS3,7/1/2021,39.31210227,-120.3649675,11.72381001,1.225096141,1.125260196,6.778576703
Van Norden,NS3,7/6/2022,39.31210227,-120.3649675,4.830922979,0.570722212,2.442922394,5.51487886
Van Norden,NS4,7/6/2022,39.31179049,-120.3650652,6.844130758,0.68378972,1.486742746,6.296253788
Van Norden,NS5,7/1/2021,39.31142099,-120.3651835,7.104989076,0.651059212,1.125260196,5.026246554
Van Norden,NS5,7/6/2022,39.31142099,-120.3651835,5.684896919,0.464614417,2.128082754,7.899033333
Van Norden,NS6,7/1/2021,39.31312936,-120.3670585,4.761300254,0.297874269,3.165887494,2.131528796
Van Norden,NS6,7/6/2022,39.31312936,-120.3670585,0.525454413,0.083220874,3.585673681,0.737870987
Van Norden,NS7,7/6/2022,39.31297158,-120.3672171,1.660845461,0.173430739,5.212345156,1.959047002
Van Norden,NS8,7/1/2021,39.31244672,-120.3676056,6.80514998,0.79681009,5.801211891,4.80358007
Van Norden,NS8,7/6/2022,39.31244672,-120.3676056,3.411871281,0.400038026,5.94114062,3.827455575
Van Norden,NS9,7/6/2022,39.31198879,-120.3679579,6.149433502,0.674870083,2.722779852,8.481577381
