ID,Site,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,Blue,Green,Red,NIR,SWIR_1,SWIR_2,peak_date,Driver,Cdef,Elevation,AET,Flow,Slope,SWE,Annual_Precipitation,Snow_days,Wet_days,Minimum_temperature,Maximum_temperature,NIR_Green,NIR_Red,NDVI,NDWI,EVI,SAVI,BSI,NDSI,NDPI,dBlue,dGreen,dRed,dNIR,dSWIR_1,dSWIR_2,dNDVI,dNDWI,dEVI,dSAVI,dBSI,dNDSI,dNDPI,Shallow_Clay,Deep_Clay,Shallow_Hydra_Conduc,Deep_Hydra_Conduc,Organic_Matter
LC7,Lower Clarks,2016-07-27,40.1230002,-120.5040419,8.78364274,0.69446457,6.704918266,2.820474648,0.0578675,0.0763475,0.0782999999999999,0.22042,0.2315025,0.167125,2016-05-26,LANDSAT_8,8255,1679.0093994140625,2940,150,0.1067156548644788,0.0,688,84,0,276.72918701171875,305.5590209960937,2.887062444742788,2.8150702426564504,0.4757632565613284,-0.0245230100293744,0.2828340320267949,0.2669020432692308,0.0535887364178951,-0.5039954523306804,0.3050209737628144,16.682400238095234,22.16735790178572,25.95765491071428,50.1920353125,62.87010266369048,46.9116331547619,89.43871026975027,-32.427627379041766,45.81389845261218,46.93781772398792,41.30272566981513,-133.0943094752225,46.07697515904083,18.527557373046875,26.490943908691406,0.5659887194633484,0.18338362872600555,-0.3350064158439636
LC9,Lower Clarks,2016-07-27,40.12349842,-120.5043098,10.07449082,0.786080346,0.868724193,3.123681868,0.04541,0.0691975,0.067135,0.2736875,0.23175,0.1470225,2016-05-26,LANDSAT_8,8254,1678.9805908203125,2941,129,0.041647310518302,0.0,687,82,0,276.7482604980469,305.5511779785156,3.955164565193829,4.076673866090713,0.6060412678153585,0.0829726721899345,0.3865353341979045,0.3684829437842113,-0.0327072368554126,-0.5401357379609399,0.4558891196974251,16.234102008928573,22.60391816964286,26.874768348214285,55.8023021875,64.81815508928572,46.805233258928574,96.78810640950482,-21.919453183529857,52.63961639489763,53.93884800693714,33.89596528924613,-132.68419720222943,57.83572573738379,15.808355331420898,19.029348373413086,0.53337562084198,0.23629367351531982,-0.015555456280708313
LX1,Lower Dixie,2016-07-18,39.93990096,-120.338961,5.677460429,0.44984847,2.786913853,1.779412475,0.0493975,0.0735974999999999,0.0774475,0.2226475,0.198145,0.1361049999999999,2016-06-11,LANDSAT_8,7811,1791.5634765625,3199,32,2.0010778059091185,0.0,745,133,0,274.6811218261719,305.5571594238281,3.025204660484392,2.8748184253849383,0.4838467818524133,0.0582294123588228,0.2756575581334642,0.2722176741511945,0.006477825203716,-0.4583291167189528,0.3663366822714521,12.4761703125,17.4059921875,21.603609375000005,46.10345906250001,50.2664709375,34.91796812500001,83.7115700306437,-10.387829484561513,47.47900934175824,46.53920659748684,23.801222958127696,-109.38610206883166,56.89969698282829,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX10,Lower Dixie,2016-07-18,39.93799802,-120.33828,12.15962801,0.792538149,1.247697834,3.914327676,0.0441999999999999,0.071425,0.0737625,0.262385,0.2136,0.14221,2016-06-11,LANDSAT_8,7807,1794.24853515625,3200,28,6.618767983593881,0.0,745,133,0,274.68701171875,305.5424499511719,3.673573678683933,3.557159803423148,0.5611301586357179,0.1024927256111011,0.3433345346788402,0.338377798175561,-0.0323639715631431,-0.4988158933426891,0.4327627801118535,14.843215312499998,19.774412187500005,23.4154534375,52.054740625,52.63500265625,35.99304765625,94.11123902870176,-3.5639564576486964,47.236542117755256,53.25171515155027,20.36113056093592,-113.12436833487068,64.7062293613343,21.216737747192383,25.574560165405273,0.15031647682189941,0.14563876390457153,0.023239389061927795
LX11,Lower Dixie,2016-07-18,39.93820396,-120.338482,11.3471777,0.826650801,0.215723458,5.015723237,0.0441999999999999,0.071425,0.0737625,0.262385,0.2136,0.14221,2016-06-11,LANDSAT_8,7807,1793.7861328125,3201,24,6.104546631928332,0.0,745,129,0,274.6868896484375,305.54150390625,3.673573678683933,3.557159803423148,0.5611301586357179,0.1024927256111011,0.3433345346788402,0.338377798175561,-0.0323639715631431,-0.4988158933426891,0.4327627801118535,16.423056354166665,21.535399166666664,25.24516520833333,55.0751015625,54.63869260416667,37.36647083333333,97.08042897595853,-1.5784868495060629,49.26821118831519,55.17320533517767,20.036229698532715,-114.08669678478748,67.15475277415028,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX12,Lower Dixie,2016-07-18,39.93839599,-120.33869,12.14995866,0.859558888,0.717134737,4.976808899,0.0468949999999999,0.0725525,0.0684549999999999,0.32437,0.225095,0.1277174999999999,2016-05-27,LANDSAT_7,7807,1794.0865478515625,3201,22,6.77941234541432,0.0,745,140,0,274.683349609375,305.55438232421875,4.470831466868818,4.738441311810679,0.6514733023611023,0.1806757482278216,0.4624788788390816,0.4299526782964187,-0.1168971819227905,-0.5124938055921853,0.5486732529562509,13.766230625,19.830021875,23.316389375,59.24027875,54.6796925,34.343428749999994,102.80541483697723,6.8808882471762525,68.62478814041748,63.76777162736965,9.937818554963664,-112.33598754322936,78.92733515263112,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX2,Lower Dixie,2016-07-18,39.93969301,-120.338712,7.918917532,0.559482225,3.848040048,3.076851313,0.0541274999999999,0.07687,0.0804174999999999,0.22438,0.24297,0.1640174999999999,2016-05-11,LANDSAT_7,7810,1792.498291015625,3200,30,2.3672228831956392,0.0,745,130,0,274.6820068359375,305.553466796875,2.9189540783140373,2.790188702707745,0.4723217874162355,-0.0397774687065368,0.2766533140266137,0.2683206023875571,0.0745645004527367,-0.5193221610805403,0.3137713839888871,13.143684375,18.418026250000004,23.763730625,49.1342096875,55.9957415625,38.40392625,82.84364405496564,-14.599847622423288,47.98398465359448,47.28296119007331,27.94861065769078,-115.30623789551596,55.68006038675588,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX3,Lower Dixie,2016-07-18,39.93953803,-120.338442,6.969885561,0.560948119,0.262366367,1.995139076,0.027865,0.0530275,0.0517349999999999,0.24286,0.1936075,0.1210625,2016-05-10,LANDSAT_8,7808,1793.271484375,3198,35,2.0482173218386435,0.0,745,131,0,274.6863708496094,305.5367736816406,4.579887794069115,4.694307528752298,0.648772042974253,0.1128434534071838,0.3554405417016142,0.3607970097974441,-0.0491844574595378,-0.5699920935795811,0.4940675012634609,12.277485937500002,18.459090624999995,23.46133375,53.66435,56.545745,37.683605,92.97200709048607,-5.218287698746399,55.25884796582223,54.96445113471478,20.984303212651938,-118.09652638673144,67.09681909825167,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX4,Lower Dixie,2016-07-18,39.93929202,-120.338708,6.186286822,0.508734285,0.483920188,2.053979421,0.0509375,0.0679874999999999,0.0658425,0.2616425,0.2195125,0.1467474999999999,2016-05-11,LANDSAT_7,7810,1792.76904296875,3200,28,2.593622423342058,0.0,745,131,0,274.6825256347656,305.5538330078125,3.8483912483912497,3.973763146903594,0.5978899796937263,0.087560141742266,0.3840220920574306,0.3549309050919351,-0.045531704951207,-0.5270434782608697,0.4412261432090496,12.12283,18.156563750000004,22.9472803125,55.54001906250001,55.993298125,36.65579312500001,99.6145338163384,-1.0748184387659148,60.40225311446545,59.20584442120726,17.441633215529706,-121.03375012512858,73.17076037464224,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX5,Lower Dixie,2016-07-18,39.93949603,-120.338936,8.91038439,0.702989997,6.314283897,3.718440385,0.0440899999999999,0.067575,0.0667499999999999,0.2653275,0.1919024999999999,0.1209799999999999,2016-06-11,LANDSAT_8,7811,1791.951904296875,3200,25,2.4403254518350006,0.0,745,130,0,274.68121337890625,305.5580444335937,3.926415094339623,3.97494382022472,0.5979854100322968,0.1605865756840102,0.3718255030792363,0.3579789743142916,-0.0893639868326087,-0.4791455906581495,0.4908606453864108,12.242083749999995,17.531839375,22.004112812500004,55.11502375,53.7885578125,35.091593125,102.0501165601349,2.2740125182018947,62.14185559130235,60.35566317091536,13.762904265667592,-117.30652148257975,76.40740244481809,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX6,Lower Dixie,2016-07-18,39.93969703,-120.339184,10.16310309,0.788162928,1.428439109,3.104760155,0.0354549999999999,0.066365,0.0592424999999999,0.2959075,0.206065,0.1243624999999999,2016-06-20,LANDSAT_8,7812,1791.152099609375,3199,19,1.8641838129796728,0.0,745,130,0,274.679443359375,305.5641784667969,4.458788518044149,4.994851668987637,0.6663804026467691,0.1789789281285329,0.4270543866613736,0.4151289247500438,-0.1107060854408635,-0.5127922769151708,0.5419767651512705,11.94112839285714,16.894197098214285,20.42274959821429,52.131155625,49.391257455357135,31.86006540178571,101.37410002919609,3.928269589567022,61.09357208502865,58.72215944917451,11.561736183384864,-112.75771919269036,77.02223321881252,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX7,Lower Dixie,2016-07-18,39.93859003,-120.338434,12.8026807,0.90287312,0.606357826,5.079098405,0.0302574999999999,0.0652375,0.059325,0.358085,0.216405,0.1292575,2016-06-20,LANDSAT_8,7807,1792.5496826171875,3199,31,0.9082171695399512,0.0,745,132,0,274.6856384277344,305.54364013671875,5.488944242191991,6.035988200589969,0.715747107160825,0.2466187400999147,0.5022514400895028,0.4884838839777199,-0.1695786228160328,-0.5367354003745883,0.597950646201986,11.708679791666668,17.131003749999998,20.735534166666667,63.0085525,52.09440520833333,31.887613750000003,117.13197682085944,19.16837991194168,78.10160359495381,73.8664063143006,-1.4546244407802145,-116.08545353275557,94.5384167212342,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX8,Lower Dixie,2016-07-18,39.938355,-120.338213,14.47897647,1.037464105,0.145759093,5.248172811,0.0453274999999999,0.0725525,0.0603425,0.33119,0.2144525,0.1190275,2016-05-27,LANDSAT_7,7806,1792.8619384765625,3199,29,1.9932316255043017,0.0,745,132,0,274.6885070800781,305.5333251953125,4.564832362771785,5.4885031279777925,0.691762497366119,0.2139450281090641,0.5003505349468101,0.4556998763365328,-0.1561807887918626,-0.4944164735805995,0.5870943101286462,11.295298125,17.758513125,20.54505375,63.04083125,52.25252625,31.958585,118.75063371548283,18.891666142334014,78.28784716735811,74.48292728162644,-0.3923690443340506,-118.51518890482252,95.21243344878056,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
LX9,Lower Dixie,2016-07-18,39.93814697,-120.338016,8.424498018,0.609520557,0.903706375,3.114847542,0.0326775,0.0634224999999999,0.0605625,0.2977775,0.20898,0.1210625,2016-06-19,LANDSAT_7,7807,1793.029052734375,3201,38,0.9546759586368396,0.0,745,123,0,274.6868896484375,305.54150390625,4.695139737474872,4.9168627450980384,0.6619830328738069,0.1752268096673458,0.4187907211589812,0.4145472656523055,-0.1015212563385681,-0.534347151733189,0.5470568370739816,15.851286406249995,21.61434796875,25.31991223958334,62.28401203125,58.30966390625001,38.32090848958334,110.4548691452654,4.5247566448627055,64.08615582628673,66.21555053809304,13.908071526372655,-122.80117848121148,80.47542602555825,21.757305145263672,19.994632720947266,0.4366023540496826,0.4357041120529175,0.1643766462802887
M1,McReynolds,2016-08-09,39.95647299,-120.496834,6.897615461,1.377460968,10.6520745,2.030224187,0.015655,0.0400474999999999,0.0315225,0.326295,0.133355,0.064715,2016-06-27,LANDSAT_8,7846,1652.5966796875,3268,978,0.4416066350208826,0.0,802,88,0,277.1803283691406,304.6213073730469,8.147699606717028,10.35117773019272,0.8238068289002075,0.4197541607745024,0.527125912229282,0.5154461759057142,-0.3493742940152222,-0.5380977782903938,0.7522854437785931,12.329850625,18.591119375,19.6961415625,62.1704725,40.6515575,22.6155003125,149.4603561497351,54.83757259119428,77.60908048950665,79.46234794026495,-25.89718886823998,-113.36326747989511,135.75537813235516,22.34457015991211,25.510202407836914,0.3230966627597809,-0.07166200131177902,0.13286380469799042
M10,McReynolds,2016-08-09,39.95878103,-120.486974,23.01332402,1.67613551,3.56818259,9.351742796,0.02121,0.04882,0.0358675,0.3535474999999999,0.1531,0.0745874999999999,2016-06-20,LANDSAT_8,7920,1658.077392578125,3216,769,0.7729701063823156,0.0,787,92,0,276.9994201660156,304.8014221191406,7.241857845145431,9.857043284310308,0.8157877842404633,0.3956350322462856,0.5633912721172041,0.5357678923786984,-0.3295755909352963,-0.5164421553090333,0.7396773737993043,13.433018437499998,19.684982734375,21.661172265625,70.20904664062499,50.109365390625,28.352747265625,145.1688301886963,43.1678198634377,85.51196538072037,86.03964053857054,-20.44264886970427,-122.30915015189304,127.33681345601268,20.32331657409668,22.55364418029785,0.4778868854045868,0.24949821829795837,0.12359058856964111
M11,McReynolds,2016-08-09,39.95906099,-120.48712,17.62138323,1.406933689,4.640969512,7.973552747,0.0145274999999999,0.0427974999999999,0.03309,0.35737,0.15607,0.073515,2016-06-27,LANDSAT_8,7920,1657.916748046875,3217,879,0.7633960971276971,0.0,788,90,0,277.00933837890625,304.7964172363281,8.35025410362755,10.799939558779084,0.8305076064129489,0.392061389841072,0.5602805203690857,0.5462569907688162,-0.3257019111231914,-0.5695877908657775,0.7507538328511906,13.671048627232144,19.790156372767857,21.891172332589285,69.78318226562499,50.27733331473215,28.648012935267857,142.71981493564152,42.85197352851685,83.92073391015538,84.74637600677931,-20.076244825631026,-120.77822196807932,125.19856092285244,20.9998779296875,22.387556076049805,0.4414621889591217,0.2811667025089264,0.12650422751903534
M4,McReynolds,2016-08-09,39.95659696,-120.496731,4.355089526,0.438689232,3.988009217,1.236153233,0.015655,0.0400474999999999,0.0315225,0.326295,0.133355,0.064715,2016-06-27,LANDSAT_8,7846,1652.5179443359375,3268,842,1.2988751622045889,0.0,802,104,0,277.1803283691406,304.6213073730469,8.147699606717028,10.35117773019272,0.8238068289002075,0.4197541607745024,0.527125912229282,0.5154461759057142,-0.3493742940152222,-0.5380977782903938,0.7522854437785931,10.105529464285716,14.693528303571426,14.756595625,48.47382803571429,29.97007,16.61044330357143,140.2608071922404,52.0478227270511,64.93370911755838,66.99074094802914,-29.284563472463308,-100.52302581260568,126.18913992395233,22.34457015991211,19.211645126342773,0.3230966627597809,0.4165419936180115,0.13286380469799042
M5,McReynolds,2016-08-09,39.96023596,-120.488891,5.024347546,0.563543135,2.320484756,1.362092808,0.0420824999999999,0.0675474999999999,0.05575,0.3131775,0.1921225,0.103765,2016-05-11,LANDSAT_7,7924,1655.5894775390625,3219,1244,5.651391252931003,0.0,788,92,0,277.1123046875,304.7485656738281,4.636404011991563,5.617533632286994,0.6977725975970888,0.2395705521472392,0.4831384126263199,0.4443883407994338,-0.17804959938322,-0.4797435206223285,0.6058157060776953,18.203165792410715,24.730599799107143,29.485117522321428,69.404868125,64.66903063616071,40.56746737723213,119.99821379193432,8.34043899221826,71.02273757062692,71.90533981779518,11.557115994926392,-131.4755755201182,94.24537101159342,15.719149589538574,30.83310890197754,0.5597521662712097,-0.37681904435157776,0.08112920075654984
M7,McReynolds,2016-08-09,39.960616,-120.488743,13.54147056,1.20844892,4.920826971,4.483869644,0.0174699999999999,0.0445025,0.0404599999999999,0.30072,0.156675,0.07665,2016-06-27,LANDSAT_8,7926,1655.735107421875,3216,1242,4.442693487316404,0.0,787,93,0,277.11383056640625,304.7518615722656,6.757373181281952,7.432525951557095,0.7628231432088634,0.314924736824845,0.460651843775554,0.4640980527354431,-0.2349100082472226,-0.5575797492264294,0.6842171291468359,12.348367555803572,17.53749638392857,18.83104224330357,56.44583295758928,36.35238573660715,20.510530714285714,144.70188504668147,55.59674914371559,70.06969753945688,72.90838639309676,-26.117843513277464,-109.19630673591264,132.55914494583328,14.874308586120605,19.451154708862305,0.6627844572067261,0.1781000792980194,0.046360958367586136
M9,McReynolds,2016-08-09,39.95863896,-120.487278,15.05175886,1.265052277,10.29642231,5.88275244,0.03991,0.0632849999999999,0.0454374999999999,0.403295,0.1570599999999999,0.0778599999999999,2016-05-27,LANDSAT_7,7913,1658.2752685546875,3218,766,0.6311781382533055,0.0,788,92,3,277.0058898925781,304.7903137207031,6.37267914987754,8.875818431911968,0.7974851386962167,0.4394267919443925,0.6498961205002198,0.5657930449310001,-0.3727839059009374,-0.4255826090902903,0.7421010526170284,16.83921760869565,23.11249341809006,26.93145741556677,81.89934587053571,59.62815820749224,33.01790658385093,143.19402117464503,43.55783222023311,91.54174163072892,92.15227105542556,-20.67685763543401,-125.33157170348883,128.1864839475951,22.917449951171875,23.322628021240234,0.3314119577407837,0.20686525106430054,0.15757882595062256
P1,Poco,2016-07-07,39.96934005,-120.5231581,7.664053632,0.533243208,4.186201143,2.678415607,0.0254725,0.0552274999999999,0.0396074999999999,0.3764274999999999,0.154585,0.0748625,2016-07-06,LANDSAT_8,7819,1643.591064453125,3332,1146,5.735404998404572,0.0,813,92,0,275.5966186523437,306.3966979980469,6.815943144266897,9.50394495991921,0.8095953465453629,0.4177726513029353,0.5917308416994387,0.5515400612422016,-0.3484484371133673,-0.4735537682454574,0.744548452637394,13.072427239583334,19.390126562500004,20.35144921875,65.70359786458333,41.18049979166667,22.71960140625,152.01104364254545,59.39253147216567,82.54712112370552,83.49314530528275,-31.886082034727043,-110.40026025457826,138.16177481192477,17.116600036621094,23.468568801879883,0.4116191864013672,-0.2876499891281128,0.06058160588145256
P10,Poco,2016-07-07,39.97230976,-120.5282042,6.450532828,0.499849084,1.008652921,2.644587503,0.0220074999999999,0.0549525,0.034245,0.42755,0.1718549999999999,0.0805,2016-07-22,LANDSAT_8,7796,1639.3067626953125,3348,1214,0.4216863682219363,0.0,815,77,0,275.6211242675781,306.3809814453125,7.780355761794276,12.485034311578335,0.8516874370662306,0.4265813598485166,0.6698138833469152,0.6133921469751871,-0.3713181043456379,-0.5154260771799873,0.7735247658806274,10.440050037990195,16.528680656249996,14.832288574142158,67.89384201102942,37.75720054289216,20.467318757352945,169.59723863328105,64.02613166081568,97.58435769510884,94.80326105728358,-41.248067118836566,-118.35446976100312,149.4479692749188,17.25383758544922,24.223365783691406,0.427977591753006,-0.11500685662031174,0.0008651390671730042
P11,Poco,2016-07-07,39.97209133,-120.5279566,4.554110268,0.34216377,1.684975112,2.058063975,0.0240974999999999,0.06158,0.03606,0.4731725,0.1878874999999999,0.08743,2016-07-06,LANDSAT_8,7794,1639.5203857421875,3349,1127,0.4842661494232195,0.0,815,64,2,275.6250915527344,306.3798828125,7.683866515102304,13.121810870770936,0.8583751037099948,0.4315568934741174,0.7242711722302722,0.6496706655800324,-0.3789737492503995,-0.5063084369707476,0.7793948615294999,8.793874598214286,16.99374111607143,15.31605205357143,76.45789517857142,42.20513022321428,22.939351607142857,179.52119994682582,74.85290701132183,108.67505006092676,105.1654089664437,-43.77942661620795,-119.25717670417376,161.07425589692926,17.76519203186035,22.615402221679688,0.433040589094162,-0.13912950456142426,0.09985370934009552
P3,Poco,2016-07-07,39.96953015,-120.5237733,7.998668129,0.524859582,0.874554556,3.063692882,0.0159024999999999,0.042825,0.0293225,0.3207125,0.1259024999999999,0.05806,2016-07-13,LANDSAT_8,7812,1640.6595458984375,3334,903,1.1400573923883257,0.0,813,92,0,275.6053466796875,306.3927001953125,7.488908347927612,10.937420069912184,0.8324596111817392,0.4361922461180212,0.528885028900003,0.5141964742628246,-0.3687987963565388,-0.4923767613459571,0.7685725275346413,11.33906163690476,17.47820337797619,18.20563566964286,60.81492563988096,40.54264063988094,22.374177663690475,145.08801082218463,52.20959189132648,78.71680838046119,79.72386435994542,-27.34431333212151,-109.28022232383854,131.85193885526576,18.264751434326172,24.2783260345459,0.4526943266391754,-0.06935209035873413,0.12847784161567688
P5,Poco,2016-07-07,39.96969561,-120.5233141,6.941850828,0.517813565,6.564989537,3.060401068,0.0220624999999999,0.0507449999999999,0.032925,0.363915,0.1471049999999999,0.0720299999999999,2016-06-20,LANDSAT_8,7821,1643.473388671875,3331,985,6.095625025078147,0.0,813,93,0,275.5918884277344,306.39697265625,7.171445462607156,11.052847380410022,0.8340641064408828,0.4242691088411413,0.5927487269396317,0.5535937290932608,-0.3638600195227096,-0.487035633055345,0.7578473126911925,12.512519166666667,19.988391875,23.01629255208333,76.40966005208334,52.8013334375,28.59686067708333,140.9122152635809,50.69244176515741,91.84827718796484,90.40067787525965,-26.566663534923894,-115.51790575630284,130.32445003568952,22.101659774780273,33.157554626464844,-0.03427450731396675,-0.2679865062236786,-0.12197209149599075
P6,Poco,2016-07-07,39.96957659,-120.5230065,6.022418827,0.589221451,8.197491375,2.696943943,0.0208524999999999,0.048985,0.0316049999999999,0.389875,0.14716,0.06961,2016-06-20,LANDSAT_8,7824,1647.50732421875,3329,1095,2.948412603823665,0.0,812,93,0,275.5866394042969,306.39892578125,7.959069102786568,12.3358645783895,0.8500284711018317,0.451953783272971,0.6293780616237838,0.5831976819898423,-0.3934952522720815,-0.5005225725866069,0.7794296788103756,13.081008541666666,20.772193072916664,23.583891614583333,79.84833932291667,52.202615104166654,27.97781010416667,148.36967557929182,60.51738943398336,95.69720427466768,94.82768411871687,-34.41448765552767,-113.15267536964126,138.95561118429876,21.715641021728516,29.334436416625977,0.18603873252868652,-0.13254494965076447,-0.014800717122852802
P7,Poco,2016-07-07,39.97169059,-120.5279623,3.843319514,0.370864951,2.565360032,1.266743483,0.0266549999999999,0.06191,0.0429074999999999,0.445425,0.192645,0.0963399999999999,2016-07-22,LANDSAT_8,7790,1639.994384765625,3353,946,1.038755658829233,0.0,815,76,1,275.6330871582031,306.3777160644531,7.194718139234371,10.381052263590284,0.8242693246916805,0.396163430344633,0.6695423855963991,0.6109039720944116,-0.3342518892221598,-0.5135825263695467,0.7404757867063873,8.464596968749998,15.5781611875,14.67487934375,68.85570762500001,39.553361406250005,21.81960759375,169.46519184695035,70.53798893296592,98.34545420800043,96.3860708086695,-42.82157040721635,-112.44899278854044,152.4583660691306,21.91180419921875,25.185184478759766,0.30048173666000366,-0.08932304382324219,0.1446373611688614
P9,Poco,2016-07-07,39.97208613,-120.5284366,6.654946254,0.585012565,2.01147548,2.124192548,0.0270124999999999,0.0616625,0.0426874999999999,0.4092075,0.179445,0.0905374999999999,2016-07-06,LANDSAT_8,7794,1639.8526611328125,3349,1121,0.7071971866022744,0.0,815,86,0,275.6250915527344,306.3798828125,6.636245692276504,9.586120058565156,0.8110733688135519,0.3903194159542344,0.6264276515543189,0.5775637018788837,-0.3251867350697384,-0.4885061642628288,0.7304508519946125,10.012003541666664,18.12836958333333,17.562833229166667,71.78110791666667,43.7352684375,25.3257784375,159.02688031932985,59.58204565142096,96.27519976390712,94.5959259029644,-32.55658400177448,-115.55014016400136,139.68533146452688,21.803850173950195,24.223365783691406,0.3414919078350067,-0.11500685662031174,0.15141139924526215
UC1,Upper Clarks,2016-08-04,40.12896904,-120.503472,11.25044291,0.823254369,6.634953901,4.870800774,0.0212924999999999,0.052725,0.0332274999999999,0.40511,0.1393225,0.0633675,2016-05-26,LANDSAT_8,8244,1688.7288818359375,2944,139,4.236167842603226,0.0,687,88,0,280.3341064453125,304.1402893066406,7.683451872925555,12.192009630577086,0.8483930761114438,0.4881918327800048,0.6434927432786104,0.5944809303688705,-0.4238274320584688,-0.4509170908238846,0.7941134072233537,12.698711361607142,20.450435669642857,23.06091122767857,77.22562303571428,56.99277598214285,32.74535198660715,150.0281010145622,46.39748608340065,93.79645379910718,93.2399630213123,-20.74448974526694,-126.47493770697096,131.69003972503307,16.79366683959961,22.25303840637207,0.41623950004577637,0.3810347616672516,0.06732504814863205
UC10,Upper Clarks,2016-08-04,40.13574597,-120.508032,12.09169661,0.956426421,10.79783359,4.349239117,0.0136475,0.0436499999999999,0.027865,0.3815425,0.1486175,0.0655124999999999,2016-06-27,LANDSAT_8,8229,1693.0780029296875,2958,147,0.8018022323619661,0.0,685,84,0,280.5721130371094,304.0883483886719,8.740950744558994,13.692535438722414,0.8638764556096311,0.4393484985664705,0.6113165575001664,0.5833647182368742,-0.3825748133765398,-0.5459451025264281,0.7913954049605093,10.364560436507936,17.970494913194443,19.596987214781745,74.2806508953373,54.84103086557539,31.070176741071432,157.5477965455642,45.541919833894426,95.60446977412548,95.34180521212136,-20.781494251417303,-130.8655386422999,135.91573261530442,17.790485382080078,22.593658447265625,0.43259426951408386,0.13928522169589996,0.04659754037857056
UC11,Upper Clarks,2016-08-04,40.135764,-120.508365,11.82362349,1.034946079,11.31673596,4.145340908,0.0195049999999999,0.05157,0.0313575,0.398125,0.1575275,0.0690875,2016-06-20,LANDSAT_8,8228,1693.67529296875,2958,117,0.899895202826426,0.0,686,87,0,280.5517883300781,304.0927734375,7.72008919914679,12.696324643227294,0.8539754239113352,0.4329999415102065,0.6367568703091877,0.5918898419281697,-0.3771464844233036,-0.5067372876289769,0.7849789176336189,11.78560889880952,18.60754617559524,20.534187131696427,71.82868772321429,54.25162628348215,30.64777275669643,150.7634175613577,43.44405511524575,90.05408301356543,89.86172170042492,-19.333368986540968,-128.26462584975891,130.92654519655224,17.790485382080078,22.593658447265625,0.43259426951408386,0.13928522169589996,0.04659754037857056
UC4,Upper Clarks,2016-08-04,40.12885303,-120.503759,7.156007254,0.702811883,4.955809153,2.260808689,0.02132,0.0532199999999999,0.0355375,0.3776375,0.157335,0.0736525,2016-06-20,LANDSAT_8,8244,1686.974853515625,2945,140,3.315255936792868,0.0,687,91,0,280.3321228027344,304.1406555175781,7.095781661029689,10.626450932113965,0.8279784594905306,0.4118015412007159,0.5976746420678389,0.5619404823828948,-0.348216548671071,-0.4944788772529743,0.7566757282781821,10.139907633928573,17.270939754464287,17.921315245535716,71.63251841517857,50.81655988839286,28.247137522321424,159.21931478106885,47.85555052735158,96.58211619616526,95.30335153586007,-24.72879287012742,-128.14066134849128,138.3689887568172,16.79366683959961,22.40425682067871,0.41623950004577637,0.2691929042339325,0.06732504814863205
UC6,Upper Clarks,2016-08-04,40.13476001,-120.506502,10.69491919,0.804331356,7.771874824,4.495976926,0.034245,0.0669699999999999,0.0486274999999999,0.42535,0.19105,0.09865,2016-05-19,LANDSAT_8,8232,1695.61181640625,2954,246,3.427723524953384,0.0,686,84,0,280.5693359375,304.0888671875,6.351351351351354,8.747108117834562,0.7948109351182282,0.3801103179753407,0.6449501892619726,0.5801815237004962,-0.3144947069990598,-0.4808929540345711,0.7151645384540011,17.509568841765873,24.940754950396823,27.854061108630955,80.17247685267859,63.61538016865079,37.48009080357143,143.46817801357898,26.914461048595,89.98039904427434,90.08662739035164,-5.441031718494312,-137.41292180347637,118.35910749627342,13.050682067871094,21.10120391845703,0.7149694561958313,0.22928878664970398,0.12935124337673187
UC7,Upper Clarks,2016-08-04,40.13472598,-120.506871,7.475499641,0.549624059,9.246956843,2.78552708,0.0140599999999999,0.0382599999999999,0.0276174999999999,0.32558,0.1411925,0.0631749999999999,2016-06-27,LANDSAT_8,8230,1693.3038330078125,2954,209,2.6276620618451534,0.0,687,85,0,280.55181884765625,304.0926818847656,8.509670674333512,11.788901964334212,0.843614408369255,0.3950264850649942,0.5375143866333294,0.5238455926089798,-0.3359819057921134,-0.5735918975773534,0.7654133414018114,15.149662656249998,21.73342447916667,24.348563906250003,72.33487166666667,54.566930312500006,30.70710588541668,146.31557058361096,35.365908427791915,83.35937433569316,86.53823833766833,-12.885612651333606,-133.48575214007246,125.70006223985096,16.745567321777344,22.593658447265625,0.4926639795303345,0.13928522169589996,0.06646134704351425
