ID,Site,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,Blue,Green,Red,NIR,SWIR_1,SWIR_2,peak_date,Driver,Cdef,Elevation,AET,Flow,Slope,SWE,Annual_Precipitation,Snow_days,Wet_days,Minimum_temperature,Maximum_temperature,NIR_Green,NIR_Red,NDVI,NDWI,EVI,SAVI,BSI,NDSI,NDPI,dBlue,dGreen,dRed,dNIR,dSWIR_1,dSWIR_2,dNDVI,dNDWI,dEVI,dSAVI,dBSI,dNDSI,dNDPI
WRS13,Wilson,2022-08-02,38.8244408,-120.255348,4.267091899,0.334765539,0.134098365,2.200048405,0.035509999999999986,0.06441249999999998,0.05407250000000002,0.3762075,0.20468999999999998,0.11278500000000002,2022-07-23,LANDSAT_8,5171,2020.82080078125,5712,100,1.6557174114610294,0.0,985,151,0,285.39825439453125,301.3329772949219,5.840597710071804,6.9574645152341725,0.7486636608719902,0.29526293365008455,0.5614778457349923,0.519416197273939,-0.22812761007039728,-0.5212790665266953,0.6496222979587316,10.478661249999998,15.496428125000001,16.926991875,58.572551875,50.540114687499994,30.997012812500003,113.73158876036734,12.85997030013087,73.95294764958469,71.85551767915668,-1.1190148012279941,-113.20388540683638,87.31619852111831
WRS19,Wilson,2022-08-02,38.82451649,-120.256166,9.943069647,0.526585208,0.431446915,4.276475183,0.034025,0.06496249999999998,0.05151499999999998,0.34524250000000006,0.20612000000000003,0.11327999999999999,2022-07-23,LANDSAT_8,5172,2019.3048095703125,5720,101,1.4724283085303849,0.0,986,148,0,285.4275207519531,301.34954833984375,5.314489128343277,6.701785887605556,0.7403199687466527,0.2523249223514476,0.5248339164275327,0.49131593546750385,-0.19097507075258785,-0.5207178626432915,0.628755507046968,10.669756249999999,15.923242812500003,16.945612031250004,56.38195609375,48.71420671875,28.898818749999997,118.72435313259501,12.8601802685805,71.55790162417262,70.81558659647362,0.506699967909837,-115.70829326555842,91.64129826117345
WRS21,Wilson,2022-08-02,38.82400034,-120.256334,8.852436517,0.700946455,1.288510379,5.257738028,0.03993749999999999,0.07134249999999998,0.06375249999999999,0.34876250000000003,0.2497625,0.1497175,2022-07-15,LANDSAT_9,5173,2018.6080322265625,5728,120,1.0299518682289692,0.0,986,152,0,285.4818115234375,301.36151123046875,4.888565721694644,5.470569781577194,0.6909082093984462,0.16540662461885475,0.4976615095028187,0.4685018876402033,-0.107068348013073,-0.5556437925289237,0.5488866624209819,10.254106562499999,15.2010884375,17.22117484375,55.898659843749996,52.6205928125,33.141414687499996,112.3731688479308,3.0026722357572915,68.6487649755193,68.40355518246443,9.19669784420095,-120.6625092345192,80.26693350957584
WRS7,Wilson,2022-08-02,38.82636462,-120.255742,10.29484299,0.641457182,0.040812546,4.539572039,0.03977249999999999,0.06732749999999998,0.058555000000000024,0.3206575,0.2410175,0.1426775,2022-07-15,LANDSAT_9,5168,2021.481201171875,5702,32,1.0386480311203994,0.0,985,148,0,285.328369140625,301.3326721191406,4.7626527050610825,5.476176244556397,0.6911757919372382,0.14179018115458228,0.47700315299534546,0.44716578756557707,-0.09220798406066635,-0.5632976049554882,0.540784054062885,10.600471093750002,15.658181718749999,17.16568359375,54.27291687500001,50.5035296875,32.16304234374999,115.37884800786857,4.109839859504973,67.28721798138525,67.47944192034873,8.882607297722055,-120.57261183556574,82.20007093666447
WRS9,Wilson,2022-08-02,38.82582675,-120.255657,9.971826054,0.500291457,1.014483285,1.84171833,0.03881000000000001,0.07071,0.060012500000000024,0.35115500000000005,0.2414575,0.139735,2022-07-23,LANDSAT_8,5169,2020.584228515625,5702,52,1.069828467850919,0.0,985,152,0,285.330810546875,301.32586669921875,4.966129260359215,5.851364299104352,0.7080873366693622,0.18510831276761808,0.5125188799814104,0.47929030611824935,-0.12798744639770918,-0.5469739803150553,0.5738201447006512,10.322632500000001,15.327515625,16.746213125,56.51749343749999,54.033174375,33.1833171875,112.86524475841244,1.8126370195747068,71.17967393928507,69.73937172520914,8.439988899057496,-119.46820652266749,81.34553181766282
WRSY,Wilson,2022-08-02,38.81993696,-120.257677,1.848819006,0.227731804,0.618018553,1.038915306,0.04607,0.06774000000000002,0.0633125,0.2871075,0.24131999999999998,0.14416250000000003,2022-08-08,LANDSAT_8,5184,2014.4896240234375,5770,70,1.272302385614011,0.0,986,149,0,285.7146911621094,301.400634765625,4.238374667847651,4.53476801579467,0.6386479082244164,0.08664859417800934,0.42338667721057993,0.39473730627219494,-0.0447547075147772,-0.5616385167928556,0.48762675067488087,9.8286896875,14.642867187499998,16.430064687499996,48.0906875,46.5767196875,30.402147812499997,105.14340930843571,1.175269587005081,58.698138333790794,59.04201579691547,11.631116803533372,-113.74263998088824,74.71647367163561
WRSZ,Wilson,2022-08-02,38.81940596,-120.257219,5.384629693,0.404013558,1.422608745,2.47587542,0.02838750000000001,0.049479999999999996,0.04043250000000001,0.2890325,0.169215,0.0927925,2022-07-23,LANDSAT_8,5184,2015.8221435546875,5767,47,3.241340728465472,0.0,986,146,1,285.6958312988281,301.386474609375,5.841400565885207,7.148519136832992,0.7545566296875238,0.2614689660063612,0.471289895419521,0.449566889501064,-0.20447570757066225,-0.5474976565536478,0.6398848918904045,7.643768125,11.5998665625,11.481131874999999,46.82990000000001,33.0736128125,20.0172590625,134.0099306753727,36.01136416554989,69.274234269998,68.75916736490939,-19.711174654073623,-108.79600264247779,109.97204572189602
CH01,Childs,2023-07-21,40.341096,-121.488297,8.872959971,0.700172176,2.256350755,4.116292255,0.0293225,0.061634999999999995,0.043045,0.36078000000000005,0.16696,0.08121499999999998,2023-07-01,LANDSAT_8,4225,1480.9114990234375,4879,11,1.592519997231248,159.19639587402344,1458,193,1,280.9056396484375,306.7160339355469,5.853492333901194,8.381461261470555,0.7868135949978332,0.36726418312047604,0.5677362291779274,0.5273172350842255,-0.3001087305191153,-0.4607493602222271,0.7154684586888207,7.149257187499999,11.647855,12.1077925,47.2805778125,38.309194375000004,22.753754062499997,102.27645970583592,21.347948131917867,62.574007189176235,62.14788210013113,-9.434027079574365,-87.29585938315222,81.56321893981263
CH02,Childs,2023-07-21,40.341665,-121.488444,5.253506812,0.239593476,0.378973641,1.944527453,0.032539999999999986,0.060645000000000004,0.046125,0.284495,0.1604425,0.08869500000000002,2023-06-15,LANDSAT_8,4225,1480.5562744140625,4878,11,1.3752887452442957,159.68655395507812,1459,189,0,280.8936462402344,306.7125244140625,4.691153433918707,6.167913279132791,0.7209787671647208,0.27880882146368874,0.4524197252494885,0.4304676025137849,-0.21097588342301646,-0.45139367897325716,0.6287067326023011,7.703777708333333,11.253177499999998,11.438165416666665,40.45435958333333,35.080160625000005,22.947550208333332,98.89089425534394,10.980766569074847,55.06125616280026,54.56387673078186,-1.2000197720502497,-92.1496945422031,72.15095224204333
CH03,Childs,2023-07-21,40.341444,-121.488591,5.175052125,0.277707252,1.451760563,2.137904377,0.029514999999999986,0.0652375,0.04607,0.34763499999999997,0.1721025,0.09276499999999999,2023-06-15,LANDSAT_8,4225,1481.522705078125,4879,11,1.7171512770546533,159.03553771972656,1458,190,0,280.8995056152344,306.7149353027344,5.328760298907836,7.545799869763403,0.7659669041541255,0.3377329902114048,0.5374752484953045,0.5061485613261647,-0.2670443331135645,-0.45026122861717366,0.6783793779034343,8.125122916666665,12.465198124999999,13.310215833333334,44.808738749999996,40.780738125,26.282974166666666,94.91613198236362,8.03490094532762,56.832822025032456,56.42784107397545,2.2037478754856634,-92.62338405750691,69.18137775823274
CH04,Childs,2023-07-21,40.340901,-121.487213,3.142165842,0.1943558,2.536208214,1.485530042,0.02401500000000001,0.055035,0.03344749999999999,0.4051925,0.126535,0.05979249999999997,2023-06-15,LANDSAT_8,4227,1479.476318359375,4877,13,0.7080079051843522,159.976806640625,1457,191,11,280.9124755859375,306.71453857421875,7.362451167438903,12.114283578742809,0.8474945285427685,0.5240607265939791,0.6518342784399954,0.5940696113525952,-0.4569408849437364,-0.3937875199647519,0.7999283924414046,7.38542625,11.327448125,11.096809062499998,45.8038475,34.5282803125,20.05635375,101.26358373108908,23.062210182654866,62.78983239279984,61.40944511120201,-12.763519591471278,-83.32521852908764,81.90761693990146
CH05,Childs,2023-07-21,40.340258,-121.486554,14.32546639,1.267876052,2.681967307,7.260146015,0.0262975,0.05899500000000002,0.0353175,0.41157250000000006,0.144685,0.06941750000000002,2023-06-23,LANDSAT_9,4227,1478.6470947265625,4876,16,0.7150156779934888,159.97152709960938,1457,198,12,280.92498779296875,306.7168273925781,6.97639630477159,11.653500389325407,0.8419409698136007,0.47979128371302865,0.659519700752938,0.5960380825650288,-0.41734743009277814,-0.42070895522388047,0.7821080161249118,7.168471875,11.618678749999999,12.934715624999999,43.57012312500001,40.134026875,25.304380624999997,84.6096169001062,6.499480613878896,52.6910038354479,52.951522937236945,2.84210021201611,-85.2602146192319,61.375816782163
CH07,Childs,2023-07-21,40.340602,-121.4874,9.573636441,0.611380913,7.387070819,4.613378726,0.023354999999999987,0.06262499999999999,0.03595000000000001,0.39284500000000006,0.1290925,0.06213000000000002,2023-06-15,LANDSAT_8,4224,1479.440185546875,4880,13,1.1291747257011184,159.7025146484375,1458,199,13,280.91802978515625,306.71826171875,6.27297405189621,10.927538247566062,0.8323208059795474,0.505333492994851,0.6224699269036702,0.5763839167954179,-0.4321045002731218,-0.3466950069764107,0.7843848778894706,7.2158440624999995,11.912325000000001,13.410523625,43.264701,39.9131103125,25.320103312500002,80.57369981480946,7.428098028589245,51.00332101752199,51.21697736746155,2.469941337416702,-80.73117440725241,59.741582682642544
CH08,Childs,2023-07-21,40.340556,-121.485676,6.817928072,0.285084528,0.974448122,2.389122401,0.0322375,0.067245,0.048655000000000004,0.31760499999999997,0.1719925,0.09925499999999998,2023-06-15,LANDSAT_8,4225,1478.309326171875,4873,18,1.2418697900495652,161.0384521484375,1457,187,0,280.9200744628906,306.71051025390625,4.723102089374675,6.527694995375603,0.7343144214492436,0.2974126706120844,0.49159068289887703,0.46570890956525746,-0.22646321583200396,-0.4378389675531637,0.6349311754228825,8.419264930555556,12.21387076388889,12.822099722222221,41.62286576388888,36.056962013888885,23.344813541666664,94.56984010132197,11.322066297087325,54.22822963077583,53.46018689135035,-0.5996985699356512,-89.60358773200903,70.96174539089749
CH09,Childs,2023-07-21,40.340509,-121.485686,9.910978014,0.644729664,0.196288912,4.484190724,0.031247499999999984,0.06930750000000002,0.041559999999999986,0.44031000000000003,0.17677749999999998,0.08443250000000002,2023-06-15,LANDSAT_8,4225,1478.473388671875,4873,17,0.9397036617059351,160.7956085205078,1457,195,0,280.9200744628906,306.71051025390625,6.352992100422031,10.594562078922046,0.8275053437649159,0.42705856138716153,0.6849897487741046,0.6091692382902014,-0.36704136136658483,-0.43671901985086437,0.7586586408469648,8.664156624999999,13.457302125,14.442803125000001,50.74998612500001,45.1184715,28.051399500000002,94.00983646378052,8.646536354652866,63.0484808906487,61.061155437819316,0.5373474065983999,-92.34659182215782,70.2188780702808
CH10,Childs,2023-07-21,40.340062,-121.485823,16.23858875,1.228434433,0.956179648,7.171199407,0.03220999999999999,0.07370749999999998,0.045355000000000006,0.4799925,0.17587000000000003,0.08363500000000001,2023-06-23,LANDSAT_9,4226,1477.9949951171875,4874,19,0.6357265043908945,160.12449645996094,1457,195,11,280.9316711425781,306.7167053222656,6.512125631719976,10.583011795832872,0.8273333365058367,0.4636985648668737,0.7193376904731562,0.635839313013393,-0.3967365554195882,-0.4093417876210798,0.7705670716963606,7.628044062499999,12.249322812499997,13.6958434375,47.400266249999994,44.261024375000005,27.450246875000005,84.14895524379475,3.992385588180966,56.39523337453393,55.597905564302856,4.158321691868322,-87.77094918398552,61.249548186620004
CH16,Childs,2023-07-26,40.320583,-121.472817,7.328408999,0.541932044,3.761750665,4.900360704,0.022172499999999984,0.051624999999999976,0.03193499999999999,0.41157250000000006,0.14517999999999998,0.067465,2023-07-09,LANDSAT_9,4236,1463.79150390625,4893,51,1.2284429176473022,137.3629913330078,1466,195,0,281.3598937988281,306.8807373046875,7.972348668280876,12.887819007358702,0.8559889066137552,0.47847562426751583,0.6605199950239711,0.603552435990175,-0.42011262809809136,-0.47536902009603427,0.792794670566125,5.7883474999999995,9.590881125,8.4981535,50.448736625,26.403392500000002,13.015417625000001,120.45558040250909,50.16120337440039,76.4080706100397,73.56989706552781,-37.7438090065885,-83.53413094496554,109.0556753418337
CH16B,Childs,2023-07-26,40.320326,-121.472511,12.27615207,0.961152888,1.215047797,6.862209032,0.024730000000000002,0.05566749999999998,0.03237499999999999,0.43162000000000006,0.1518625,0.06763000000000002,2023-07-01,LANDSAT_8,4237,1463.588623046875,4891,47,0.7384986389292103,135.82273864746094,1465,193,0,281.3591003417969,306.8865661621094,7.7535366237032415,13.3318918918919,0.8604510824470092,0.47946168051312593,0.6929436022757649,0.6212350686466217,-0.42478584112240714,-0.46352334602226203,0.8002649386703682,6.235356666666668,10.645849444444444,9.442125555555554,53.96492194444444,29.787714097222224,14.94458375,119.99617415758397,47.36010038576856,79.72460516963966,75.99378809692934,-34.826280713681825,-83.59935038770072,107.38315518498334
CH21,Childs,2023-07-26,40.320671,-121.473366,4.977617235,0.158072137,1.113599468,2.37814021,0.025582500000000008,0.056794999999999984,0.03419,0.44985250000000004,0.1668775,0.07513750000000002,2023-07-01,LANDSAT_8,4231,1463.8240966796875,4895,47,0.5902084914798004,139.06361389160156,1467,195,0,281.3746032714844,306.87432861328125,7.920635619332691,13.157429072828315,0.8587314130474081,0.4588312551683882,0.7102312774295407,0.6336044937083511,-0.4055676069194128,-0.4921592953984063,0.7920289909919026,6.232786874999999,10.680451249999999,9.83243375,55.51641687499999,31.557921875,16.05369,117.79720480092361,42.71657966053064,80.34188767503807,76.69355777045918,-31.35544098996273,-87.7509975422015,103.65090102253875
CH23B,Childs,2023-07-26,40.32096,-121.473246,13.31202486,1.108239492,1.072786923,7.136688898,0.023354999999999987,0.055420000000000025,0.0343,0.44715750000000004,0.152385,0.07125999999999999,2023-07-09,LANDSAT_9,4234,1464.4027099609375,4894,53,1.1713047199637772,138.83448791503906,1466,196,2,281.3606872558594,306.8749084472656,8.068522194153733,13.036661807580177,0.8575159801228561,0.4916623925743379,0.6984349994417358,0.6309863137221938,-0.43187550165665567,-0.4666153364933469,0.7968238762404316,6.145670595238095,10.12646681547619,9.474640535714286,51.19412806547619,27.66396848214286,14.022063779761902,113.97811079498277,46.43512591364389,74.32320485506203,71.3424987267914,-34.61868507699163,-81.37589278142866,102.70177722391023
CH26,Childs,2023-07-28,40.319109,-121.467808,8.32695667,0.615588292,1.13109056,5.841796538,0.02610499999999999,0.059599999999999986,0.037022499999999986,0.39521,0.1462525,0.06741000000000003,2023-07-01,LANDSAT_8,4268,1461.991943359375,4878,102,1.6461530619542821,142.872314453125,1462,187,3,281.2889099121094,306.9398193359375,6.631040268456378,10.674859882503887,0.8286917341939812,0.45978715054135794,0.6299208790358463,0.5763382525282051,-0.39372136489191023,-0.4209446083967891,0.773821091868771,5.788640961538461,10.09376173076923,9.245139759615384,50.95766384615385,27.391226298076923,13.740342115384617,121.52375256262775,52.11096106226391,75.78207695282231,73.35697740296335,-37.499539378928176,-81.17256822342513,110.94560347058888
CH27,Childs,2023-07-28,40.318895,-121.467799,7.287283121,0.711183009,1.247697834,4.773124259,0.02593999999999999,0.06268000000000001,0.036087499999999995,0.449605,0.15862749999999998,0.06991249999999999,2023-07-01,LANDSAT_8,4267,1461.3155517578125,4878,110,0.3905044471284578,144.83119201660156,1462,185,0,281.2953186035156,306.94268798828125,7.173021697511166,12.458746103221339,0.8513977465165717,0.47839847426765264,0.7025059799671102,0.6292796688622466,-0.4189866618924,-0.43354834336839,0.7963523983894538,6.881263333333333,11.692317291666665,10.75034375,55.84474979166667,31.092788124999995,15.064259583333335,121.6143909565576,49.197262888634775,78.8480177771757,76.65259291906926,-34.455544061715315,-84.8648670487065,111.18428921474579
CH28,Childs,2023-07-28,40.319507,-121.469175,12.55287927,1.059767349,3.230021495,6.916081823,0.025692500000000007,0.056794999999999984,0.03512499999999999,0.37090000000000006,0.1475725,0.06721749999999999,2023-07-01,LANDSAT_8,4260,1462.287109375,4880,88,1.4023372361752335,138.76817321777344,1462,196,0,281.3047180175781,306.9271545410156,6.530504445813895,10.55943060498221,0.8269810972230773,0.4307412640014659,0.6043656882641193,0.5559035346706769,-0.3692364791382555,-0.4441875542833377,0.7655779887786547,5.495667124999999,9.700318124999999,8.379878124999998,47.223903125,26.133102625,13.061252625,119.30340135000081,48.20005471620841,72.14400321501427,69.99871897929648,-35.67162376047253,-79.32206862223308,107.42664985058265
CH29,Childs,2023-07-28,40.319027,-121.469372,9.135405557,0.696781489,3.824718593,5.12052528,0.026764999999999983,0.05987500000000001,0.03611500000000001,0.39224,0.17463250000000002,0.079125,2023-07-01,LANDSAT_8,4257,1461.987548828125,4884,93,0.2204412188392953,140.17100524902344,1463,197,0,281.32501220703125,306.9294738769531,6.550981210855948,10.860861138031286,0.8313781793138868,0.38387379878191297,0.6322377799910167,0.575412961636443,-0.33069737714419545,-0.48935535110817346,0.7538925333918798,5.842995625,10.131414374999999,9.1373925,48.974188125,29.840726250000003,15.046956875000001,115.46114824441403,40.0634338397063,72.07362923392421,70.13329248289854,-27.97112369669733,-84.2813132114128,101.98528372433681
CH31,Childs,2023-07-28,40.319259,-121.470866,10.6440935,0.75264733,0.435333823,5.268859267,0.028799999999999992,0.060865,0.04263249999999999,0.41028000000000003,0.1903625,0.0926825,2023-07-09,LANDSAT_9,4249,1462.7769775390625,4889,60,0.9144617579783694,134.5551300048828,1463,199,0,281.34820556640625,306.91357421875,6.740819847202826,9.623643933618721,0.8117406783871056,0.36613709486091983,0.6338422150578418,0.5787218133879029,-0.30663988394152447,-0.5154590958394284,0.7277329821270091,6.898143322368421,11.393004934210525,9.961366513157895,52.23856026315789,31.067654506578947,15.888310888157893,116.13850035340207,39.97596883607086,76.54449814764467,72.85378433633076,-28.25363861099207,-83.70717047286502,101.18499122627988
CH33,Childs,2023-07-28,40.319371,-121.47003,11.46148124,0.857595923,2.53037785,5.61702218,0.024977499999999986,0.057730000000000004,0.0327325,0.427055,0.15994750000000002,0.07079249999999998,2023-07-01,LANDSAT_8,4253,1462.39892578125,4884,74,0.4122107794804006,136.79063415527344,1463,202,0,281.326904296875,306.9173583984375,7.397453663606444,13.046818910868405,0.8576190087812304,0.4550363925196229,0.6864378380966059,0.6162653191461651,-0.4022762083874595,-0.46958229490875264,0.7923383834812172,5.926029732142856,10.27778,9.413556160714286,52.942765982142866,29.847867232142857,14.585069642857142,116.66217273227993,44.73104601550426,77.140289798728,74.11161490120088,-32.93354133742719,-83.56854868183862,104.08236734209783
CH35,Childs,2023-07-28,40.3193,-121.470842,8.794475392,0.526282222,3.739595283,3.374822106,0.023739999999999983,0.04733499999999999,0.031137499999999985,0.37205499999999997,0.14517999999999998,0.067575,2023-07-17,LANDSAT_8,4249,1462.7769775390625,4889,60,0.9144617579783694,134.5551300048828,1463,195,1,281.34820556640625,306.91357421875,7.860040139431711,11.948775592131678,0.8455452420369923,0.43863040977505396,0.6172329323667649,0.5661874406618744,-0.3836264720662458,-0.5082461106926733,0.774965710537301,4.995046124999999,8.668074,7.3240225,48.20646025,24.620212125000002,12.578468125,124.34605599702837,53.58263058937349,76.73361402010707,73.62444095938085,-41.47245125704744,-82.72293055797563,111.63251023958584
CH37,Childs,2023-07-24,40.34434,-121.480531,17.66213894,1.10353845,1.066956559,6.630807122,0.030285000000000006,0.07191999999999998,0.0475825,0.34249250000000003,0.1794175,0.09361750000000002,2023-06-15,LANDSAT_8,4238,1494.5050048828125,4844,7,4.312369137053588,173.39576721191406,1448,193,0,280.8377685546875,306.6570129394531,4.762131535038933,7.197866862817213,0.756034096007178,0.312458086643291,0.5263054574008639,0.4969974440356149,-0.24305263201770658,-0.4277017953946388,0.6693498702509002,7.067931666666666,10.493478333333332,11.052413541666667,34.526280625,35.94612624999999,24.50504916666667,85.509622821113,-4.837249584316567,44.61748664813035,44.468779621497944,11.008246031019036,-92.49678809097269,55.51270031403229
