UniqueID,CalFireID,FireYear,Description,Area_km2,ANPP_mean,ANPP_std,BNPP_mean,BNPP_std,Rh_mean,Rh_std,NEP_mean,NEP_std
SNM16788,10563,1988,touching_perimeter,7.449869937470729,136.9834105714883,84.70823462256718,836.7266167626967,302.01291556524245,631.2796655985763,236.78592044078653,342.4303617356087,250.73226991256985
SNM3372,10551,1988,entirely_within,0.023365818333808,93.520031820918,21.602691706725007,691.7219828864651,118.10634769348354,155.0619220460706,29.799184038176705,630.1800926613124,147.45345809094974
SNM16820,10560,1988,entirely_within,0.015833967683354,75.95616342445967,37.28196893716794,701.082686258619,95.26652863509563,378.83421549204127,75.80500137723509,398.2046341910373,51.100838981758194
SNM13035,10759,1988,touching_perimeter,0.10210002438229,66.56977383517012,83.79281260440266,496.51145592246957,121.00569080760258,450.7459645160623,189.34287654374725,112.33526524157736,214.89999512703486
SNM10700,10587,1988,touching_perimeter,0.041841274986872,161.8065159252811,80.86499896270756,1456.2745775274593,137.2687550724428,603.4625626859623,59.84674156119628,1014.6185307667782,136.3241822510824
SNM10688,10587,1988,touching_perimeter,0.107597754570179,138.4129497928564,56.60017646347594,1181.0498109877133,161.68430667988818,511.0003018940845,119.71915845227151,808.4624588864851,164.5169520133499
SNM3090,10363,1989,entirely_within,0.035018801435985,144.64729054540007,12.649969836815517,858.2125578793823,45.874336134304066,589.3044405175958,42.5732460868804,413.5554079071866,59.90665495430891
SNM3086,10363,1989,touching_perimeter,0.043562473450971,157.241337046022,28.906055398018736,901.8006747268736,78.66864901284767,514.0507575425856,29.312374289169966,544.9912542303099,63.49390358101919
SNM12546,10363,1989,touching_perimeter,0.199529824947274,167.78904524221215,34.15416570367981,824.9941690945928,132.82705959802095,500.9888359815653,55.00495371560223,491.7943783552399,165.55961919185646
SNM12844,10455,1989,touching_perimeter,0.462567071589699,171.7237635725495,47.71565740302356,662.0267912542938,169.52105190811392,902.7896369780036,122.41751343360504,-69.0390821511603,215.74782194382948
SNM3089,10363,1989,touching_perimeter,0.065730922439081,147.9762187729829,23.11729382230889,855.0850896336711,109.70156801710944,499.79471555612827,49.56516722549295,503.2665928505256,110.38371692077601
SNM2986,10363,1989,touching_perimeter,0.062315089989384,127.123962165188,33.7181874934585,1193.7289855423212,163.7555051991966,472.35786980801777,156.0233657840065,848.4950778994917,203.0967709582174
SNM12735,10186,1990,touching_perimeter,0.31997852684708,179.97997918652882,53.60187121462411,729.2344539718514,180.11624477692246,883.004221564764,149.04674944517734,26.21021159361626,220.55109652460695
SNM15763,10217,1990,entirely_within,0.01847134442918,95.42969192792984,46.634426980352295,959.7103379879292,70.31726757101902,551.9516418423387,105.9462057969709,503.1883880735203,123.20986248280155
SNM11933,10224,1990,entirely_within,0.009753784810035,35.557506403381666,39.17915755643294,815.0784642633181,85.22466545248525,423.4039349954806,102.89456875939737,427.23203567121914,115.82720464120025
SNM6702,10189,1990,entirely_within,0.138859111048932,194.27072210015376,89.90815153435352,599.6984267551181,124.87601839917772,588.2716930011152,163.47870386855087,205.6974558541567,224.20525977255218
SNM878,10187,1990,entirely_within,0.006123040859339,335.45740543843186,,883.8990954399685,,587.2601804405246,,632.0963204378758,
SNM11165,10189,1990,entirely_within,0.024148000598806,189.20766159921862,22.393154621788163,553.7212131265641,91.59531682934106,792.379848832706,78.47819146353768,-49.450974106923276,146.4902789202312
SNM12480,10187,1990,touching_perimeter,0.24315970183046,169.6648090604205,78.59826343986175,956.7693618538229,182.09553466550193,510.7678311857577,76.56949698585679,615.6663397284857,182.35773422220572
SNM11943,10224,1990,entirely_within,0.008252760046968,55.13519282301439,,818.9312074846499,,350.29687130435013,,523.7695290033141,
SNM11943,10323,1990,entirely_within,0.008252760046968,55.13519282301439,,818.9312074846499,,350.29687130435013,,523.7695290033141,
SNM892,10187,1990,entirely_within,0.005826600745647,239.4257718327109,,986.8719420263318,,441.1567563831565,,785.1409574758862,
SNM390,10187,1990,entirely_within,0.019979493093411,124.25770499632709,59.335590154374074,1040.9237591210365,200.44447978282696,411.5722085174834,103.46603178528399,753.6092555998803,120.34561806236042
SNM889,10187,1990,entirely_within,0.016701880709536,131.93664207096546,,1007.1639260483502,,304.1585836694996,,834.9419844498159,
SNM11124,10194,1990,entirely_within,0.015358441804621,136.38049134173062,36.93796173546999,703.6493847505741,65.14699187480844,537.328222023868,32.704636527276996,302.70165406843665,36.83953713789805
