ID,Site,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,Blue_June,Green_June,Red_June,NIR_June,SWIR_1_June,SWIR_2_June,Blue_Sept,Green_Sept,Red_Sept,NIR_Sept,SWIR_1_Sept,SWIR_2_Sept,Elevation,Flow,Slope,MAP_30year,MAT_30_year,NDVI_June,NDWI_June,EVI_June,SAVI_June,BSI_June,NDPI_June,NDVI_Sept,NDWI_Sept,EVI_Sept,SAVI_Sept,BSI_Sept,NDPI_Sept,Shallow_Clay,Deep_Clay,Shallow_Sand,Deep_Sand,Shallow_Hydra_Conduc,Deep_Hydra_Conduc,Lithology
D10,Dotta,2016-07-07,39.90626656,-120.3808085,14.42008401,0.939828653,2.612002942,5.956539833,0.0398021153846153,0.0638498076923076,0.0658023076923076,0.2774063461538462,0.2082586538461538,0.1187609615384615,0.0576344047619047,0.0819129761904761,0.1079122619047618,0.222842619047619,0.3060838095238095,0.1927563095238095,1700.5382080078125,137,0.5892427376647763,622.8666666666667,7.586155913978496,0.616546337308825,0.1423773430403515,0.3850974957171182,0.3764264707727009,-0.0729743469152584,0.5137704118425837,0.3474789451690775,-0.1573776351108331,0.1998013028233302,0.2075167292627288,0.192259496493916,0.210817365986221,19.541486740112305,22.721630096435547,48.3040771484375,46.61562728881836,0.4375687837600708,0.2278586030006408,19
D11,Dotta,2016-07-07,39.90641098,-120.381115,7.543926984,0.491328502,2.938503309,3.436054075,0.0418974038461538,0.0666294230769231,0.0712124038461538,0.2683673076923076,0.2214924999999999,0.1308218269230769,0.0601513095238094,0.0847166666666666,0.1132682142857143,0.2209320238095238,0.315072380952381,0.2022294047619047,1700.18408203125,140,0.578260806332242,623.0333333333333,7.586155913978496,0.5805850501284251,0.0956902504680499,0.3567998137913106,0.3522385685420211,-0.0291222098830084,0.4672582999463052,0.3221535991040443,-0.175633551341196,0.1857032695936418,0.1935934646272263,0.2075730123754,0.1835332549408393,19.05257797241211,22.76556205749512,50.43082809448242,48.450931549072266,0.4463964104652405,0.2361098378896713,19
D12,Dotta,2016-07-07,39.90658399,-120.381405,6.900145408,0.404245285,1.76076984,2.712172543,0.0453225892857143,0.0704133928571428,0.0773934821428571,0.2616690178571428,0.2298515178571428,0.1411502678571428,0.0598799999999999,0.0835087499999999,0.1113675,0.2147462499999999,0.3106825,0.2033325,1700.18408203125,140,0.578260806332242,622.6666666666666,7.585349462365592,0.5434854509545755,0.0647327989129941,0.3323608343297463,0.3294311252992817,0.0004125329786537,0.4255406161797899,0.3170021196591679,-0.1825866018941674,0.1802466434366883,0.1877079578932077,0.2116101273726499,0.1716253837685721,19.192821502685547,22.76556205749512,50.35469436645508,48.450931549072266,0.4594057202339172,0.2361098378896713,19
D2,Dotta,2016-06-29,39.902602,-120.368949,10.26610274,0.80435986,1.744917016,4.205570544,0.0495191346153846,0.0758609615384615,0.0848016346153845,0.2430990384615384,0.2471203846153846,0.1641391346153846,0.0704086956521739,0.0943611956521739,0.1233701086956521,0.2224143478260869,0.3207256521739129,0.2220377173913043,1710.3258056640625,26,1.3616738082076918,622.2666666666667,7.5932795698924735,0.4827602284580199,-0.008203155494341,0.2866636096978696,0.2868050642920167,0.0629324527675591,0.3400931205782739,0.2864334624139128,-0.1810054577969327,0.1726026860650998,0.1756551063927404,0.205277320240431,0.1429361458580392,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,19
D3,Dotta,2016-06-29,39.90238499,-120.368752,9.193797072,0.660691713,2.223232017,3.002347542,0.0509191666666666,0.0770187037037036,0.0861110185185184,0.244679074074074,0.2567892592592593,0.1684409259259259,0.0657393749999999,0.090214375,0.1196072916666666,0.2220551041666666,0.3271738541666666,0.2215486458333333,1710.983642578125,19,0.905021887355386,622.2666666666667,7.594489247311829,0.479361562230496,-0.0241494514811873,0.287375204938383,0.2862962443269922,0.0740832369459367,0.3333455372194746,0.2998510042351139,-0.1913933131257113,0.1770427568683299,0.1825811863649308,0.2164333545190348,0.1490068419012025,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,19
D4,Dotta,2016-06-29,39.90252304,-120.368462,7.262524161,0.519744752,2.522917538,3.561670146,0.0459790384615384,0.0705439423076923,0.0759995192307692,0.2501496153846154,0.2424601923076923,0.1471250961538461,0.0632025,0.0878325,0.11592875,0.22665875,0.3267475,0.21096375,1711.443603515625,17,0.8550897818653045,622.1,7.588978494623657,0.5339584799426642,0.0156095614761409,0.3198222137273503,0.3161961119191671,0.0363349828113533,0.3996561337066945,0.3232166964644068,-0.1808594499971765,0.1911494342163183,0.1971249276781343,0.2086104806921147,0.1792770033732835,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,19
D5,Dotta,2016-06-29,39.90274399,-120.368636,8.783139195,0.655006979,4.496401014,3.208847183,0.0439673076923076,0.0686115384615385,0.0722574038461538,0.257190673076923,0.2268084615384615,0.1341588461538461,0.0638290217391304,0.0890584782608695,0.119328804347826,0.2255792391304348,0.3189979347826087,0.2036689130434782,1710.98095703125,18,1.0790184594918495,622.0333333333333,7.588978494623657,0.5613426885291836,0.0627732765733251,0.339706002354779,0.3344391428034861,-0.0034855585928839,0.4421177289466754,0.3080543837456362,-0.1715435389642142,0.1815831556612121,0.1886307668676062,0.2046328378611301,0.1809884424997435,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,19
D6,Dotta,2016-06-29,39.90298379,-120.3688082,11.0728706,0.818131558,1.244647198,3.710723245,0.0461588461538461,0.0706571153846153,0.0767726923076923,0.2451488461538462,0.2383225,0.1517228846153845,0.0692907608695652,0.0924290217391304,0.120553152173913,0.2222852173913043,0.3262890217391305,0.2194311956521739,1711.0374755859375,18,1.1217126157044377,622.1,7.588709677419356,0.5230347576332502,0.0141194430821014,0.3096074944337865,0.3072850861676858,0.0392272210497272,0.3815108848436906,0.2967347713921473,-0.1895892969977707,0.1783617260073763,0.1810526232981129,0.2102686603722676,0.150709262418874,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,19
D7,Dotta,2016-07-07,39.90637503,-120.381626,9.777318716,0.677042671,2.775253126,4.67674116,0.0504526851851852,0.076599074074074,0.0893733333333333,0.2486726851851852,0.2560325,0.1671861111111111,0.0658595238095238,0.0900621428571428,0.1185023809523809,0.2166079761904761,0.3182558333333333,0.2170754761904761,1699.7037353515625,150,1.0532526841036365,623.0333333333333,7.586155913978496,0.4712356990624497,-0.0145824038088975,0.2831449779480639,0.2851263802913678,0.071804844663872,0.3359313059816209,0.2927560821293057,-0.1900443726662951,0.1710735316818398,0.1762143070056182,0.2145233564666764,0.1446128436025522,19.451351165771484,23.03278923034668,49.13625717163086,46.76985549926758,0.4606639444828033,0.2166092991828918,19
D8,Dotta,2016-07-07,39.90622348,-120.3813162,8.452499553,0.599027545,1.026144013,4.467057727,0.0418974038461538,0.0666294230769231,0.0712124038461538,0.2683673076923076,0.2214924999999999,0.1308218269230769,0.0601513095238094,0.0847166666666666,0.1132682142857143,0.2209320238095238,0.315072380952381,0.2022294047619047,1700.1929931640625,150,0.8110366860071788,623.0333333333333,7.586155913978496,0.5805850501284251,0.0956902504680499,0.3567998137913106,0.3522385685420211,-0.0291222098830084,0.4672582999463052,0.3221535991040443,-0.175633551341196,0.1857032695936418,0.1935934646272263,0.2075730123754,0.1835332549408393,19.05257797241211,23.556734085083008,50.43082809448242,47.36894226074219,0.4463964104652405,0.1350477635860443,19
D9,Dotta,2016-07-07,39.90608602,-120.3810322,9.915235922,0.718163687,4.914996607,5.136948107,0.038865,0.0653697115384615,0.069049423076923,0.2736367307692308,0.2163690384615385,0.1258760576923077,0.0593053571428571,0.0838366666666666,0.1123973809523809,0.2223921428571428,0.3182230952380953,0.2010809523809523,1700.53369140625,130,0.8138707928361,623.1333333333333,7.586155913978496,0.5970107207312365,0.1168714654066083,0.3662643265499033,0.3641699346047257,-0.0452957929489561,0.4884104828853104,0.3285489959576593,-0.1772627658787343,0.1893867140697129,0.1976452005581105,0.2090681144773661,0.1898663342885841,21.310522079467773,22.11058807373047,44.21395492553711,44.38321685791016,0.3932885229587555,0.2651638984680176,19
LC1,Lower Clarks,2016-07-27,40.12300942,-120.5030499,9.138479577,0.714038937,3.113414221,2.792785574,0.048694875,0.0712105,0.077233,0.201669125,0.2025532499999999,0.143179375,0.0540014583333333,0.07504125,0.0904698958333333,0.187014375,0.2163545833333333,0.1518911458333333,1679.4366455078125,195,3.0729295374799386,580.9666666666667,7.564919354838711,0.4461641337440509,-0.002187224297022,0.2393268309762686,0.2396375378998998,0.0554979461011287,0.3098862546531383,0.3479277541632428,-0.072737893502175,0.1821837574348583,0.1862632135242822,0.1201237739023327,0.2282986296998362,16.219951629638672,21.060667037963867,51.75044250488281,46.27402877807617,0.5822575688362122,0.4266534745693207,5
LC10,Lower Clarks,2016-07-27,40.12339767,-120.5046246,14.70904926,1.070590423,3.77224532,4.498771599,0.0559299999999999,0.08038,0.0953125,0.2123775,0.27775125,0.195765,0.0738255208333333,0.1019912499999999,0.13545875,0.2158091666666666,0.3380661458333333,0.2429791666666667,1679.0562744140625,106,0.4507314056458147,581.3,7.564919354838711,0.380464103480776,-0.1333807698487387,0.2144397163640226,0.2174070497344277,0.1633316897194878,0.2070706367432238,0.2287439667964741,-0.2207301470340703,0.1361991268370391,0.1415836573190089,0.2409590501768143,0.0828985155269492,7.112245082855225,8.21142292022705,65.43199157714844,67.47498321533203,0.2124534100294113,0.5712049603462219,5
LC12,Lower Clarks,2016-07-27,40.12289886,-120.5043605,7.147938721,0.630972635,1.784091295,2.262303958,0.0572664285714285,0.0798819047619047,0.092437619047619,0.1969703571428571,0.2686680952380952,0.2000673809523809,0.07069625,0.0939174999999999,0.1218799999999999,0.19609125,0.3090875,0.2301,1679.01416015625,128,0.1021448647182095,581.3,7.566129032258065,0.3611950833947957,-0.1539772708388354,0.1976645252287534,0.1986287342820351,0.1736738947357424,0.1697790172080536,0.2333898111857597,-0.2236757781280388,0.1327904720280893,0.1360889823450396,0.2352974898065939,0.0727443087923688,18.527557373046875,35.5187873840332,30.635683059692383,33.9206657409668,0.5659887194633484,0.1072726175189018,5
LC3,Lower Clarks,2016-07-27,40.12348308,-120.5033699,8.183320313,0.760528074,3.824718593,2.566291775,0.0525133695652173,0.076168152173913,0.0846441304347826,0.2085101086956521,0.2197934782608696,0.1562577173913043,0.0527548913043478,0.0753515217391304,0.095280652173913,0.1856970652173913,0.2382352173913043,0.1707920652173913,1678.9981689453125,174,1.9025683036293424,580.9333333333333,7.563978494623656,0.422528354453565,-0.0263443265684413,0.2341468287781112,0.2342532615030877,0.0767765128957862,0.2844662117127836,0.3217921117835817,-0.1239305293067468,0.1659967907418829,0.17366003734171,0.1662050008893781,0.1820206643093775,16.906648635864258,15.196366310119627,48.2152099609375,62.617794036865234,0.5122709274291992,0.7722529172897339,5
LC4,Lower Clarks,2016-07-27,40.12336364,-120.5036824,9.280781858,0.667363198,1.282680016,2.585258736,0.0428092857142856,0.0688033333333333,0.0674257142857143,0.2457422619047619,0.1970803571428571,0.1242917857142856,0.0516398958333333,0.0760335416666667,0.0897182291666666,0.22064,0.2272904166666666,0.1434807291666667,1679.06396484375,173,0.7684055815917078,581.0,7.564919354838711,0.5693958551834535,0.1098902871460409,0.3353764262900399,0.3289293593208571,-0.0434773437022404,0.4532833847509916,0.421840823054273,-0.0148469860925199,0.2386209235583524,0.2423405466640975,0.0759029691524207,0.3211432988127545,13.984768867492676,21.409975051879883,58.1113395690918,53.50284194946289,0.3901401162147522,0.5441501140594482,5
LC6,Lower Clarks,2016-07-27,40.12288084,-120.5033593,4.040703887,0.240178343,6.261810624,1.175045799,0.0427791666666666,0.0677020238095238,0.0669699999999999,0.2268091666666666,0.1925664285714285,0.1283211904761905,0.0471825,0.0704537499999999,0.0808125,0.2034849999999999,0.2097287499999999,0.13924375,1679.4366455078125,195,3.0729295374799386,581.0,7.564919354838711,0.5440793112740581,0.0816517186122793,0.3055531217691487,0.3020471688704352,-0.0189972299268693,0.4141382127067036,0.4314934179864401,-0.0151102183797126,0.2298113606964451,0.2346160098687041,0.0736753609397482,0.3127757495994044,14.421717643737791,21.060667037963867,57.952880859375,46.27402877807617,0.6022221446037292,0.4266534745693207,5
LC7,Lower Clarks,2016-07-27,40.1230002,-120.5040419,8.78364274,0.69446457,6.704918266,2.820474648,0.0539899999999999,0.0763,0.0850462499999999,0.19236625,0.2368374999999999,0.18313875,0.0630375,0.0845927173913043,0.1053289130434783,0.1846616304347826,0.268118152173913,0.2052316304347826,1679.0093994140625,150,0.1067156548644788,581.3,7.566129032258065,0.3868607218492318,-0.103613377096542,0.2067474173429335,0.2070715353817954,0.1329147895255525,0.2001393129556682,0.2735700152141391,-0.1843203361649557,0.1475843464636564,0.1506335450080373,0.2024449890586213,0.1059313107830721,18.527557373046875,26.490943908691406,30.635683059692383,46.06360626220703,0.5659887194633484,0.1833836287260055,5
LC9,Lower Clarks,2016-07-27,40.12349842,-120.5043098,10.07449082,0.786080346,0.868724193,3.123681868,0.0522419565217391,0.0751745652173913,0.0830575,0.2081047826086956,0.2259020652173913,0.1663514130434782,0.0596034375,0.08656375,0.1101220833333333,0.2008411458333333,0.2763366666666666,0.2060546875,1678.9805908203125,129,0.041647310518302,581.2333333333333,7.565322580645162,0.429476240838349,-0.0410069165909274,0.2377984616825812,0.2370827427396648,0.0853895797669857,0.2696608652565274,0.2917356587243869,-0.1582125548499455,0.1603322601719137,0.1677987223783651,0.1947959767301656,0.1373509234564524,15.808355331420898,19.02934837341309,53.51670455932617,51.56539535522461,0.53337562084198,0.2362936735153198,5
LX1,Lower Dixie,2016-07-18,39.93990096,-120.338961,5.677460429,0.44984847,2.786913853,1.779412475,0.0495418749999999,0.0739813541666666,0.0829532291666667,0.2305697916666667,0.2306270833333333,0.1617327083333333,0.0619893269230769,0.08521625,0.1085975961538461,0.2101667307692307,0.2684138461538461,0.1892815384615385,1791.5634765625,32,2.0010778059091185,618.8,7.147177419354839,0.4708316541083339,-0.0001242238830578,0.2720089759647177,0.2721801818505187,0.0563737544177563,0.3244059048038957,0.3186339437533576,-0.1217080637895958,0.1817847614208699,0.1860776012257682,0.1615228498274862,0.1864935887675995,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX10,Lower Dixie,2016-07-18,39.93799802,-120.33828,12.15962801,0.792538149,1.247697834,3.914327676,0.0486920192307692,0.070616923076923,0.0786839423076923,0.2168545192307692,0.2068868269230769,0.1453576923076923,0.0406052,0.0569412999999999,0.070127,0.175749,0.1677487,0.1150113999999999,1794.24853515625,28,6.618767983593881,619.2,7.145833333333333,0.4675214731910463,0.0235230581064737,0.260941822721598,0.2605227470508606,0.0363338811714662,0.3350031752457813,0.4295742569425239,0.0232906945228453,0.2043813643020127,0.2124119826888115,0.0473801922770826,0.3232859107129078,21.216737747192383,25.574560165405277,43.52363204956055,41.06930160522461,0.1503164768218994,0.1456387639045715,5
LX11,Lower Dixie,2016-07-18,39.93820396,-120.338482,11.3471777,0.826650801,0.215723458,5.015723237,0.0535137,0.0784958,0.0920071,0.2377263,0.2581895999999999,0.1831388,0.0493580434782608,0.0711990217391304,0.0943085869565217,0.2019017391304348,0.2685880434782609,0.192095,1793.7861328125,24,6.104546631928332,619.1666666666666,7.145833333333333,0.4419303594964902,-0.0412636497438375,0.2623838681219604,0.2634325676175021,0.0919135122764256,0.2855930211735323,0.3632322802356582,-0.1417380500338915,0.1924649770078067,0.2026973564309737,0.1817726648377174,0.1903308146327634,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX12,Lower Dixie,2016-07-18,39.93839599,-120.33869,12.14995866,0.859558888,0.717134737,4.976808899,0.0469577,0.0744962,0.0830146,0.2678817,0.2444869,0.1609881,0.0533930208333333,0.0779379166666666,0.1013942708333333,0.2309364583333333,0.2784175,0.1860885416666666,1792.4268798828125,26,1.1219697726519713,619.1666666666666,7.145833333333333,0.5268425457891691,0.0456600970473211,0.3269006555480388,0.3258924148571337,0.0197124299573635,0.3908539627144678,0.3897990048191828,-0.0932181656583769,0.2250786894449632,0.2334568152308246,0.1437680488400121,0.2496689799645085,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX2,Lower Dixie,2016-07-18,39.93969301,-120.338712,7.918917532,0.559482225,3.848040048,3.076851313,0.0534652999999999,0.0783153999999999,0.0920995,0.2237508,0.2497459999999999,0.1819761,0.0654215384615384,0.0892323076923076,0.1165884615384615,0.2088879807692307,0.2820845192307692,0.2056324038461538,1793.271484375,35,2.0482173218386435,618.7,7.145833333333333,0.4168154977215472,-0.0549004766241291,0.2393036853203426,0.2420504717593412,0.1043989806507138,0.2591632853587177,0.2835827950445427,-0.1490848030420002,0.1627562153794505,0.1677204481561056,0.1847944954563625,0.145672132397316,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX3,Lower Dixie,2016-07-18,39.93953803,-120.338442,6.969885561,0.560948119,0.262366367,1.995139076,0.0471711,0.0736063,0.0841311,0.2482951,0.2399318,0.1628603,0.0620067592592592,0.0873179629629629,0.1153496296296296,0.2215108333333333,0.283282962962963,0.1967557407407407,1793.271484375,35,2.0482173218386435,618.7666666666667,7.145833333333333,0.4938359250865304,0.0171299451136345,0.293296973208253,0.2958172147873288,0.0461587680062163,0.3528596552202636,0.3151488980628037,-0.1223710158144883,0.1832187765539872,0.1902847757817937,0.1687531609608073,0.1887481885296806,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX4,Lower Dixie,2016-07-18,39.93929202,-120.338708,6.186286822,0.508734285,0.483920188,2.053979421,0.0500483333333333,0.0758364583333333,0.0885895833333333,0.2455996875,0.2459010416666667,0.1736528124999999,0.0595623148148148,0.0855121296296296,0.1154667592592592,0.2218642592592592,0.2939030555555555,0.2095717592592592,1793.510986328125,33,2.317540380970835,618.9333333333333,7.145833333333333,0.4698238928351791,-0.0006131306604115,0.2800202228767001,0.2823282011463974,0.0616413616646205,0.3217889758434371,0.3154097730688204,-0.1396730545481767,0.1812011385890446,0.1906011439566302,0.1852112182383161,0.1715999823155014,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX5,Lower Dixie,2016-07-18,39.93949603,-120.338936,8.91038439,0.702989997,6.314283897,3.718440385,0.0508627,0.0766202999999999,0.0900798999999999,0.2386492,0.2462029,0.1750967,0.0631239285714285,0.0887509821428571,0.1165721428571428,0.2184370535714285,0.2905391071428571,0.2091715178571428,1791.951904296875,25,2.4403254518350006,618.9666666666667,7.147311827956989,0.4519505574650982,-0.0155793900861726,0.2657468114435835,0.2689104919810345,0.0747384086186731,0.3036078359542484,0.3040660131131795,-0.1416609639835432,0.1763051411467849,0.1829888421887569,0.1823077249194198,0.1626632348776149,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX6,Lower Dixie,2016-07-18,39.93969703,-120.339184,10.16310309,0.788162928,1.428439109,3.104760155,0.044955652173913,0.0702532608695652,0.0736620652173912,0.2408811956521739,0.2146473913043478,0.1415679347826087,0.0555860576923076,0.079100673076923,0.0951352884615384,0.2207034615384615,0.2410873076923076,0.1602849038461538,1790.745361328125,15,1.3220360540903446,618.9333333333333,7.147311827956989,0.5316252205578967,0.0575898090679652,0.3106577353900505,0.3079378440678546,0.0043065829683616,0.3987567874299342,0.3975705105118453,-0.0441408696579203,0.2283689220211281,0.2308694697516937,0.0978479860523952,0.2812802723589999,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX7,Lower Dixie,2016-07-18,39.93859003,-120.338434,12.8026807,0.90287312,0.606357826,5.079098405,0.0414855208333333,0.0691264583333333,0.0710686458333333,0.2874821875,0.2237910416666667,0.1405359374999999,0.0531882692307692,0.0785316346153846,0.10061625,0.2462932692307692,0.2678225961538462,0.1761375961538461,1792.4268798828125,26,1.1219697726519713,619.1333333333333,7.145833333333333,0.6035784093840715,0.1245735982248564,0.3856944071758314,0.3781026118624309,-0.0546754135216688,0.4776152159937215,0.419927996077452,-0.0418764103048455,0.2509805536583891,0.2580151998346023,0.1032418073780096,0.2958066735867416,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX8,Lower Dixie,2016-07-18,39.938355,-120.338213,14.47897647,1.037464105,0.145759093,5.248172811,0.0399482608695652,0.067326304347826,0.0697092391304348,0.2809582608695652,0.2258614130434783,0.1429692391304348,0.0512823958333333,0.0771713541666667,0.0975121875,0.25276,0.2634460416666666,0.1704261458333333,1792.907958984375,31,1.6720592549499125,619.1666666666666,7.145833333333333,0.6024197330494854,0.1087109492034835,0.3773377380024876,0.3724998693481244,-0.0410978226564331,0.4675208499595599,0.4432204954896682,-0.0207011170039094,0.2670764405262167,0.2738790262382891,0.0855876388587354,0.3221244312880419,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
LX9,Lower Dixie,2016-07-18,39.93814697,-120.338016,8.424498018,0.609520557,0.903706375,3.114847542,0.0456981999999999,0.0716009999999999,0.0806495999999999,0.2587758999999999,0.2563273,0.174616,0.0468352173913043,0.0730522826086956,0.096751304347826,0.2328153260869565,0.2907375,0.2034489130434782,1793.029052734375,38,0.9546759586368396,619.1666666666666,7.145833333333333,0.5247876190798865,0.0047536105386258,0.3180969929361106,0.3183003732910186,0.0506707449205006,0.3592216477067526,0.4128573986984883,-0.1106329123384834,0.2326582232933408,0.2460272931925037,0.1616427830571867,0.2366901993938135,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,0.4366023540496826,0.4357041120529175,5
M1,McReynolds,2016-08-09,39.95647299,-120.496834,6.897615461,1.377460968,10.6520745,2.030224187,0.0341430208333333,0.0558588541666666,0.0511815625,0.2785847916666666,0.1620409374999999,0.0883294791666666,0.039855,0.0626921,0.0737636,0.2160331999999999,0.2068581,0.1233372999999999,1652.5966796875,978,0.4416066350208826,669.5,7.464784946236559,0.689588935600553,0.2644962526066742,0.4275777881287974,0.4110854122213369,-0.1891914694888597,0.6097982411613696,0.4909288163292346,0.0216961190736248,0.2615822595872639,0.2702016518679234,0.0461007336490902,0.3865648420399153,22.34457015991211,25.510202407836918,47.29015350341797,42.76166534423828,0.3230966627597809,-0.071662001311779,8
M10,McReynolds,2016-08-09,39.95878103,-120.486974,23.01332402,1.67613551,3.56818259,9.351742796,0.0320043478260869,0.0550254347826086,0.0496820652173913,0.3025864130434783,0.1621714130434782,0.0836505434782608,0.0433082142857143,0.0692249999999999,0.0901092857142856,0.2329547619047619,0.2560194047619047,0.1516438095238095,1658.1375732421875,797,0.6699056410638148,656.7,7.482526881720431,0.7179306791077703,0.3021250899252813,0.4646769098282505,0.4451138712923438,-0.2246108089711209,0.6480085806949047,0.442158380801684,-0.0471694507183771,0.2464894873302479,0.2603299401857577,0.1122536146087767,0.3306407083766948,20.32331657409668,22.55364418029785,49.12413024902344,44.86637115478516,0.4778868854045868,0.2494982182979583,19
M11,McReynolds,2016-08-09,39.95906099,-120.48712,17.62138323,1.406933689,4.640969512,7.973552747,0.03006,0.05287625,0.0440549999999999,0.3127250000000001,0.152495,0.0752837499999999,0.0440952380952381,0.0693625,0.0876172619047618,0.2375865476190476,0.2544925,0.1506852380952381,1657.916748046875,879,0.7633960971276971,656.6,7.485349462365592,0.7530410897471831,0.3444176948540477,0.4969462231939067,0.4703716239874881,-0.2711394587779397,0.6880300733575849,0.4611547630204063,-0.0343561719661765,0.2617126476392799,0.2726040839550172,0.0968720663515303,0.3462759268276384,20.9998779296875,22.387556076049805,45.956031799316406,44.51277160644531,0.4414621889591217,0.2811667025089264,19
M4,McReynolds,2016-08-09,39.95659696,-120.496731,4.355089526,0.438689232,3.988009217,1.236153233,0.0341430208333333,0.0558588541666666,0.0511815625,0.2785847916666666,0.1620409374999999,0.0883294791666666,0.039855,0.0626921,0.0737636,0.2160331999999999,0.2068581,0.1233372999999999,1652.5179443359375,842,1.2988751622045889,669.5,7.464784946236559,0.689588935600553,0.2644962526066742,0.4275777881287974,0.4110854122213369,-0.1891914694888597,0.6097982411613696,0.4909288163292346,0.0216961190736248,0.2615822595872639,0.2702016518679234,0.0461007336490902,0.3865648420399153,22.34457015991211,19.211645126342773,47.29015350341797,54.33846282958984,0.3230966627597809,0.4165419936180115,12
M5,McReynolds,2016-08-09,39.96023596,-120.488891,5.024347546,0.563543135,2.320484756,1.362092808,0.0463472916666666,0.0728103124999999,0.0818177083333333,0.2765704166666666,0.2416133333333333,0.144513125,0.05464625,0.08232,0.10983125,0.2221725,0.28674125,0.1854724999999999,1657.646240234375,1221,4.588398016377532,656.7333333333333,7.501344086021506,0.5434128386182812,0.0674607865131496,0.3429054013158905,0.3403228143446183,0.0007942048829417,0.4331034683177042,0.3383734370470211,-0.1268756247988977,0.1908860325024286,0.2025373984191777,0.177836807353823,0.2164307464372425,15.719149589538574,30.83310890197754,56.00764083862305,33.93447494506836,0.5597521662712097,-0.3768190443515777,19
M7,McReynolds,2016-08-09,39.960616,-120.488743,13.54147056,1.20844892,4.920826971,4.483869644,0.0357746874999999,0.0619294791666666,0.0623580208333333,0.2947582291666666,0.1988038541666666,0.1067246875,0.0442492708333333,0.0692444791666667,0.0885311458333333,0.2180939583333333,0.2392345833333333,0.145785,1655.735107421875,1242,4.442693487316404,656.1333333333333,7.503091397849463,0.6507690656287228,0.1944119660731636,0.4148237169981966,0.4067129896323865,-0.1172412578979519,0.5652087959888938,0.4225446995024122,-0.0462263407460992,0.2285201414535896,0.2409349991044218,0.1108651191887939,0.3145444012077347,14.874308586120604,19.451154708862305,58.62864303588867,53.887474060058594,0.6627844572067261,0.1781000792980194,19
M9,McReynolds,2016-08-09,39.95863896,-120.487278,15.05175886,1.265052277,10.29642231,5.88275244,0.0414715217391304,0.0699818478260869,0.0716557608695652,0.3268736956521739,0.2309560869565217,0.1255521739130435,0.0625686904761905,0.0970117857142857,0.1356165476190476,0.270170119047619,0.3566746428571428,0.2227142857142857,1658.5682373046875,717,0.598348696509354,657.5,7.481720430107528,0.6403991740286504,0.1719478086076593,0.4413177901588748,0.4260593789054604,-0.0979695616498496,0.5482696729600691,0.3315869703996469,-0.1379999149177969,0.2083383179078493,0.2228232812099137,0.1933897930407148,0.216681988386159,22.917449951171875,23.322628021240234,42.47677993774414,41.91474914550781,0.3314119577407837,0.2068652510643005,19
P1,Poco,2016-07-07,39.96934005,-120.5231581,7.664053632,0.533243208,4.186201143,2.678415607,0.0394799,0.0629638,0.0556443999999999,0.2787816000000001,0.1746731999999999,0.0944469,0.0487572999999999,0.0777918,0.0982716,0.2564098,0.2660161,0.1556234,1644.1212158203125,1115,5.567179650876966,678.6333333333333,7.548387096774194,0.6672244382912813,0.2295893659081348,0.423716174581458,0.4011210101315157,-0.1603121591763159,0.5862436063136436,0.4458598618365665,-0.0183878708923122,0.2670604403463712,0.2775388583394935,0.0883115633796337,0.3498229630602319,17.116600036621094,23.468568801879883,54.728492736816406,49.55075073242188,0.4116191864013672,-0.2876499891281128,5
