ID,Site,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,Blue,Green,Red,NIR,SWIR_1,SWIR_2,NDVI,NDWI,EVI,SAVI,BSI,NDSI,NDPI,Minimum_temperature,Maximum_temperature,NIR_Green,NIR_Red,Days_of_data_acquisition_offset
F2,Big Flat,2017-08-02,40.14931435,-120.4599129,14.46804084,1.088486382,9.503492846,6.704453258,0.0359774999999999,0.0664474999999999,0.0669425,0.3036899999999999,0.2421725,0.1336025,0.6387661632479611,0.1126977947743249,0.412304479842147,0.40788880497799,-0.0470920531919401,-0.5693895405352861,0.5185908493012725,282.9576721191406,305.7492370605469,4.570375108168102,4.536579900661013,0
F4,Big Flat,2017-08-02,40.14893163,-120.4597987,7.049353631,0.472454035,3.265003677,6.164761664,0.0363624999999999,0.0657599999999999,0.0677674999999999,0.2821025,0.23835,0.1339874999999999,0.6126132563523595,0.0840662692560801,0.3784193200687507,0.378296092343535,-0.0197692058294941,-0.5675249087501234,0.4886408370509448,282.9459228515625,305.75982666015625,4.28987986618005,4.162799276939538,0
F5,Big Flat,2017-08-02,40.14916884,-120.4596047,10.69430278,0.794952038,8.745545564,4.44421177,0.0391124999999999,0.0671074999999999,0.0729099999999999,0.26574,0.2436575,0.142815,0.5694079433042967,0.0433502323823732,0.3419320232115864,0.3448935789661957,0.0188519841652987,-0.5681141698711246,0.4387336285442501,282.95330810546875,305.75543212890625,3.959915061654809,3.6447675216019766,0
F8,Big Flat,2017-08-02,40.14846073,-120.4615125,10.39102751,0.842214437,6.384248261,3.749124761,0.03903,0.0700775,0.0750825,0.30039,0.2583975,0.142705,0.6000639194614785,0.0751493188376618,0.3862873415811708,0.3860329707672143,-0.0088274632189032,-0.5733160818935992,0.4825786276511105,282.9280700683594,305.7671203613281,4.286539902251078,4.000799120966937,0
F9,Big Flat,2017-08-02,40.14824959,-120.4617603,6.850823778,0.456503388,7.177177726,3.438585188,0.0380125,0.0688125,0.07049,0.2961275,0.23879,0.1322275,0.615457527259337,0.1071894264068758,0.3933780168570031,0.3905485984301032,-0.0386372820241832,-0.5525881616696874,0.50401745128015,282.9265441894531,305.76629638671875,4.303396911898274,4.200985955454675,0
CV1,Clover Valley,2016-06-20,39.9614702,-120.4134275,8.407014805,0.577489629,0.816250919,2.777181493,0.0523124999999999,0.0770075,0.0840475,0.1843675,0.236315,0.1806825,0.3737496041577409,-0.1234838625329077,0.1934724269970406,0.1958316794961056,0.1502264189895744,-0.5084457707314348,0.1858932302119032,273.8451843261719,303.6449584960937,2.3941499204622927,2.193610755822601,0
CV10,Clover Valley,2016-06-20,39.96291071,-120.4135297,6.898781024,0.492419629,2.390449121,2.109168327,0.0495349999999999,0.0738725,0.077695,0.224105,0.224105,0.1548875,0.4851225977468521,0.0,0.2775518715462412,0.2739024694437515,0.0489364660086195,-0.5041739728670789,0.3348931558320454,273.8730163574219,303.63775634765625,3.033672882331043,2.88441984683699,1
CV12,Clover Valley,2016-06-20,39.96250327,-120.4139947,7.066865309,0.51572179,0.641340008,2.139331087,0.05542,0.08083,0.089575,0.2057075,0.2337024999999999,0.17664,0.393292863613658,-0.0637104298946314,0.218704037453649,0.2190400895279349,0.1063474816266116,-0.486030855317018,0.233291295840926,273.8580322265625,303.6456298828125,2.544939997525671,2.296483393804074,1
CV3,Clover Valley,2016-06-20,39.96197512,-120.4131519,7.178125312,0.472916094,0.991161831,2.369081469,0.059875,0.08578,0.0976325,0.211235,0.2610375,0.2014725,0.3678033460950083,-0.1054528900158276,0.2106922088255095,0.2106695472373411,0.1390326780780589,-0.5053306133629357,0.1915429136801942,273.8524169921875,303.63922119140625,2.46252040102588,2.163572580851663,1
CV5,Clover Valley,2016-06-20,39.96180673,-120.4136264,5.794871479,0.424686886,0.699643645,1.962839057,0.0446125,0.0649624999999999,0.0714799999999999,0.221135,0.1944325,0.1211174999999999,0.5114399466876272,0.0642555060248937,0.284424096083289,0.2832175772600822,0.0003103487191061,-0.4991229591935081,0.4064629176465351,273.851318359375,303.6430969238281,3.404040792765058,3.0936625629546737,0
CV8,Clover Valley,2016-06-20,39.96253445,-120.4134874,3.467868004,0.245200926,2.052446308,0.891963192,0.033365,0.0608374999999999,0.05058,0.312325,0.1615424999999999,0.0931775,0.721249362780893,0.3181954871351169,0.4791872243591034,0.4549950458045787,-0.2394487394957984,-0.4528509758071769,0.6367180325111181,273.8611755371094,303.6408996582031,5.133757961783441,6.174871490707789,1
Y1,Coyote Flat,2016-07-08,40.110052,-120.4172487,8.305925057,0.564858338,1.148581651,3.845681657,0.066695,0.0878149999999999,0.1006575,0.21217,0.2854575,0.21921,0.3564664231884984,-0.1472738142486096,0.2118555516081169,0.2057862830674405,0.1612830461066498,-0.529485831396634,0.1626052835333293,277.7706604003906,305.5170288085937,2.4161020326823444,2.107840945781487,1
