ID,Burn_year,Sides
9731,2011,All sides
9735,2011,At least 1 side
9737,2020,At least 1 side
9737,2018,At least 1 side
9742,2018,All sides
9743,2020,All sides
9744,2020,At least 1 side
9744,2022,At least 1 side
9745,2022,All sides
9746,2022,All sides
9747,2020,All sides
9751,2011,All sides
9753,2011,At least 1 side
9754,2020,All sides
9755,2022,At least 1 side
9756,2020,At least 1 side
9756,2022,At least 1 side
9757,2020,At least 1 side
9757,2022,At least 1 side
9759,2022,All sides
9760,2020,All sides
9762,2020,All sides
9764,2020,At least 1 side
9765,2011,At least 1 side
9765,2021,At least 1 side
9767,2020,All sides
9768,2022,All sides
9769,2022,All sides
9771,2022,All sides
9772,2020,All sides
9776,2020,At least 1 side
9776,2022,At least 1 side
9777,2020,All sides
9778,2020,At least 1 side
9781,2020,All sides
9784,2020,At least 1 side
9784,2022,At least 1 side
9785,2020,All sides
9789,2020,All sides
9790,2020,All sides
9791,2020,All sides
9792,2020,All sides
9796,2020,All sides
9801,2020,All sides
9804,2020,All sides
9806,2003,At least 1 side
9807,2020,All sides
9809,2020,At least 1 side
9825,2020,At least 1 side
9842,2020,At least 1 side
9846,2013,At least 1 side
9852,2020,At least 1 side
9852,1988,At least 1 side
9853,2013,At least 1 side
9855,2009,All sides
9858,2009,All sides
9859,2009,All sides
9862,2009,All sides
9864,2020,All sides
9873,2009,All sides
9901,2020,All sides
9914,2020,All sides
9937,1992,All sides
9938,2001,At least 1 side
9939,2001,At least 1 side
9940,1992,At least 1 side
9951,2001,At least 1 side
9952,2020,At least 1 side
9952,1992,At least 1 side
9958,2001,All sides
9967,2001,At least 1 side
9970,2001,At least 1 side
9973,2001,At least 1 side
9990,2020,All sides
9991,2020,At least 1 side
9994,2020,All sides
10001,2020,All sides
10003,2020,All sides
10006,2020,All sides
10010,1991,At least 1 side
10012,2020,All sides
10013,1991,At least 1 side
10017,2020,At least 1 side
10017,1993,At least 1 side
10023,2020,All sides
10040,2013,At least 1 side
10046,1994,At least 1 side
10049,2021,All sides
10058,1996,All sides
10059,1996,All sides
10060,1996,All sides
10061,1996,All sides
10062,1996,All sides
10065,2021,At least 1 side
10066,1996,All sides
10067,2021,All sides
10069,2021,At least 1 side
10074,1996,All sides
10076,2021,All sides
10082,1996,All sides
10094,1996,All sides
10097,1996,All sides
10098,1996,All sides
10100,2015,All sides
10106,1996,At least 1 side
10131,2021,At least 1 side
10134,2021,All sides
10147,2021,All sides
10157,2021,All sides
10164,2020,All sides
10184,1992,At least 1 side
10191,1992,At least 1 side
10193,2021,All sides
10196,1992,At least 1 side
10199,1992,All sides
10228,1996,All sides
10240,1996,All sides
10241,1996,All sides
10250,1996,All sides
10269,1996,All sides
10292,2021,All sides
10296,2021,All sides
10297,2021,At least 1 side
10308,2021,All sides
10310,2003,At least 1 side
10314,2021,At least 1 side
10326,2021,All sides
10339,2021,All sides
10368,2008,All sides
10369,2008,All sides
10379,2021,All sides
10406,2021,All sides
10413,2021,All sides
10418,2021,All sides
10436,1987,All sides
10439,2021,All sides
10443,2008,All sides
10448,2008,All sides
10449,2021,All sides
10454,2021,All sides
10456,2021,All sides
10458,2021,All sides
10459,2021,All sides
10460,2021,All sides
10461,2021,All sides
10463,2021,All sides
10464,1987,All sides
10465,1987,All sides
10472,2021,All sides
10476,1987,All sides
10481,2021,All sides
10482,2021,All sides
10483,2021,All sides
10486,2021,All sides
10488,1996,All sides
10489,1996,All sides
10490,2021,All sides
10491,2021,All sides
10492,2021,At least 1 side
10501,2021,At least 1 side
10503,2021,All sides
10508,2021,At least 1 side
10509,1987,At least 1 side
10514,2021,All sides
10517,1996,At least 1 side
10522,1996,All sides
10523,2021,At least 1 side
10524,1996,All sides
10525,2021,At least 1 side
10526,1996,At least 1 side
10527,1996,All sides
10528,2021,At least 1 side
10534,2010,At least 1 side
10538,2021,At least 1 side
10541,1996,All sides
10543,2021,At least 1 side
10544,1996,At least 1 side
10545,1996,At least 1 side
10596,2021,All sides
10679,2021,All sides
10688,2003,All sides
10689,2021,All sides
10690,2003,All sides
10694,2003,All sides
10695,2003,All sides
10712,2020,All sides
10715,2020,At least 1 side
10723,2003,All sides
10725,2003,All sides
10733,2003,At least 1 side
10735,2003,All sides
10736,1997,At least 1 side
10738,1997,At least 1 side
10742,2003,At least 1 side
10742,1999,At least 1 side
10743,1997,At least 1 side
10746,1999,All sides
10760,1999,At least 1 side
10794,2006,At least 1 side
10794,2006,At least 1 side
10795,2010,All sides
10802,2006,At least 1 side
10843,2005,All sides
10847,2005,All sides
10854,2005,All sides
10865,2005,All sides
10868,1993,All sides
10870,2005,At least 1 side
10873,2005,At least 1 side
10873,2015,At least 1 side
10877,2005,At least 1 side
10888,2005,At least 1 side
10916,2015,At least 1 side
10925,2005,All sides
10926,2015,At least 1 side
10939,2015,At least 1 side
10963,2015,At least 1 side
11018,2008,All sides
11031,2008,At least 1 side
11040,2008,All sides
11042,2008,All sides
11046,2008,At least 1 side
11050,2008,All sides
11056,2008,All sides
11061,2008,All sides
11071,2008,All sides
11073,2008,All sides
11075,2002,All sides
11094,2008,All sides
11119,2006,At least 1 side
11130,1985,At least 1 side
11131,1985,All sides
11133,2001,At least 1 side
11137,2001,All sides
11142,2001,All sides
11144,2001,All sides
11145,2001,All sides
11151,2001,All sides
11152,1985,At least 1 side
11165,1988,At least 1 side
11168,1988,At least 1 side
11240,2002,At least 1 side
11244,2002,All sides
11245,2002,At least 1 side
11247,2002,All sides
11349,2022,All sides
11350,2017,All sides
11353,2017,All sides
11354,2017,All sides
11357,2017,All sides
11359,2017,At least 1 side
11360,2017,All sides
11362,2017,At least 1 side
11364,2017,At least 1 side
11366,2017,All sides
11369,2017,All sides
11374,2017,All sides
11376,2017,At least 1 side
11378,2017,All sides
11382,2007,At least 1 side
11411,2016,At least 1 side
11415,1995,All sides
11420,2016,At least 1 side
11424,1995,All sides
11426,1995,At least 1 side
11435,1995,All sides
11447,2017,At least 1 side
11448,1986,At least 1 side
11457,1986,At least 1 side
11457,2017,At least 1 side
11459,1995,At least 1 side
11459,2017,At least 1 side
11460,1999,At least 1 side
11462,1999,At least 1 side
11465,2017,All sides
11468,1999,At least 1 side
11476,2017,At least 1 side
11477,2017,All sides
11481,2017,All sides
11489,2017,At least 1 side
11492,2017,At least 1 side
11493,1999,All sides
11496,2017,All sides
11501,2017,At least 1 side
11503,1999,All sides
11504,2017,All sides
11505,2017,All sides
11507,1999,At least 1 side
11510,2017,All sides
11519,2017,All sides
11522,2017,All sides
11523,1992,All sides
11524,2022,At least 1 side
11526,2001,At least 1 side
11526,2022,At least 1 side
11527,2001,All sides
11528,1985,All sides
11529,1994,All sides
11530,2022,All sides
11533,1985,All sides
11536,2001,All sides
11538,1985,All sides
11539,2017,All sides
11540,1994,All sides
11542,2022,All sides
11544,1988,All sides
11547,2017,All sides
11548,1988,All sides
11550,2017,All sides
11551,2017,At least 1 side
11553,2017,All sides
11555,1994,All sides
11557,1985,All sides
11559,1994,All sides
11562,2018,At least 1 side
11565,2022,At least 1 side
11566,2017,At least 1 side
11567,1987,At least 1 side
11568,2017,At least 1 side
11570,2004,All sides
11571,1987,At least 1 side
11572,2017,At least 1 side
11573,1987,At least 1 side
11573,2017,At least 1 side
11576,2004,All sides
11577,1987,At least 1 side
11579,1987,At least 1 side
11584,1987,All sides
11585,1987,All sides
11588,1987,All sides
11591,1987,At least 1 side
11594,2009,All sides
11595,1994,All sides
11599,2004,All sides
11600,1987,All sides
11601,1994,All sides
11605,2009,All sides
11607,2011,All sides
11610,2009,All sides
11612,2009,All sides
11613,1987,At least 1 side
11618,2004,All sides
11620,2017,At least 1 side
11622,2009,All sides
11623,1987,At least 1 side
11623,2017,At least 1 side
11626,2016,At least 1 side
11627,2017,At least 1 side
11629,2009,All sides
11630,2017,At least 1 side
11643,2009,All sides
11647,1990,All sides
11649,1991,All sides
11654,2022,At least 1 side
11666,1990,All sides
11670,1984,At least 1 side
11673,1985,At least 1 side
11683,1984,At least 1 side
11689,1991,All sides
11703,2014,All sides
11716,2014,At least 1 side
11720,1991,All sides
11724,2014,At least 1 side
11725,2014,At least 1 side
11731,2014,All sides
11743,1990,At least 1 side
11743,2014,At least 1 side
11747,2016,At least 1 side
11752,1996,At least 1 side
11758,2009,All sides
11764,2009,At least 1 side
11775,2014,All sides
11778,1988,All sides
11780,2009,All sides
11783,2009,All sides
11786,2012,At least 1 side
11787,2013,All sides
11790,2009,All sides
11791,2012,All sides
11793,2012,All sides
11794,1988,All sides
11795,1988,At least 1 side
11796,1988,All sides
11797,2012,All sides
11799,1988,All sides
11800,2012,All sides
11801,2014,All sides
11802,1988,At least 1 side
11802,1988,At least 1 side
11803,1988,All sides
11804,1988,At least 1 side
11806,2012,All sides
11807,2012,All sides
11808,1988,At least 1 side
11808,1988,At least 1 side
11810,2014,All sides
11815,1988,All sides
11816,2013,All sides
11817,2012,All sides
11818,2014,All sides
11819,1988,All sides
11821,2012,All sides
11823,2014,All sides
11824,2012,All sides
11828,1988,All sides
11829,2011,All sides
11839,1988,All sides
11845,2013,All sides
11851,2013,All sides
11854,1988,At least 1 side
11865,2013,All sides
11877,2013,All sides
11891,1987,All sides
11902,2003,At least 1 side
11910,1996,All sides
11912,1996,At least 1 side
11914,2013,All sides
11917,2013,All sides
11918,2013,All sides
11929,2013,All sides
11931,2020,All sides
11937,2020,All sides
11938,2013,All sides
11939,2013,All sides
11941,2013,All sides
11942,2013,All sides
11943,2013,All sides
11945,2013,All sides
11948,2020,All sides
11949,2013,All sides
11954,2013,All sides
11956,2013,All sides
11957,2020,All sides
11960,2013,All sides
11962,2020,All sides
11963,2020,All sides
11964,2003,All sides
11968,2003,All sides
11972,2013,All sides
11981,2020,All sides
11984,2013,All sides
11986,2020,All sides
11994,2015,At least 1 side
11998,2015,At least 1 side
12000,2013,All sides
12001,2013,All sides
12002,2021,All sides
12005,2015,All sides
12006,2015,All sides
12007,2013,All sides
12008,2021,All sides
12014,2021,All sides
12015,2021,All sides
12016,2013,All sides
12018,2021,All sides
12020,2021,All sides
12021,2015,All sides
12023,2013,All sides
12024,2003,All sides
12025,2021,All sides
12028,2013,All sides
12029,2013,All sides
12034,2002,All sides
12037,2003,All sides
12038,2013,All sides
12040,2020,At least 1 side
12041,2013,All sides
12042,2013,All sides
12043,2013,All sides
12044,2020,All sides
12045,2021,At least 1 side
12047,2021,All sides
12048,2013,All sides
12049,2021,At least 1 side
12050,2013,All sides
12051,2020,All sides
12052,2021,At least 1 side
12053,2013,All sides
12054,2002,All sides
12055,2013,All sides
12060,2021,At least 1 side
12062,2020,At least 1 side
12064,2021,All sides
12065,2013,All sides
12067,2021,At least 1 side
12071,2020,At least 1 side
12072,2002,All sides
12080,2021,At least 1 side
12081,2020,At least 1 side
12082,2013,All sides
12083,2013,All sides
12085,2002,At least 1 side
12086,2013,All sides
12087,2013,All sides
12091,2013,All sides
12092,2013,All sides
12094,2020,All sides
12099,2013,All sides
12100,2013,All sides
12101,2020,At least 1 side
12101,2002,At least 1 side
12103,2002,All sides
12112,2020,All sides
12114,2020,At least 1 side
12115,2013,All sides
12119,1996,All sides
12123,2013,All sides
12124,2013,All sides
12130,2020,At least 1 side
12140,2013,All sides
12141,2013,All sides
12145,2013,All sides
12147,1996,All sides
12149,2013,All sides
12150,2013,All sides
12153,2020,All sides
12154,2020,All sides
12156,2013,All sides
12161,1996,All sides
12163,2013,All sides
12164,1992,At least 1 side
12169,2020,At least 1 side
12169,1999,At least 1 side
12170,1996,All sides
12172,2013,All sides
12173,2013,All sides
12174,2013,All sides
12176,2020,All sides
12185,1996,All sides
12186,2020,All sides
12189,2020,At least 1 side
12192,1996,At least 1 side
12192,2009,At least 1 side
12193,2013,All sides
12197,1996,All sides
12199,2013,All sides
12200,1996,All sides
12201,2013,All sides
12202,1996,All sides
12208,1996,All sides
12217,2013,All sides
12218,2013,All sides
12220,2013,All sides
12222,1996,All sides
12223,2013,All sides
12230,2013,All sides
12231,2013,All sides
12233,1999,All sides
12234,1999,All sides
12237,2013,All sides
12243,2010,At least 1 side
12243,1999,At least 1 side
12246,2010,All sides
12247,2013,At least 1 side
12247,1996,At least 1 side
12247,2009,At least 1 side
12247,2010,At least 1 side
12249,2010,All sides
12252,2013,All sides
12255,2010,All sides
12257,2013,All sides
12259,2013,All sides
12265,2013,All sides
12270,2013,All sides
12272,2013,All sides
12274,2013,All sides
12277,2013,At least 1 side
12278,2013,All sides
12279,2013,All sides
12281,2013,All sides
12282,2013,All sides
12283,2013,All sides
12286,2013,All sides
12287,2013,All sides
12288,2013,All sides
12289,2013,All sides
12290,2013,All sides
12291,2013,All sides
12292,2013,All sides
12293,2013,All sides
12294,2013,All sides
12296,1994,All sides
12298,2013,All sides
12299,2013,All sides
12300,2013,All sides
12301,2013,All sides
12302,2013,All sides
12304,2013,All sides
12306,2013,All sides
12308,2013,All sides
12310,2013,All sides
12311,2013,All sides
12312,2013,All sides
12313,2013,All sides
12319,1985,All sides
12321,2013,All sides
12322,2013,All sides
12323,2013,All sides
12324,2013,All sides
12325,2013,All sides
12326,2013,All sides
12327,1985,At least 1 side
12329,2013,All sides
12330,1987,All sides
12331,2013,All sides
12334,2013,All sides
12335,2013,All sides
12339,2013,All sides
12341,2013,All sides
12343,1988,All sides
12344,2013,All sides
12345,2013,All sides
12347,2013,All sides
12348,2013,All sides
12349,2013,All sides
12350,2022,All sides
12351,1988,All sides
12352,2013,All sides
12357,2022,At least 1 side
12361,2013,All sides
12362,2013,All sides
12363,1988,At least 1 side
12364,1988,All sides
12365,2013,All sides
12366,2013,All sides
12367,2013,All sides
12369,2013,All sides
12370,1988,At least 1 side
12371,2013,All sides
12372,2013,All sides
12375,2013,All sides
12376,2013,All sides
12379,2022,At least 1 side
12381,2022,At least 1 side
12384,2013,All sides
12385,2013,All sides
12386,2013,All sides
12392,1988,All sides
12396,1988,All sides
12397,1988,At least 1 side
12403,2022,All sides
12404,1988,All sides
12406,1988,At least 1 side
12407,2013,All sides
12408,2004,At least 1 side
12409,2021,At least 1 side
12410,2022,At least 1 side
12411,2013,All sides
12414,2013,All sides
12415,1988,At least 1 side
12418,2002,All sides
12419,2005,All sides
12428,2021,At least 1 side
12429,1988,All sides
12433,2010,All sides
12438,2021,All sides
12441,2006,All sides
12443,2010,At least 1 side
12461,2006,All sides
12478,2010,At least 1 side
12480,2010,At least 1 side
12482,2006,All sides
12487,2006,All sides
12488,2006,All sides
12491,2006,All sides
12492,2006,All sides
12493,2006,All sides
12497,1987,At least 1 side
12502,2006,All sides
12506,2013,All sides
12507,2006,All sides
12510,2005,All sides
12512,1987,All sides
12515,1987,All sides
12516,1985,All sides
12517,2013,All sides
12518,2006,All sides
12523,2013,All sides
12526,2006,All sides
12527,2006,All sides
12528,2006,All sides
12529,1987,All sides
12531,1985,All sides
12534,2006,All sides
12540,1987,All sides
12541,2013,All sides
12542,1987,All sides
12543,2013,All sides
12544,2013,All sides
12547,2013,All sides
12548,2005,At least 1 side
12548,1985,At least 1 side
12548,1996,At least 1 side
12550,2006,At least 1 side
12550,1987,At least 1 side
12557,2006,At least 1 side
12557,1987,At least 1 side
12558,1987,All sides
12564,2013,At least 1 side
12574,2013,At least 1 side
12583,2013,All sides
12597,2013,All sides
12632,2003,All sides
12634,2003,All sides
12710,2002,At least 1 side
12906,2020,At least 1 side
12918,2021,All sides
12926,2021,All sides
12927,2020,At least 1 side
12927,2007,At least 1 side
12927,2004,At least 1 side
12927,2002,At least 1 side
12927,1996,At least 1 side
12927,2017,At least 1 side
12946,2020,All sides
12957,2021,At least 1 side
12984,2020,At least 1 side
13006,2021,All sides
13008,2022,All sides
13010,2021,All sides
13011,2021,All sides
13012,2006,At least 1 side
13030,2012,At least 1 side
13031,2017,All sides
13043,1999,All sides
13048,2001,All sides
13049,2001,All sides
13052,2020,All sides
13060,2001,At least 1 side
13061,1987,All sides
13084,2021,At least 1 side
13086,1987,At least 1 side
13088,2000,At least 1 side
13090,2008,At least 1 side
13093,1998,At least 1 side
13094,1990,All sides
13095,2021,All sides
13096,2000,All sides
13099,2002,All sides
13100,2002,All sides
13101,2003,At least 1 side
13102,2005,At least 1 side
13102,2008,At least 1 side
13103,2003,At least 1 side
13105,2005,At least 1 side
13105,2003,At least 1 side
13105,2003,At least 1 side
13105,2006,At least 1 side
13107,2005,At least 1 side
13107,2006,At least 1 side
13108,2020,All sides
13110,2020,All sides
13112,2020,All sides
13113,2020,All sides
13114,2017,At least 1 side
13119,2015,All sides
13120,2008,At least 1 side
13141,2020,All sides
13142,2020,All sides
13143,2017,At least 1 side
13148,2020,At least 1 side
13154,2022,All sides
13155,2013,At least 1 side
13155,2022,At least 1 side
13156,2018,At least 1 side
13156,2022,At least 1 side
13157,2018,All sides
13158,2018,All sides
13161,1989,At least 1 side
13177,2020,All sides
13178,2003,At least 1 side
13178,2018,At least 1 side
13179,2013,At least 1 side
13181,2017,At least 1 side
13181,2018,At least 1 side
13182,2002,At least 1 side
13183,2002,At least 1 side
13185,2002,At least 1 side
13188,2002,At least 1 side
13189,2019,At least 1 side
13207,2016,At least 1 side
13235,2001,At least 1 side
13235,2016,At least 1 side
13236,2016,All sides
13237,2021,At least 1 side
13252,2015,All sides
13253,2015,All sides
13255,2008,All sides
13256,1987,All sides
13257,1987,All sides
13258,1987,All sides
13259,2013,All sides
13260,1987,All sides
13262,2013,All sides
13264,2013,All sides
13266,1987,All sides
13281,2017,At least 1 side
13295,1987,All sides
13302,2021,All sides
13303,2021,All sides
13304,2021,All sides
13306,2021,All sides
13317,2021,All sides
13318,2021,All sides
13325,2021,At least 1 side
13327,1995,At least 1 side
13331,2007,At least 1 side
13332,2007,At least 1 side
13353,1999,At least 1 side
13359,1994,At least 1 side
13362,1994,At least 1 side
13363,1994,At least 1 side
13364,1994,All sides
13366,1994,All sides
13368,2014,At least 1 side
13371,1990,At least 1 side
13372,2021,All sides
13382,1992,At least 1 side
13387,2008,All sides
13389,2020,All sides
13390,2018,All sides
13391,2001,All sides
13392,2001,All sides
13397,2018,All sides
13403,2022,At least 1 side
13405,2012,All sides
13406,2017,At least 1 side
13413,1987,All sides
13414,2007,At least 1 side
13414,2021,At least 1 side
13415,2007,All sides
13416,2007,All sides
13418,2013,All sides
13446,2020,All sides
13454,2016,At least 1 side
13456,2017,At least 1 side
13457,2017,At least 1 side
13473,1988,At least 1 side
13474,2002,At least 1 side
13474,1988,At least 1 side
13475,2022,At least 1 side
13492,2020,At least 1 side
13493,2020,At least 1 side
13495,2001,All sides
13496,2003,At least 1 side
13497,2011,At least 1 side
13497,2015,At least 1 side
13498,1989,At least 1 side
13504,2021,At least 1 side
13505,2021,At least 1 side
13506,2021,All sides
13508,2021,All sides
13512,2021,All sides
13514,2021,At least 1 side
13550,2006,At least 1 side
13565,2021,At least 1 side
13567,2021,All sides
13568,2021,All sides
13570,2021,All sides
13572,2021,All sides
13580,1997,At least 1 side
13581,2020,All sides
13582,2007,At least 1 side
13582,2019,At least 1 side
13583,1997,At least 1 side
13593,2006,At least 1 side
13596,2003,At least 1 side
13608,2017,At least 1 side
13620,2022,At least 1 side
13621,2022,All sides
13622,2020,At least 1 side
13627,1996,All sides
13631,1992,At least 1 side
13657,2008,All sides
13664,1985,At least 1 side
13664,1988,At least 1 side
13676,2017,All sides
13682,2009,At least 1 side
13685,2013,All sides
13702,2020,All sides
13703,2020,All sides
13707,1996,All sides
13710,1994,All sides
13711,2001,All sides
13713,2021,All sides
13716,1988,At least 1 side
13717,2006,All sides
13720,2020,All sides
13723,2018,All sides
13724,2015,All sides
13730,2013,All sides
13738,2014,All sides
13745,2005,At least 1 side
13745,2019,At least 1 side
13746,2009,At least 1 side
13748,2002,All sides
13750,2003,All sides
13753,2006,All sides
13759,2021,All sides
13760,2021,All sides
13761,2021,All sides
13763,2021,At least 1 side
13769,2021,At least 1 side
13771,2021,At least 1 side
13794,2008,All sides
13797,2020,At least 1 side
13823,2014,At least 1 side
13824,2014,At least 1 side
13837,2018,All sides
13847,2008,At least 1 side
13848,2008,At least 1 side
13848,2014,At least 1 side
13849,2014,All sides
13850,2014,All sides
13851,2014,All sides
13852,2014,All sides
13853,2014,All sides
13854,2014,All sides
13855,2014,All sides
13856,2014,All sides
13857,2014,At least 1 side
13863,1987,At least 1 side
13864,1992,At least 1 side
13864,1987,At least 1 side
13864,1987,At least 1 side
13864,2014,At least 1 side
13865,2014,At least 1 side
13867,1988,At least 1 side
13867,2014,At least 1 side
13893,1992,At least 1 side
13894,1992,At least 1 side
13896,2014,At least 1 side
13907,2002,At least 1 side
13909,2002,At least 1 side
13910,2002,All sides
13912,2002,At least 1 side
13913,2002,All sides
13932,2021,All sides
13935,2021,All sides
13937,2021,All sides
13938,2021,All sides
13939,2021,All sides
13940,2021,All sides
13941,2021,All sides
13943,2021,All sides
13944,2021,All sides
13945,2021,All sides
13948,2021,All sides
13951,2021,All sides
13952,2021,All sides
13958,2021,At least 1 side
13967,2021,All sides
13968,2021,At least 1 side
13969,2021,At least 1 side
13970,2021,At least 1 side
13971,2021,At least 1 side
13973,2021,At least 1 side
13975,2021,All sides
13981,2002,All sides
13982,2008,All sides
13983,2003,At least 1 side
13983,2003,At least 1 side
13983,2006,At least 1 side
13983,2008,At least 1 side
13983,2009,At least 1 side
13983,2019,At least 1 side
13984,2020,All sides
14053,1990,All sides
14054,1990,All sides
14055,1990,All sides
14056,1990,All sides
14057,1990,All sides
14058,1990,All sides
14059,1990,All sides
14060,1990,All sides
14061,2021,All sides
14062,2021,All sides
14063,2021,All sides
14064,2016,All sides
14065,2021,All sides
14066,2021,All sides
14067,2021,All sides
14068,2020,All sides
14069,2020,All sides
14070,2020,All sides
14071,2020,At least 1 side
14072,2020,All sides
14073,2020,All sides
14074,2020,All sides
14075,2020,All sides
14076,2020,At least 1 side
14077,2020,All sides
14078,2020,All sides
14079,2020,All sides
14080,2020,All sides
14081,2020,All sides
14082,2020,At least 1 side
14083,2020,All sides
14084,2020,All sides
14085,2020,All sides
14086,2020,All sides
14087,2020,All sides
14088,2020,All sides
14089,2020,All sides
14090,2020,All sides
14091,2020,All sides
14092,2020,All sides
14093,2020,All sides
14094,2020,All sides
14095,2011,All sides
14096,2020,All sides
14105,2021,All sides
14106,2021,All sides
14107,2021,At least 1 side
14108,2021,All sides
14109,2021,All sides
14110,2021,All sides
14111,2021,At least 1 side
14112,2021,All sides
14114,2008,All sides
14124,2021,At least 1 side
14125,2021,All sides
14126,2021,All sides
14127,2021,All sides
14128,2021,All sides
14129,2021,All sides
14130,2021,All sides
14131,2021,All sides
14132,2021,All sides
14133,2021,All sides
14134,2021,At least 1 side
14139,2004,All sides
14140,2004,All sides
14171,1987,At least 1 side
14172,1987,At least 1 side
14173,1987,All sides
14187,2020,At least 1 side
14188,2021,All sides
14189,2021,All sides
14190,2019,All sides
14191,2019,All sides
14192,2019,At least 1 side
14193,2007,All sides
14195,1987,All sides
14196,2007,All sides
14197,2007,All sides
14198,2007,All sides
14199,2001,All sides
14208,2021,At least 1 side
14209,2021,All sides
14210,2021,At least 1 side
14211,2004,All sides
14212,2020,At least 1 side
14213,2020,At least 1 side
14214,2020,All sides
14215,2020,All sides
14216,2020,All sides
14217,2020,All sides
14218,2018,All sides
14220,2012,All sides
14221,2012,All sides
14229,2017,At least 1 side
14238,2019,All sides
14239,2019,At least 1 side
14240,2021,At least 1 side
14241,2021,All sides
14242,2021,All sides
14243,2021,All sides
14244,2021,All sides
14245,2021,All sides
14246,2021,All sides
14247,1987,All sides
14248,1987,All sides
14249,2021,At least 1 side
14250,2012,At least 1 side
14250,2019,At least 1 side
14250,2021,At least 1 side
14251,1999,At least 1 side
14252,2021,All sides
14253,2019,All sides
14254,2015,At least 1 side
14256,2020,At least 1 side
14295,2021,At least 1 side
14296,2021,At least 1 side
14297,2021,All sides
14298,2021,All sides
14299,2021,All sides
14301,2021,At least 1 side
14303,2004,All sides
14304,2004,At least 1 side
14304,1992,At least 1 side
14305,1992,At least 1 side
14306,1992,At least 1 side
14307,1992,At least 1 side
14308,1992,All sides
14309,1992,All sides
14310,1992,All sides
14313,1992,All sides
14314,2021,At least 1 side
14315,2021,All sides
14316,2021,All sides
14317,2021,All sides
14318,2021,All sides
14319,2021,All sides
14320,2021,All sides
14321,2021,All sides
14322,2021,All sides
14323,2021,All sides
14324,2021,All sides
14325,2021,All sides
14326,2021,All sides
14337,2021,All sides
14338,2021,All sides
14341,2004,At least 1 side
14342,2004,At least 1 side
14343,2004,All sides
14344,2004,At least 1 side
14350,2018,At least 1 side
14351,2018,All sides
14352,2018,All sides
14354,2020,At least 1 side
14355,2020,At least 1 side
14356,2020,At least 1 side
14371,2020,All sides
14373,2020,At least 1 side
14376,2020,At least 1 side
14380,2020,All sides
14381,2020,All sides
14382,1999,All sides
14383,2020,All sides
14384,2020,All sides
14385,2020,All sides
14386,2020,All sides
14387,2020,All sides
14388,2020,All sides
14389,2020,All sides
14390,2020,All sides
14391,2020,All sides
14392,2020,All sides
14393,2020,All sides
14394,2020,All sides
14395,2020,All sides
14396,2020,All sides
14397,2020,All sides
14398,2020,All sides
14399,2020,All sides
14400,2020,All sides
14401,2020,All sides
14425,2006,All sides
14430,1994,At least 1 side
14430,2002,At least 1 side
14435,2002,At least 1 side
14495,2021,At least 1 side
14496,1984,At least 1 side
14496,2021,At least 1 side
14497,2021,At least 1 side
14498,2021,All sides
14506,2021,All sides
14507,2021,All sides
14508,2021,All sides
14510,2021,All sides
14511,2021,All sides
14512,2021,All sides
14515,2021,All sides
14516,2021,All sides
14517,2021,All sides
14518,2021,All sides
14519,2021,All sides
14520,2021,All sides
14521,2021,All sides
14522,2021,All sides
14523,2021,All sides
14524,2021,All sides
14525,2021,All sides
14526,2021,All sides
14528,2021,All sides
14532,2021,All sides
14533,2021,All sides
14534,2021,All sides
14535,2021,All sides
14536,2021,All sides
14537,2021,All sides
14540,2021,At least 1 side
14543,2021,All sides
14544,2007,All sides
14545,2001,At least 1 side
14546,2007,All sides
14551,2021,All sides
14553,2021,At least 1 side
14554,2021,All sides
14555,2021,All sides
14556,2021,All sides
14557,2021,All sides
14558,2021,All sides
14561,2021,All sides
14566,2021,All sides
14567,2021,All sides
14568,2021,All sides
14577,2020,All sides
14578,2020,All sides
14579,2021,All sides
14580,2021,All sides
14581,2021,All sides
14582,2021,All sides
14583,2021,All sides
14584,2021,All sides
14585,2019,All sides
14586,2019,All sides
14587,2007,All sides
14588,2019,All sides
14589,2019,All sides
14590,2007,All sides
14591,2007,All sides
14592,2007,All sides
14593,2007,All sides
14594,2007,All sides
14595,2007,All sides
14596,2007,All sides
14597,2007,All sides
14598,2007,All sides
14603,2021,All sides
14618,2020,All sides
14619,2020,All sides
14620,2021,All sides
14621,2007,At least 1 side
14621,2004,At least 1 side
14621,2017,At least 1 side
14621,2021,At least 1 side
14632,2001,All sides
14633,2001,All sides
14641,2008,At least 1 side
14642,2007,All sides
14643,2020,All sides
14644,2007,All sides
14645,2021,All sides
14646,2020,At least 1 side
14646,2007,At least 1 side
14647,2021,All sides
14662,1992,All sides
14663,1992,All sides
14680,2018,All sides
14681,2018,All sides
14682,2018,At least 1 side
14690,2017,At least 1 side
14697,2012,All sides
14709,2020,All sides
14710,2020,At least 1 side
14711,2020,All sides
14719,2020,At least 1 side
14719,2018,At least 1 side
14721,2020,At least 1 side
14721,2018,At least 1 side
14726,2000,All sides
14728,2020,At least 1 side
14728,2018,At least 1 side
14728,2021,At least 1 side
14729,1996,At least 1 side
14729,2017,At least 1 side
14736,2010,All sides
14737,2010,All sides
14738,2010,All sides
14741,2010,All sides
14742,2010,All sides
14751,2021,All sides
14752,2021,All sides
14753,2021,All sides
14754,2021,All sides
14755,2021,All sides
14757,2021,All sides
