Site,ID,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,percentN
Middle Martis,MM12,2016-06-01,39.30375737,-120.112489,16.4197747,,2.489565304,11.90330405,
Middle Martis,MM14,2016-06-01,39.30349845,-120.110056,7.465773037,,0.565545279,5.15115795,
Middle Martis,MM18,2016-06-01,39.30322014,-120.110415,13.10435404,,2.553699305,8.7186971,
Middle Martis,MM20,2016-06-01,39.30201298,-120.108478,4.700366543,,0.058303637,3.09526765,
Middle Martis,MM24,2016-06-01,39.30204346,-120.108973,10.48893833,,0.507241643,4.5112227,
Middle Martis,MM3,2016-06-01,39.30428043,-120.113822,14.44262817,,0.244875276,8.48700235,
Middle Martis,MM5,2016-06-01,39.30399766,-120.114133,17.78773735,,0.466429096,8.0085149,
Middle Martis,MM8,2016-06-01,39.30398376,-120.112171,11.42969551,,0.99116183,7.61496395,
Osa,O10,2016-07-13,36.18112893,-118.307414,7.647737816,,1.381796199,3.552660322,
Osa,O12,2016-07-13,36.18126411,-118.308058,11.51694972,,1.410948018,9.714485542,
Osa,O16,2016-07-13,36.18095129,-118.308515,9.466396481,,1.078617286,3.284601503,
Osa,O22,2016-07-13,36.18087268,-118.310153,10.02784299,,5.538845524,3.991478774,
Osa,O4,2016-07-13,36.18078373,-118.308996,11.77197375,,0.845402738,8.244079726,
Osa,O6,2016-07-13,36.18052454,-118.30958,11.70990831,,0.583036371,6.390837231,
Partnership,P10,2016-07-13,36.15833266,-118.274809,10.03839913,,1.358474744,3.957380243,
Partnership,P13,2016-07-13,36.15887679,-118.274212,8.377516303,,0.15741982,3.123445936,
Partnership,P18,2016-07-13,36.15656984,-118.27711,8.855159844,,2.524547486,4.609022706,
Partnership,P2,2016-07-13,36.15754705,-118.274217,11.09598985,,,3.970793943,
Partnership,P22,2016-07-13,36.15694296,-118.277125,8.795278254,,0.612188189,3.652212367,
Partnership,P8,2016-07-13,36.15725521,-118.273898,9.535551667,,0.104946547,4.210560749,
Smith,S12,2016-06-01,37.76212504,-120.12188,7.498274507,,0.0,2.489694658,
Smith,S16,2016-06-01,37.76193701,-120.120841,13.30616695,,2.786913853,4.078385444,
Smith,S18,2016-06-01,37.76014601,-120.119534,6.50785231,,0.0,2.019935753,
Smith,S2,2016-06-01,37.76116716,-120.120232,5.015318577,,0.0,1.376884671,
Smith,S22,2016-06-01,37.76050971,-120.119759,5.500667809,,0.093285819,1.500654881,
Smith,S4,2016-06-01,37.76149567,-120.12077,,,3.760584592,,
Smith,S8,2016-06-01,37.76122651,-120.119777,9.316829659,,0.0,2.838441815,
Upper Loney,UL10,2016-07-03,39.42324197,-120.643852,11.08298475,,2.851047854,13.70359428,
Upper Loney,UL14,2016-07-03,39.42267443,-120.644653,10.60545343,,3.97630805,11.78772628,
Upper Loney,UL16,2016-07-03,39.42226906,-120.644583,10.23135322,,1.883207478,4.588603062,
Upper Loney,UL3,2016-07-03,39.42269672,-120.645103,16.06250207,,9.112858477,22.75993015,
Upper Loney,UL7,2016-07-03,39.42301372,-120.644482,10.28391668,,7.287954636,13.76665624,
Upper Loney,UL8,2016-07-03,39.42290416,-120.644794,8.827234604,,3.36411986,9.018411293,
Upper Lacey,ULA1,2021-10-15,39.45528496,-120.430683,8.819243801,0.739646207,1.043635103,4.03229613,
Upper Lacey,ULA2,2021-10-15,39.45519997,-120.430439,8.565936473,0.675654355,1.323492562,3.713708374,
Upper Lacey,ULA3,2021-10-15,39.45364303,-120.432238,7.491941157,0.643102334,0.069964364,3.204024581,
Upper Lacey,ULA4,2021-10-15,39.45354798,-120.431887,4.456634669,0.339008294,0.040812546,1.368643463,
Upper Lacey,ULA5,2021-10-15,39.45251198,-120.433988,18.74439002,1.838835535,1.066956559,4.122707356,
Upper Lacey,ULA6,2021-10-15,39.45229598,-120.433845,9.400822657,0.872396664,0.577206008,4.662547485,
Van Norden,NC1,2021-07-01,39.31943518,-120.373859,5.163908748,0.354080227,6.500855535,2.173880195,
Van Norden,NC10,2021-07-01,39.31978512,-120.375709,7.0549608,0.422573131,0.845402738,2.648628483,
Van Norden,NC3,2021-07-01,39.31948816,-120.3741231,7.905192932,0.480104191,3.778075684,2.872346734,
Van Norden,NC5,2021-07-01,39.31926419,-120.37391,3.590637039,0.254086687,1.504233837,1.873351876,
Van Norden,NC6,2021-07-01,39.31971312,-120.375465,10.68440507,0.703052404,1.708296567,4.58193024,
Van Norden,NC8,2021-07-01,39.31995218,-120.375636,7.241051263,0.453525503,2.489565304,2.806941399,
Van Norden,G14,2021-07-01,39.31315364,-120.3709565,7.460745985,0.772048242,1.719957294,4.869869498,
Van Norden,H7,2021-07-01,39.31766474,-120.3707197,8.578405994,0.878564995,2.868538945,4.915485775,
Van Norden,I9,2021-07-01,39.31743986,-120.3745184,6.974511898,0.535328791,1.976493297,3.548130195,
Van Norden,W32,2021-07-01,39.31606025,-120.3722608,8.09208257,0.858067171,1.236037106,4.196589477,
Van Norden,W35,2021-07-01,39.31559693,-120.3706691,3.766741981,0.44987825,0.367312913,3.944386147,
Van Norden,W36,2021-07-01,39.31536826,-120.373224,6.520326637,0.613101124,0.36148255,2.455620133,
Van Norden,NN10,2021-07-01,39.31631346,-120.3651832,7.461718973,0.567766352,2.12225239,3.374576453,
Van Norden,NN2,2021-07-01,39.3162669,-120.3626729,11.63394484,1.016459816,2.792744217,5.181514312,
Van Norden,NN3,2021-07-01,39.31546959,-120.3632974,5.76741449,0.469878367,4.355281691,2.447889097,
Van Norden,NN5,2021-07-01,39.31488082,-120.3636826,7.463073756,0.751342928,1.317662198,3.270316609,
Van Norden,NN7,2021-07-01,39.31751453,-120.3645024,8.201095389,0.768499034,4.192031507,5.064010495,
Van Norden,NN8,2021-07-01,39.31716238,-120.3647212,7.201156161,0.519585512,4.559344421,4.422879007,
Van Norden,NS1,2021-07-01,39.31302811,-120.3646516,5.681179132,0.377101928,5.054925336,2.518412449,
Van Norden,NS10,2021-07-01,39.31165102,-120.3681901,10.10153055,0.742428721,0.588866735,5.038293805,
Van Norden,NS3,2021-07-01,39.31210227,-120.3649675,11.72381001,1.225096141,1.125260196,6.778576703,
Van Norden,NS5,2021-07-01,39.31142099,-120.3651835,7.104989076,0.651059212,1.125260196,5.026246554,
Van Norden,NS6,2021-07-01,39.31312936,-120.3670585,4.761300254,0.297874269,3.165887494,2.131528796,
Van Norden,NS8,2021-07-01,39.31244672,-120.3676056,6.80514998,0.79681009,5.801211891,4.80358007,
