UniqueID,FireID,Fire_Date,Description,Image_Date,Image_Time,Days_Difference,No_Pixels,NDWI_0_total,NDWI_0_fraction,NDWI_03_total,NDWI_03_fraction,BSI_mean,BSI_median,BSI_std,EVI_mean,EVI_median,EVI_std,NDMI_mean,NDMI_median,NDMI_std,SAVI_mean,SAVI_median,SAVI_std,ANPP_mean,ANPP_std
SNM1079,3192.0,2014-11-19,within_100m,2014-10-30,18:33:52.8959250Z,19.226471122685187,1,1,0,1,0,0.16325113447345896,0.16325113447345896,0,0.16921385841418812,0.16921385841418812,0,-0.11946674111816848,-0.11946674111816848,0,-0.5134908161673845,-0.5134908161673845,0,104.1220497666951,1.7291109527336592
SNM10866,2266.0,2017-09-02,entirely_within,2017-08-11,18:36:19.5666059Z,21.224773541666668,10,10,0,10,0,-0.31156003628844536,-0.3107885692490745,0.04766103071306546,0.565448367546501,0.5842531423261894,0.04236650660292404,0.37556212804250866,0.3685331472819826,0.04456322223468932,-0.7288953622389414,-0.7250700569304741,0.02057101311282346,45.98214835408673,33.40582971069315
SNM10869,2266.0,2017-09-02,entirely_within,2017-08-11,18:36:19.5666059Z,21.224773541666668,1,1,0,1,0,-0.3378863580993918,-0.3378863580993918,0,0.6250556231273547,0.6250556231273547,0,0.3962325357170213,0.3962325357170213,0,-0.7534911617590476,-0.7534911617590476,0,36.37817224499713,
SNM10873,2266.0,2017-08-28,entirely_within,2017-08-11,18:36:19.5666059Z,16.224773541666668,7,7,0,7,0,-0.33132887766943003,-0.3207571443564578,0.028690694815045156,0.6473342638804223,0.6831888075215853,0.09412303145201521,0.3920806118573987,0.3770665857727894,0.02595011858008058,-0.7537523799559429,-0.7581928124984871,0.016076230694079915,61.81995454389183,12.247794253225695
SNM10873,2404.0,2017-08-28,entirely_within,2017-08-11,18:36:19.5666059Z,16.224773541666668,7,7,0,7,0,-0.33132887766943003,-0.3207571443564578,0.028690694815045156,0.6473342638804223,0.6831888075215853,0.09412303145201521,0.3920806118573987,0.3770665857727894,0.02595011858008058,-0.7537523799559429,-0.7581928124984871,0.016076230694079915,61.81995454389183,12.247794253225695
SNM10875,2266.0,2017-08-13,entirely_within,2017-08-11,18:36:19.5666059Z,1.2247735416666667,4,4,0,4,0,-0.31243459681874225,-0.31917863374043753,0.022083035201573346,0.4431315730962202,0.45231551107192874,0.04501735766126517,0.3984303752070908,0.4086550529645062,0.026593169772327417,-0.7023654755965952,-0.7001848092828795,0.010903272284522963,91.04778201725784,3.363016693335012
SNM10875,2404.0,2017-08-13,entirely_within,2017-08-11,18:36:19.5666059Z,1.2247735416666667,4,4,0,4,0,-0.31243459681874225,-0.31917863374043753,0.022083035201573346,0.4431315730962202,0.45231551107192874,0.04501735766126517,0.3984303752070908,0.4086550529645062,0.026593169772327417,-0.7023654755965952,-0.7001848092828795,0.010903272284522963,91.04778201725784,3.363016693335012
SNM10879,2266.0,2017-08-16,entirely_within,2017-08-11,18:36:19.5666059Z,4.224773541666667,2,2,0,2,0,-0.3105518944179715,-0.3165368362319907,0.01147113847687065,0.5489565805133927,0.5484879573989936,0.0008981943026058364,0.3845080572703844,0.39311128120293326,0.0164895125373848,-0.7419940601639444,-0.7389203249627081,0.0058913258023727925,100.16158579533824,13.96756303859276
SNM10879,2404.0,2017-08-16,entirely_within,2017-08-11,18:36:19.5666059Z,4.224773541666667,2,2,0,2,0,-0.3105518944179715,-0.3165368362319907,0.01147113847687065,0.5489565805133927,0.5484879573989936,0.0008981943026058364,0.3845080572703844,0.39311128120293326,0.0164895125373848,-0.7419940601639444,-0.7389203249627081,0.0058913258023727925,100.16158579533824,13.96756303859276
SNM10882,2266.0,2017-10-10,within_100m,2017-10-06,18:33:58.9016210Z,3.226401608796296,24,24,0,24,0,0.0343243155441714,0.0626321156446806,0.08091903899016574,0.235756561957879,0.26007815107899546,0.06492764319321898,0.049238909448150375,0.01067751505104275,0.11442223221169141,-0.5365929643185159,-0.5555070627040548,0.07978129766654561,19.965621579638313,9.980832349797009
SNM10890,2404.0,2017-08-24,entirely_within,2017-08-11,18:36:19.5666059Z,12.224773541666666,3,3,0,3,0,-0.3297008237518767,-0.35603053435114507,0.03702548592532324,0.5291865629688336,0.5394365907360537,0.030189728678497132,0.395047301851559,0.4189403790289113,0.033372782705589354,-0.7357220970490626,-0.7409705626765155,0.007303046844065918,21.476849755750212,16.0920678271092
SNM10890,2266.0,2017-08-24,entirely_within,2017-08-11,18:36:19.5666059Z,12.224773541666666,3,3,0,3,0,-0.3297008237518767,-0.35603053435114507,0.03702548592532324,0.5291865629688336,0.5394365907360537,0.030189728678497132,0.395047301851559,0.4189403790289113,0.033372782705589354,-0.7357220970490626,-0.7409705626765155,0.007303046844065918,21.476849755750212,16.0920678271092
SNM10924,2412.0,2016-09-08,touching_perimeter,2016-09-01,18:33:54.4180290Z,6.226453495370371,1,1,0,1,0,-0.3137722002155661,-0.3137722002155661,0,0.3811837895878766,0.3811837895878766,0,0.3921072723802253,0.3921072723802253,0,-0.7046941955590182,-0.7046941955590182,0,0.0,
SNM1093,3192.0,2014-11-19,within_100m,2014-11-15,18:33:55.8256480Z,3.226437210648148,24,24,0,24,0,-0.011363391098089155,0.008451083904301817,0.11386909088192342,0.2959317633988084,0.3035882778648053,0.07329538550289509,0.10144149581269343,0.06935455939041368,0.17718565697669145,-0.6194487067959942,-0.6371780184042277,0.10716613577733074,91.23388632599773,35.97678447041716
SNM10939,2266.0,2017-09-05,touching_perimeter,2017-08-19,18:33:47.1895170Z,16.226537164351853,17,17,0,17,0,-0.3041298185166142,-0.3128170270614725,0.025221544309206517,0.5917669188215537,0.5938278089013383,0.03818027952534424,0.37709236747905184,0.38757762921233924,0.02551185187353095,-0.6282293228571265,-0.6170293198723579,0.026582270410973035,41.237624655122175,13.670917089793683
SNM1095,3192.0,2014-11-19,within_100m,2014-11-15,18:33:55.8256480Z,3.226437210648148,1,1,0,1,0,-0.1164871848065934,-0.1164871848065934,0,0.19819288049400657,0.19819288049400657,0,0.2560463267855115,0.2560463267855115,0,-0.31289314396486934,-0.31289314396486934,0,72.76448553097936,68.99059250446253
SNM10954,2412.0,2016-11-03,within_100m,2016-10-26,18:40:14.9919950Z,7.2220487152777775,4,4,0,4,0,0.08828920092213773,0.0994177457199965,0.020091084169095462,0.21398677003244462,0.2055347386845437,0.027947836114619647,0.053981446843421974,0.05533462492777273,0.01380128281665735,-0.6641772044145443,-0.6774278264458158,0.027316807260966008,4.054995147159397,7.023457619325311
SNM10958,2266.0,2017-09-08,entirely_within,2017-08-26,18:39:59.4533180Z,12.222228553240742,3,3,0,3,0,-0.2765037966967438,-0.28144264107000705,0.027235923487578403,0.39318003576784233,0.3931972639496778,0.014388039094981719,0.34441647195019554,0.3480652204905793,0.02811718132017388,-0.7086954614641642,-0.7120884356982895,0.01095360569819876,23.11420927705384,10.911496000213186
SNM1096,4494.0,2023-12-08,touching_perimeter,2023-11-24,18:33:58.1695080Z,13.226410081018518,3,3,0,3,0,-0.04997518668397931,-0.06159302764587326,0.05110109922161454,0.2863618875525621,0.2872998723111678,0.018077471411932576,0.15774862415650293,0.1703487190914036,0.06261431157435304,-0.5865191730521767,-0.5965454968083393,0.03973998659288658,3.419585739909238,
SNM10960,2266.0,2017-08-26,entirely_within,2017-08-10,18:39:55.3825560Z,15.222275671296297,2,2,0,2,0,-0.28822592054139584,-0.2524199660735553,0.04279248216888275,0.3888820380257378,0.35845523105734667,0.03636374491344268,0.371334915850594,0.34157381347110294,0.035568146746221045,-0.8018364402463316,-0.7949797270110496,0.00819460850070396,41.3798463426614,1.6012189910692092
SNM10961,2266.0,2017-08-27,touching_perimeter,2017-08-11,18:36:19.5666059Z,15.224773541666666,4,4,0,4,0,-0.3926135661274442,-0.40589157439377704,0.021999303869865393,0.5616830736571001,0.5767285167454134,0.05900346115930761,0.452548421012491,0.4588383059362743,0.016855021396717323,-0.7808995776297664,-0.7919880904046556,0.0276096745089065,94.51344711153243,7.209678549054652
SNM10967,2266.0,2017-08-26,touching_perimeter,2017-08-11,18:36:19.5666059Z,14.224773541666666,4,4,0,4,0,-0.2997574002082731,-0.30303691104423797,0.03328988472549926,0.5073718169314039,0.5333014659018482,0.06667604043200447,0.3566582264811259,0.3529863350222631,0.03302700986755922,-0.7236448750804954,-0.7313470539116279,0.019015858959856954,113.51272402399415,26.67077393390835
SNM10969,2266.0,2017-08-25,entirely_within,2017-08-19,18:33:47.1895170Z,5.226537164351852,25,25,0,25,0,-0.16725686738368076,-0.1932521027972828,0.1013476279510861,0.48198165851533087,0.5013984413102549,0.06461494766813997,0.22911529491165084,0.2634059552814041,0.11084285160437118,-0.6231308964800515,-0.6284383130634719,0.048742450954499826,45.645203368097135,17.398464430140937
SNM10970,2266.0,2017-09-08,touching_perimeter,2017-08-11,18:36:19.5666059Z,27.224773541666668,19,19,0,19,0,-0.3304774845327407,-0.33984472381495073,0.03133510977666758,0.5439728781513561,0.5693704758932436,0.08530725197216596,0.3941936611631014,0.4062498447721752,0.026297283891593828,-0.7485573153951202,-0.757534281296733,0.025364730094526118,20.345342023991346,26.56122934643897
SNM1098,3192.0,2014-11-19,within_100m,2014-11-15,18:33:55.8256480Z,3.226437210648148,1,1,0,1,0,0.0177657982725746,0.0177657982725746,0,0.26387732105237366,0.26387732105237366,0,0.07741632780731937,0.07741632780731937,0,-0.6315301269020506,-0.6315301269020506,0,82.47745774378824,
SNM10982,2266.0,2017-08-22,touching_perimeter,2017-08-10,18:39:55.3825560Z,11.222275671296297,5,5,0,5,0,-0.25912543987883846,-0.23679165409655792,0.043113188533119316,0.4771096303580021,0.48437631917149004,0.0675319102661416,0.32971983861630483,0.3080792825822042,0.04094272387229184,-0.7989494494290341,-0.7859656856819848,0.02270339477996367,126.5371113813445,30.992828914049735
SNM10988,2266.0,2017-08-22,entirely_within,2017-08-19,18:33:47.1895170Z,2.2265371643518517,4,4,0,4,0,-0.024551672386976826,0.029171466073772478,0.09269254957042221,0.3916824959760425,0.36587247254389604,0.043512943908921596,0.08284451380700886,0.02690078871662635,0.09538258374095542,-0.6180137431816604,-0.6008869496799112,0.03386853572532136,110.28565348979966,28.69670359839711
SNM10992,2266.0,2017-08-26,entirely_within,2017-08-19,18:33:47.1895170Z,6.226537164351852,3,3,0,3,0,-0.2833815577124387,-0.2857610407674842,0.020791810086655836,0.4604415459541371,0.46110522367622025,0.03204728255242673,0.3459776525540484,0.34874120325874514,0.02697483844363447,-0.6033908653544551,-0.6002418416702383,0.01889921021708623,35.73339726652323,10.100393832909127
SNM10999,2266.0,2017-08-25,entirely_within,2017-08-11,18:36:19.5666059Z,13.224773541666666,3,3,0,3,0,-0.28160844100327,-0.2731581475904222,0.017202435162285572,0.5706909487692482,0.5861602017486187,0.028933023576651118,0.33895983039601013,0.32776061706316945,0.022284367391639106,-0.7572267201564039,-0.7611745396604808,0.009045546044401605,40.16153125888981,2.428260970793188
SNM11002,2266.0,2017-08-31,entirely_within,2017-08-11,18:36:19.5666059Z,19.224773541666668,1,1,0,1,0,-0.2986305310764102,-0.2986305310764102,0,0.5716243186083226,0.5716243186083226,0,0.35922116967715767,0.35922116967715767,0,-0.7358272083470458,-0.7358272083470458,0,27.466049274405687,
SNM11003,2266.0,2017-08-28,entirely_within,2017-08-11,18:36:19.5666059Z,16.224773541666668,5,5,0,5,0,-0.3077810472946181,-0.3252770224022791,0.016048714851453514,0.5424476808192148,0.5589726327815009,0.01808433936498053,0.36560278558103054,0.3808079294289096,0.01426795278501381,-0.7381257985372315,-0.7290434467495827,0.008496843124431504,42.906750292845345,25.353821189120588
SNM11015,2266.0,2017-08-28,entirely_within,2017-08-11,18:36:19.5666059Z,16.224773541666668,3,3,0,3,0,-0.339499511987121,-0.3288998137454678,0.022681504828951916,0.4496593708201879,0.4690856475040347,0.029972924081490326,0.400168436531172,0.3812196632243374,0.031224023602091876,-0.7163580167411148,-0.715419791778647,0.004972793559994572,23.937915580872293,2.149228885248528
SNM11017,2266.0,2017-08-12,entirely_within,2017-08-10,18:39:55.3825560Z,1.2222756712962963,2,2,0,2,0,-0.32332225819241195,-0.3110704540994297,0.03675541227894699,0.44565320016551524,0.43015730784547984,0.046487676960106195,0.39393684587591676,0.3836601700755372,0.03083002740113908,-0.8114660705599117,-0.807128688646353,0.013012145740676438,40.03968985509348,
SNM11022,2561.0,2018-07-27,touching_perimeter,2018-07-21,18:32:55.7056620Z,5.227133043981482,19,19,0,19,0,-0.1448415809327137,-0.1582856907043701,0.02964560472868523,0.37700212305538805,0.39632748940071016,0.033951090061393255,0.20477218399753194,0.2246035192192378,0.04710623542246306,-0.2516284747856863,-0.26207705950770754,0.0284260626909861,197.7632835224015,69.97190406234067
SNM11026,2266.0,2017-08-05,entirely_within,2017-08-03,18:33:41.9844970Z,1.2265974074074073,12,12,0,12,0,-0.32606024962408525,-0.3272621527173669,0.015825356566200738,0.5330686972054969,0.50224329560518,0.05544109002683089,0.4023057570137573,0.4076060154297019,0.01501791153962368,-0.6972439873632958,-0.6867252347773403,0.020113544661035144,63.524826939537235,47.511998362683755
SNM11033,2869.0,2022-09-03,entirely_within,2022-09-02,18:34:14.4895719Z,0.22622119212962963,9,9,0,9,0,0.0658651879059136,0.09403606309921467,0.16637124921249874,0.3265132522959062,0.3177421943976242,0.08602555688151825,-0.023672151366327467,-0.06799956250683571,0.1781385437830691,-0.5570904458422357,-0.5515545746699191,0.07245408878328943,78.16949105820366,14.104636268420013
SNM11035,2266.0,2017-08-07,entirely_within,2017-08-03,18:33:41.9844970Z,3.2265974074074073,5,5,0,5,0,-0.22334680205140034,-0.22708164755570479,0.017794492733596977,0.4345997131312162,0.4250294527150048,0.026277278569699886,0.3052812293300873,0.3074206227019978,0.017456223118345396,-0.5121111735037672,-0.5103361696191937,0.0054525790127791665,35.44454971842051,6.423375528097699
SNM11037,2869.0,2022-09-07,entirely_within,2022-09-02,18:34:14.4895719Z,4.226221192129629,2,2,0,2,0,-0.27912414186237694,-0.2775192628099709,0.003610977867915525,0.44836746250861875,0.4351096274315859,0.029830128923324307,0.3598087760311232,0.3626721366837188,0.006442561468338233,-0.6971313657034306,-0.6935381075997575,0.008084830733265418,134.5323255335114,
SNM11040,2266.0,2017-08-07,entirely_within,2017-08-03,18:33:41.9844970Z,3.2265974074074073,3,3,0,3,0,-0.24803929418965137,-0.24891759591425594,0.002171149106249752,0.48603721651587384,0.48576299393176786,0.018233844940935353,0.32825518372197915,0.32916134659541707,0.0032598256036364065,-0.6064845229869261,-0.6055065086729415,0.016777064323372923,68.91958004968045,18.849993009581038
SNM11045,2266.0,2017-08-07,entirely_within,2017-08-03,18:33:41.9844970Z,3.2265974074074073,8,8,0,8,0,-0.2574572219394913,-0.25555179211936463,0.008287678888549711,0.491299248078537,0.49586880634872815,0.01903996763153679,0.3120067348583912,0.3059998061451973,0.010803460071336842,-0.5352691107759416,-0.5424651281803031,0.020624186286055977,33.206591175482764,11.200960647714975
SNM11046,2266.0,2013-10-26,entirely_within,2013-10-18,18:41:44.1260500Z,7.2210170601851855,10,10,0,10,0,0.12377290614920082,0.1362057045611671,0.05362365928480629,0.22568352184750445,0.23984380743875233,0.05371100280577876,-0.0013776872701836364,-0.017072499727483592,0.06725647141789766,-0.7147894357530997,-0.6975012180691865,0.04930017438510164,63.97679671668807,17.410068835541495
