Site,ID,SampleDate,Latitude,Longitude,CH4.nmol.m2.s,CO2.umol.m2.s,N2O.nmol.m2.s,Blue,Green,Red,NIR,SWIR_1,SWIR_2,Flow,Elevation,Slope,AET,Driver,Days_of_data_acquisition_offset,Minimum_temperature,Maximum_temperature,NDVI,NDWI,EVI,SAVI,BSI,NDPI,NDGI
Calf,CP9,2022-08-03,38.93825699,-120.291332,,2.495269443,,0.04871,0.0723599999999999,0.09788,0.2205575,0.276575,0.2009225,56,2023.48486328125,2.1737007441483764,27.200000000000003,LANDSAT_8,10.222338078703704,285.3910827636719,297.3551330566406,0.3852482826300293,-0.1126812268359039,0.2126108092650843,0.2248384879725085,0.1634050386618458,0.212599944691269,0.09570328794265166
Wilson,WRGHG10,2022-08-02,38.82580404,-120.255843,,15.84048189,,0.0357025,0.0644675,0.055145,0.32349,0.22372,0.12747,52,2020.584228515625,1.069828467850919,24.700000000000003,LANDSAT_8,9.222338078703704,287.20623779296875,294.1361999511719,0.7087168381158636,0.182324884413662,0.483821385718394,0.458116851707478,-0.1258938261833768,0.5762392254505941,0.44972626513564606
Wilson,WRGHG11,2022-08-02,38.826086,-120.255882,,14.64603,,0.03419,0.0635875,0.0505525,0.32591,0.208705,0.1169649999999999,42,2021.0947265625,1.2237312478989983,24.700000000000003,LANDSAT_8,9.222338078703704,287.1932983398437,294.1357727050781,0.7314340737789288,0.2192325318219652,0.5014523237179487,0.4712537615699474,-0.1628179201834158,0.6067185296930616,0.4841176822956822
Wilson,WRGHG12,2022-08-02,38.82634702,-120.255935,,6.577412395,,0.03419,0.0635875,0.0505525,0.32591,0.208705,0.1169649999999999,32,2021.481201171875,1.0386480311203994,24.700000000000003,LANDSAT_8,9.222338078703704,287.1803894042969,294.1353454589844,0.7314340737789288,0.2192325318219652,0.5014523237179487,0.4712537615699474,-0.1628179201834158,0.6067185296930616,0.4841176822956822
Wilson,WRGHG13,2022-08-02,38.82440702,-120.255203,,14.36220099,,0.0295149999999999,0.0550899999999999,0.053055,0.33163,0.1930299999999999,0.096615,100,2020.82080078125,1.6557174114610294,24.700000000000003,LANDSAT_7,2.713085289351852,287.2374267578125,294.12554931640625,0.7241639263293344,0.2641710822246789,0.4874973531733045,0.4723291340985774,-0.1894833917955306,0.642336760501511,0.4542381996433799
Wilson,WRGHG14,2022-08-02,38.82414199,-120.25528,,18.49628205,,0.0273424999999999,0.0574549999999999,0.0594624999999999,0.31788,0.20425,0.1142699999999999,110,2020.421142578125,1.327611740643501,24.700000000000003,LANDSAT_7,2.713085289351852,287.25030517578125,294.12603759765625,0.684835394899859,0.2176277938444449,0.4396092777814164,0.4418186170167296,-0.1338566513667304,0.5836284660554609,0.39988424086176527
Wilson,WRGHG15,2022-08-02,38.82388098,-120.255338,,13.08834501,,0.0294325,0.0574275,0.0637249999999999,0.2995375,0.22669,0.1318975,120,2020.0765380859373,1.2590221575420073,24.700000000000003,LANDSAT_7,2.713085289351852,287.26318359375,294.1265563964844,0.6491517841781083,0.138433472214964,0.4034724509481016,0.4097464560316243,-0.0622472291062909,0.5233622473162685,0.35202873220011044
Wilson,WRGHG16,2022-08-02,38.82396102,-120.25567,,18.58017152,,0.0231349999999999,0.05036,0.0445299999999999,0.3453525,0.16773,0.0819024999999999,120,2019.567626953125,1.2237163380345548,24.700000000000003,LANDSAT_7,2.713085289351852,287.280029296875,294.1328125,0.7715722044462113,0.3461870167078394,0.5226169545940987,0.5070711582708953,-0.2690110590230694,0.699877241547682,0.5235590067301978
Wilson,WRGHG17,2022-08-02,38.82422002,-120.255608,,15.84721711,,0.0273974999999999,0.0527524999999999,0.0445575,0.34076,0.179005,0.0819024999999999,110,2019.854736328125,1.2716199333197442,24.700000000000003,LANDSAT_7,2.713085289351852,287.2671203613281,294.1323547363281,0.7687231958060562,0.31120794974652,0.5279436128184769,0.5018580904590727,-0.2443638883255594,0.6963813004776861,0.5238778096765723
Wilson,WRGHG18,2022-08-02,38.82448296,-120.255551,,15.23166595,,0.0274524999999999,0.0504149999999999,0.0445575,0.3499175,0.18181,0.0907299999999999,100,2020.0712890625,1.4857458275082642,24.700000000000003,LANDSAT_7,2.713085289351852,287.25421142578125,294.13189697265625,0.7740921477913685,0.3161534808713109,0.5408933703541333,0.5120769166270719,-0.2501128387751299,0.6871995022070156,0.5270338261968327
Wilson,WRGHG19,2022-08-02,38.82451096,-120.255984,,5.964814608,,0.0253625,0.055145,0.0467025,0.3132875,0.1873925,0.0907299999999999,101,2019.3309326171875,0.776185538235955,24.700000000000003,LANDSAT_7,2.713085289351852,287.2709655761719,294.13824462890625,0.7405344592905356,0.2514480306782775,0.4749306759947872,0.4649792439446969,-0.1825506988275759,0.6516541847485556,0.48787737962527783
Wilson,WRGHG1,2022-08-02,38.82693501,-120.255335,,3.367058815,,0.0257749999999999,0.052945,0.0425224999999999,0.2675,0.1762,0.0877875,13,2021.4947509765625,0.803588932487913,24.700000000000003,LANDSAT_7,2.713085289351852,287.1380920410156,294.127685546875,0.7256812005580241,0.205769664187514,0.4231055669335319,0.4166134274047943,-0.1456110625540163,0.6215113637637976,0.47635181522955833
Wilson,WRGHG20,2022-08-02,38.82425699,-120.256066,,11.47176635,,0.0295425,0.0527524999999999,0.0467025,0.3132875,0.1873925,0.0907299999999999,111,2018.9598388671875,1.2821305060985546,24.700000000000003,LANDSAT_7,2.713085289351852,287.3007202148437,294.1449584960937,0.7405344592905356,0.2514480306782775,0.4857832967517563,0.4649792439446969,-0.1884733717554274,0.6516541847485556,0.48321341280429
Wilson,WRGHG21,2022-08-02,38.82399598,-120.25615,,9.074088027,,0.02737,0.0503874999999999,0.036005,0.3270099999999999,0.1705625,0.0819024999999999,120,2018.6080322265625,1.0299518682289692,24.700000000000003,LANDSAT_7,2.713085289351852,287.313720703125,294.14532470703125,0.8016335413137198,0.314421516462425,0.5438268305718866,0.5057936420572063,-0.2635050517205263,0.7066886841910921,0.5830310728417671
Wilson,WRGHG22,2022-08-02,38.82401098,-120.256517,,3.322447143,,0.0295149999999999,0.0527524999999999,0.0573449999999999,0.2994825,0.22108,0.1201275,111,2019.8568115234373,3.410027793608811,24.700000000000003,LANDSAT_7,2.713085289351852,287.33056640625,294.1515808105469,0.6785841898396284,0.1506111177812462,0.42564196766958,0.4238965836180561,-0.0832575349118611,0.5579716364964347,0.38693778174856797
Wilson,WRGHG23,2022-08-02,38.82428599,-120.256415,,7.872139683,,0.0316599999999999,0.05751,0.0594899999999999,0.3041025,0.223885,0.1260125,102,2020.336669921875,3.475449902272123,24.700000000000003,LANDSAT_7,2.713085289351852,287.3175354003906,294.1512756347656,0.6727655273417357,0.1519306801770875,0.4295690304634227,0.4248748686446443,-0.0846136762835395,0.5481374649241056,0.3865013592568227
Wilson,WRGHG24,2022-08-02,38.82455103,-120.256332,,6.52275533,,0.02748,0.0527799999999999,0.0488474999999999,0.308695,0.1986399999999999,0.1024725,101,2019.3048095703125,1.4724283085303849,24.700000000000003,LANDSAT_7,2.713085289351852,287.2877502441406,294.1446228027344,0.7267597558332227,0.2169276710654696,0.4654496374527112,0.4545212044884073,-0.1519499710877434,0.6198615985044766,0.46165539354674234
Wilson,WRGHG2,2022-08-02,38.826661,-120.255334,,2.89592072,,0.029955,0.0576749999999999,0.0467849999999999,0.290435,0.1958349999999999,0.1054425,23,2021.2935791015625,0.4928749056934151,24.700000000000003,LANDSAT_7,2.713085289351852,287.1509704589844,294.128173828125,0.7225253543680684,0.1945421268019825,0.4523824112084635,0.4365340053988199,-0.1381325376103444,0.600063686319534,0.47159810148027126
Wilson,WRGHG3,2022-08-02,38.82637602,-120.255339,,4.28558082,,0.0299,0.0529175,0.048875,0.31337,0.2014725,0.1113275,32,2021.0859375,0.6713339522617944,24.700000000000003,LANDSAT_7,2.713085289351852,287.16387939453125,294.1286315917969,0.7301550055901392,0.2173431680562501,0.4783361184053473,0.4601273419967643,-0.1565359848724135,0.6081633134825379,0.4660036334697013
Wilson,WRGHG4,2022-08-02,38.82640603,-120.254961,,20.05118356,,0.0256649999999999,0.055255,0.05102,0.304185,0.1958349999999999,0.0819024999999999,32,2021.1849365234373,1.864613691683841,24.700000000000003,LANDSAT_7,2.713085289351852,287.1473693847656,294.1219482421875,0.7127292690136681,0.2166913323467061,0.446399131058828,0.4440426564390993,-0.1439123988867791,0.6496232442400661,0.4452573855682979
Wilson,WRGHG5,2022-08-02,38.82665497,-120.254966,,20.36190133,,0.029955,0.0529175,0.0510475,0.2995925,0.18181,0.0819024999999999,23,2021.423828125,1.6803566262029084,24.700000000000003,LANDSAT_7,2.713085289351852,287.1344909667969,294.1214294433594,0.7088324207164042,0.2446653268314974,0.4498666029546449,0.4382788253550266,-0.1719223691112275,0.6451354991897669,0.4357135119241067
Wilson,WRGHG6,2022-08-02,38.82695001,-120.254974,,9.435823565,,0.0320999999999999,0.0506074999999999,0.0510475,0.2629075,0.184615,0.1024999999999999,13,2022.0740966796875,2.149793563416875,24.700000000000003,LANDSAT_7,2.713085289351852,287.12164306640625,294.1208801269531,0.6748100842477424,0.1749465110692758,0.3986999813691596,0.39042698920702,-0.1118303276989464,0.5621634484977603,0.3919029188898138
Wilson,WRGHG7,2022-08-02,38.82638398,-120.25558,,6.616127808,,0.0277824999999999,0.0505525,0.0510475,0.28125,0.2098875,0.1142699999999999,32,2021.0859375,0.6713339522617944,24.700000000000003,LANDSAT_7,2.713085289351852,287.16387939453125,294.1286315917969,0.6927602524845957,0.1453004504848438,0.4172856245575903,0.414880196083732,-0.0843863904520871,0.5619992924490316,0.411819334773688
Wilson,WRGHG8,2022-08-02,38.82612699,-120.255549,,8.205075586,,0.0386449999999999,0.0729925,0.0643575,0.356435,0.2568575,0.1508725,42,2020.655517578125,0.5700168723654279,24.700000000000003,LANDSAT_8,9.222338078703704,287.1767578125,294.1291198730469,0.6941128941224,0.1623654292201518,0.502631230242111,0.4758034519177773,-0.1031209208496498,0.5535705840856158,0.4299198977996941
Wilson,WRGHG9,2022-08-02,38.82584603,-120.255508,,8.000383008,,0.03881,0.07071,0.0600125,0.351155,0.2414575,0.139735,52,2020.5452880859373,1.3226812165224056,24.700000000000003,LANDSAT_8,9.222338078703704,287.1896667480469,294.12957763671875,0.7080873366693622,0.185108312767618,0.5125188799814104,0.4792903061182493,-0.1279874463977091,0.5738201447006512,0.4499850472918918
Freeman,FM1,2021-08-03,39.67512962,-120.605471,-2.08665545,7.197540694,0.016545469,0.0408725,0.0691425,0.08281,0.2611475,0.3021225,0.190995,19,2070.5185546875,0.3789770251786644,8.6,LANDSAT_7,1.7405362847222223,287.7919921875,300.95855712890625,0.5184870223792184,-0.072744864807286,0.3071683671052757,0.3169664941658792,0.1206961179994249,0.3338861662957987,0.21825018127703047
Freeman,FM2,2021-08-03,39.67490056,-120.605303,-1.244575851,5.710613112,-0.001748058,0.0281124999999999,0.0549525,0.060645,0.26508,0.2676925,0.1507625,17,2070.552978515625,0.3246681660990286,8.6,LANDSAT_7,1.7405362847222223,287.8031921386719,300.9521789550781,0.6276306700437485,-0.0049035939354978,0.3604014156203034,0.3713736413454842,0.0565459430759577,0.4509956436740492,0.3304712899200076
Freeman,FM3,2021-08-03,39.67466668,-120.605126,-1.968969204,8.613075004,0.017156269,0.0335574999999999,0.0630375,0.0717275,0.2572425,0.26035,0.1482325,15,2070.896728515625,0.4732515941383107,8.6,LANDSAT_7,1.7405362847222223,287.805908203125,300.9458923339844,0.5639268018360336,-0.0060037577824254,0.3229883846750485,0.3356846448001737,0.0662690496927567,0.4187515614995027,0.265677557636032
Freeman,FM4,2021-08-03,39.67442563,-120.604954,-1.565727246,4.415731067,0.016045202,0.0316875,0.0589675,0.0717275,0.24935,0.2922775,0.170865,13,2071.155029296875,0.7526675364937363,8.6,LANDSAT_7,1.7405362847222223,287.8171691894531,300.9394836425781,0.55320755892269,-0.0792565000853908,0.3079321490889328,0.3244928158425971,0.1286233077665424,0.3674327799987935,0.24534838859484193
Freeman,FM5,2021-08-03,39.67419212,-120.604781,-2.14044302,5.907605806,0.027725287,0.0316325,0.0610025,0.0717275,0.241485,0.3045699999999999,0.1758974999999999,11,2071.677978515625,1.3830790126831305,8.6,LANDSAT_7,1.7405362847222223,287.82012939453125,300.9330444335937,0.5419882667518059,-0.1155286555383614,0.2958259452724397,0.3131238759856741,0.1588814548478245,0.3451431051006371,0.241141609096123
Freeman,FM8,2021-08-03,39.67432903,-120.604481,-1.766082445,6.216994386,0.03665548,0.0280024999999999,0.0528624999999999,0.0624874999999999,0.2532825,0.2824325,0.1507625,13,2071.52880859375,0.6071792656864822,8.6,LANDSAT_7,1.7405362847222223,287.8004150390625,300.9395446777344,0.6042214269879977,-0.0544132607823189,0.3363356957950768,0.350824987435184,0.1016200764925224,0.4285089859028627,0.29742371643430965
Freeman,FM9,2021-08-03,39.67456268,-120.604655,0.34831413,1.0743181,-0.018783477,0.03353,0.0630375,0.077255,0.241485,0.3119125,0.185935,15,2071.211181640625,0.6397903497400126,8.6,LANDSAT_7,1.7405362847222223,287.79742431640625,300.94598388671875,0.5152475371776368,-0.1272638564503814,0.2824655668230664,0.3008830642206316,0.171869177522744,0.3175770789547772,0.2115554305465603
Freeman,FM10,2021-08-03,39.67479697,-120.604832,-0.976488136,2.838444657,0.014870442,0.037215,0.0650724999999999,0.079125,0.2572425,0.2996475,0.1784,17,2071.228515625,0.8152073671654562,8.6,LANDSAT_7,1.7405362847222223,287.7860717773437,300.95245361328125,0.5295324310464001,-0.0761460970748263,0.3064903846153846,0.3194483884177709,0.1252395169555724,0.3537351153865887,0.2248519185515048
Freeman,FM11,2021-08-03,39.67503116,-120.605011,-1.885365418,5.178818916,0.024942918,0.0372424999999999,0.0630649999999999,0.07544,0.2572425,0.3168625,0.190995,19,2070.880615234375,0.6273525288060092,8.6,LANDSAT_7,1.7405362847222223,287.7833251953125,300.958740234375,0.5464744914445454,-0.1038485991238536,0.3177112868965119,0.3275002777168969,0.142427606792494,0.3414581044813828,0.24214562396861108
Freeman,FM12,2021-08-03,39.675262,-120.60519,-1.058565332,6.221434536,0.025829611,0.0354549999999999,0.0610574999999999,0.0643575,0.2611475,0.28983,0.1608275,19,2070.880615234375,0.6273525288060092,8.6,LANDSAT_7,1.7405362847222223,287.7833251953125,300.958740234375,0.6045682862014408,-0.0520574796611476,0.3561474757126931,0.3575811170132222,0.0884847646706311,0.4194658104675666,0.31477379949264006
Freeman,FM13,2021-08-03,39.67540376,-120.604877,-1.644074876,6.937804252,-0.002167037,0.0354549999999999,0.0590224999999999,0.071755,0.2532825,0.3021225,0.173395,21,2071.27587890625,1.03300180938811,8.6,LANDSAT_7,1.7405362847222223,287.7633056640625,300.96539306640625,0.5584817136484251,-0.0879358306100953,0.3200640031031807,0.3300349984091631,0.1284909034658135,0.3699865669296577,0.2501565678938264
Clover Valley,D13,2019-06-28,39.95544474,-120.4263173,,11.61682776,,0.0286349999999999,0.0577024999999999,0.0438699999999999,0.3418874999999999,0.1774375,0.0881175,425,1669.9324951171875,0.5889751745541364,8.200000000000001,LANDSAT_8,1.7770834259259258,278.83917236328125,290.7059326171875,0.7725514085921854,0.3166610504019639,0.5358696942125873,0.5046824328329141,-0.252124765557677,0.6873900614570027,0.5387887880784423
Clover Valley,D14,2019-06-28,39.95047473,-120.4264405,,4.336686131,,0.0386449999999999,0.0590224999999999,0.0592975,0.281415,0.1967425,0.10019,1,1667.874267578125,0.4027119841065078,8.4,LANDSAT_7,0.7738824652777778,278.9552917480469,290.7987060546875,0.6519206075503541,0.1770807735944747,0.4121338912133891,0.3963022436326331,-0.1111265405311578,0.5690600526560529,0.36818903302528827
Clover Valley,R25,2019-06-28,39.94547401,-120.4271855,,6.183364389,,0.0297624999999999,0.0591324999999999,0.0552825,0.309575,0.2089524999999999,0.115865,262,1667.0924072265625,0.1411646109083335,8.700000000000001,LANDSAT_8,1.7770834259259258,279.1009216308594,290.9098205566406,0.6969638831598637,0.1940543172734329,0.4483133102558881,0.4410423104384247,-0.124429956633213,0.5814257377390017,0.42579463551501057
Clover Valley,R26,2019-06-28,39.941533,-120.4275425,,6.392190142,,0.0305324999999999,0.0553374999999999,0.0430174999999999,0.3088599999999999,0.171085,0.084955,187,1665.5596923828125,0.3900319451947656,8.9,LANDSAT_7,0.7738824652777778,279.2082824707031,290.9887084960937,0.7554972966444289,0.2870641427663586,0.4967268541831522,0.4680998735146778,-0.2263615750819791,0.6680258148138147,0.51517018323958
Deer,DHA-A,2019-09-07,39.42841024,-120.6513898,,4.712532027,,0.0143625,0.03661,0.03584,0.2781975,0.179885,0.0902625,2,1878.8006591796875,0.1096529397960086,71.7,LANDSAT_8,1.7816073958333334,286.4247131347656,297.2173156738281,0.7717470047366954,0.2146174542795238,0.4373046196596039,0.4465841561353131,-0.1511651927560324,0.6462199031076674,0.5151033009911022
Deer,DHA-B,2019-09-07,39.42879998,-120.6513985,,3.527952708,,0.0131249999999999,0.0355099999999999,0.033035,0.2761075,0.1625599999999999,0.07951,2,1878.8380126953125,0.5945095898263304,71.7,LANDSAT_8,1.7816073958333334,286.4166564941406,297.2196350097656,0.7862797900644525,0.2588463927690108,0.4416673329069395,0.4506112952910025,-0.1931357029046413,0.675452795354249,0.5399390939801304
Deer,DHA-C,2019-09-07,39.42921025,-120.649655,,1.578457939,,0.0212374999999999,0.0442549999999999,0.059875,0.211345,0.2175875,0.1310724999999999,2,1882.357666015625,1.7772332227739756,71.60000000000001,LANDSAT_8,1.7816073958333334,286.33331298828125,297.1778259277344,0.5584765135314504,-0.0145535719489662,0.2683138317046794,0.2946046523689738,0.0879922359791783,0.3971057049336813,0.23365924733626964
Deer,DHA-D,2019-09-07,39.42824501,-120.6509018,,7.828034801,,0.011915,0.0312474999999999,0.0288825,0.2726425,0.1380025,0.067685,2,1879.16357421875,1.014112503249817,71.7,LANDSAT_8,1.7816073958333334,286.40625,297.1956787109375,0.8084238454522841,0.3278744414275103,0.4492195418609366,0.4561804061008702,-0.2606588878982372,0.7115136593721054,0.5735176813891723
