ID,Area_m2,Area_km2,NDVI,NDWI
11192.0,4831.694,0.00483,0.0547176079646338,-0.0738776051761303
11193.0,17427.619,0.01743,0.01703108558399727,-0.028680326541652288
11195.0,31737.242,0.03174,0.03153611135479607,-0.05340304113524366
11198.0,8154.81,0.00815,0.17538931492480458,-0.18757233432701342
11202.0,11827.676,0.01183,0.0483486406680304,-0.06797725860460468
11206.0,7977.225,0.00798,0.025641278513826943,-0.04799252427787748
11208.0,7938.49,0.00794,0.05476791244443247,-0.06827950262330669
11209.0,11765.017,0.01177,0.011388132581673177,-0.026305264462920776
11211.0,5056.947,0.00506,0.11573880378783573,-0.13052026371037287
11212.0,4589.365,0.00459,0.012592876510788444,-0.02912824522602406
11215.0,21411.798,0.02141,0.08588941758996871,-0.11290509734835939
11219.0,25318.673,0.02532,0.023811200850224704,-0.04483379815324633
11220.0,8071.425,0.00807,0.11125995298006172,-0.14150034684996948
11222.0,14421.605,0.01442,0.08229408901290937,-0.09884726218975937
11223.0,11432.463,0.01143,0.09928043437260049,-0.1329969281856402
11224.0,6326.577,0.00633,0.11264199703223883,-0.1241763932438828
11225.0,5321.057,0.00532,0.008641519452787036,-0.019930964093675656
11226.0,14854.965,0.01485,0.14523938861132007,-0.14527538527656184
11228.0,37756.88,0.03776,0.014938315985408538,-0.03214285039633154
11229.0,6007.341,0.00601,0.09539620674571833,-0.11707906068578589
11230.0,6124.68,0.00612,0.02072039411908636,-0.03530619146556014
11231.0,48295.022,0.0483,0.07648569447651798,-0.10046522591681106
11232.0,8380.396,0.00838,0.10371215405971498,-0.143084889570354
11233.0,9566.392,0.00957,0.07070883443327715,-0.1007138960733542
11235.0,8378.643,0.00838,0.0037032075604896326,-0.01458946858496903
11236.0,30406.278,0.03041,0.019314712267376064,-0.02890290214113633
11237.0,8984.559,0.00898,0.13928061044558177,-0.1591928118643243
11239.0,4617.456,0.00462,0.10555405848821862,-0.11837223753812982
11240.0,14695.846,0.0147,0.10803279030795482,-0.14561545824528424
11241.0,12559.226,0.01256,0.07308651816101609,-0.09711608145928102
11243.0,23131.912,0.02313,0.10839310063901783,-0.14803398054890343
11245.0,80196.798,0.0802,0.06859063697815379,-0.10650723602557029
11246.0,33974.013,0.03397,0.045811876921921256,-0.05715831144268152
11249.0,37405.965,0.03741,0.015076717488040823,-0.022718538736156504
11250.0,21865.911,0.02187,0.18590390115497069,-0.20734211655450016
11251.0,6343.194,0.00634,0.16277265000379365,-0.16755776156205895
11252.0,15356.777,0.01536,0.03245667550528724,-0.050511859326163415
11256.0,17820.545,0.01782,0.09482902543341659,-0.131527520069019
11258.0,8183.868,0.00818,0.12765458355054907,-0.1451982939944452
11261.0,7596.746,0.0076,0.1370559490112032,-0.14269694201811184
11263.0,6928.561,0.00693,0.10041356003794882,-0.1387201775948095
11265.0,4271.719,0.00427,0.0891442728331493,-0.09388106528507131
11266.0,8120.309,0.00812,0.03483745976423587,-0.04987537507806723
11267.0,43510.535,0.04351,0.13060405335172923,-0.1702349480498051
11268.0,14355.787,0.01436,0.0382116564490138,-0.058653054971471406
11269.0,10451.874,0.01045,0.18761501142115375,-0.20060046702138845
11270.0,13652.618,0.01365,0.03397671981046343,-0.04997994089881684
11275.0,7182.705,0.00718,0.10746164216153295,-0.12055710224465079
11277.0,7392.314,0.00739,0.1067562479291951,-0.1155159867544148
11278.0,11096.371,0.0111,0.09999694125340601,-0.11020465955004484
11279.0,8685.125,0.00869,0.07988598467224652,-0.09804268467436955
11280.0,6594.903,0.00659,0.12274801296813348,-0.14989883651700286
11281.0,125628.841,0.12563,0.19521243669846763,-0.20034975980208275
11282.0,12396.917,0.0124,0.07722468361277249,-0.09682817200000575
11283.0,5195.658,0.0052,0.18207615789401188,-0.2064056208134638
11284.0,9906.412,0.00991,0.1674643295290792,-0.1890457794881471
11285.0,7646.616,0.00765,0.10549592859114848,-0.1265360828990197
11286.0,21505.09,0.02151,0.10878275350213662,-0.15366554492121265
11287.0,29238.278,0.02924,0.16717765960325462,-0.19338263177678663
11289.0,7317.102,0.00732,0.10627961017854483,-0.11354046741229494
11290.0,11250.355,0.01125,0.10883678070567265,-0.15298631299847984
11291.0,7586.629,0.00759,0.11397339866989364,-0.15410756681762086
11292.0,60149.158,0.06015,0.0932768202565729,-0.1157627284242861
