ID,Site,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,Blue,Green,Red,NIR,SWIR_1,SWIR_2,peak_date,Driver,Cdef,Elevation,AET,Flow,Slope,SWE,Annual_Precipitation,Snow_days,Wet_days,Minimum_temperature,Maximum_temperature,NIR_Green,NIR_Red,NDVI,NDWI,EVI,SAVI,BSI,NDSI,NDPI,dBlue,dGreen,dRed,dNIR,dSWIR_1,dSWIR_2,dNDVI,dNDWI,dEVI,dSAVI,dBSI,dNDSI,dNDPI,L1_Clay,L2_Clay,L3_Clay,L4_Clay,L1_Sand,L2_Sand,L3_Sand,L4_Sand,L1_Hydra_Conduc,L2_Hydra_Conduc,L3_Hydra_Conduc,L4_Hydra_Conduc,L1_Organic_Matter,L2_Organic_Matter,L3_Organic_Matter,L4_Organic_Matter
CV3,Clover Valley,2016-06-20,39.96197512,-120.4131519,7.178125312,0.472916094,0.991161831,2.369081469,0.0568225,0.0914174999999999,0.09876,0.2244625,0.2225099999999999,0.1678675,2016-06-11,LANDSAT_8,8243,1671.8927001953125,3065,267,0.306080700342036,0.0,702,83,0,273.8539733886719,303.638427734375,2.455355922006181,2.272807816929931,0.3889039284084492,0.0043682776904619,0.225944855812482,0.2290434845986352,0.0663590875521736,-0.4175884559332967,0.2694772895270704,15.193494375,20.36984163690476,23.937730595238097,44.6433193452381,58.9040108779762,44.63849145833333,80.21886861644911,-38.23442577019057,39.859482033925474,40.51011804126136,44.58517094760121,-129.3452102688941,37.10607059322256,26.179405212402344,11.694354057312012,30.529399871826172,28.153934478759766,40.026885986328125,68.35591125488281,34.874046325683594,41.5277214050293,0.025763286277651787,0.4168686866760254,-0.10702910274267197,-0.1659707874059677,0.5320485234260559,-0.7533720135688782,0.32781457901000977,-0.11743784695863724
CV5,Clover Valley,2016-06-20,39.96180673,-120.4136264,5.794871479,0.424686886,0.699643645,1.962839057,0.0466475,0.0727725,0.0751375,0.23582,0.2105199999999999,0.145785,2016-06-20,LANDSAT_8,8242,1671.6304931640625,3065,298,0.307142516820215,0.0,702,85,0,273.8493347167969,303.6440124511719,3.2405098079631727,3.1385127266677757,0.5167346019954495,0.0566832459559977,0.3005009205830016,0.297208854964656,0.0056149614961495,-0.4862377224953007,0.3788933769614526,14.11963569940476,20.060167142857143,23.08981598214286,51.15730186011905,54.7018155654762,38.12402729166666,101.00661605598528,-11.520817905403549,52.62394646988104,53.62299207042654,25.94071625447946,-125.08040738537127,67.66814152533506,27.887937545776367,12.38113784790039,30.562654495239258,27.478256225585938,36.449947357177734,65.5147476196289,32.78560256958008,40.141849517822266,-0.0003518468583934009,0.6515309810638428,-0.08229600638151169,-0.08355160057544708,0.5520212650299072,-0.6522741913795471,0.36487191915512085,-0.06527866423130035
CV8,Clover Valley,2016-06-20,39.96253445,-120.4134874,3.467868004,0.245200926,2.052446308,0.891963192,0.033365,0.0608374999999999,0.05058,0.312325,0.1615424999999999,0.0931775,2016-06-20,LANDSAT_8,8244,1672.09912109375,3064,247,0.7689396713256834,0.0,702,76,0,273.8611755371094,303.6408996582031,5.133757961783441,6.174871490707789,0.721249362780893,0.3181954871351169,0.4791872243591034,0.4549950458045787,-0.2394487394957984,-0.4528509758071769,0.6367180325111181,14.661050889136902,20.625484951636903,21.76005145089286,61.01038193824405,45.57012989955358,28.862888623511907,138.6050055305305,35.40262515549754,74.25091955560619,73.91933067618379,-9.1902824387426,-117.51833066148288,115.68975955718837,20.309526443481445,17.563640594482422,20.05586814880371,21.492050170898438,40.09161376953125,55.0477409362793,44.09611511230469,46.23274230957031,0.4043014645576477,0.06351127475500107,0.3967192471027374,0.3132462799549103,0.2553211748600006,-0.24764081835746765,0.16636379063129425,0.022732801735401154
Y1,Coyote Flat,2016-07-08,40.110052,-120.4172487,8.305925057,0.564858338,1.148581651,3.845681657,0.06851,0.0851474999999999,0.0868525,0.2145075,0.265245,0.199795,2016-05-26,LANDSAT_8,8392,1700.78369140625,2847,906,0.0,0.0,644,85,0,277.7712097167969,305.517822265625,2.5192460142693567,2.469790737169339,0.4235963631537032,-0.1057576562915253,0.2612032681356772,0.238946915244085,0.10876770348677,-0.5139878850146622,0.2220745086164634,16.746689129464283,21.549456216517857,24.67981387276786,45.942845546875006,64.696458515625,49.41235935267857,81.94090210459106,-46.68462071209595,41.9437102980425,41.67451866698504,49.2399137608856,-134.96949194596004,32.214067167647784,13.80795669555664,24.02909278869629,19.28738784790039,23.127643585205078,51.816795349121094,38.318424224853516,50.60615158081055,45.07623291015625,0.6432483792304993,0.2648213505744934,0.4279278516769409,0.11733991652727127,0.33201321959495544,-1.0801527500152588,0.030872343108057976,-0.4414641857147217
Y10,Coyote Flat,2016-07-08,40.11158656,-120.4194028,14.28796483,0.960706337,1.387626562,4.901825734,0.0657324999999999,0.08226,0.0857525,0.2292199999999999,0.2713225,0.1995475,2016-05-26,LANDSAT_8,8388,1700.610107421875,2848,703,1.099197845508,0.0,645,88,0,277.7704162597656,305.5141906738281,2.786530513007537,2.673041602285647,0.4554921461397422,-0.0841137365957936,0.2867649483856072,0.2640595234808536,0.0952758894371787,-0.534705478919347,0.2558544585106985,16.34877857142857,21.246473571428574,25.04687953125,47.38539421875,67.84474858258929,50.915847410714285,83.99922671737014,-47.680335523462034,43.02347956226365,43.41868241105596,50.89020829956369,-139.64000818035015,33.86316034098564,14.990462303161621,20.115190505981445,17.990657806396484,22.646963119506836,45.07400894165039,45.814369201660156,41.75099182128906,38.27995681762695,0.7208315134048462,0.2006610631942749,0.3918456435203552,0.1542873978614807,0.5771358609199524,-0.6511707305908203,0.1967388391494751,-0.03607966750860214
Y12,Coyote Flat,2016-07-08,40.11144239,-120.41871,8.812512678,0.638887621,4.209522598,3.396050347,0.0594899999999999,0.078135,0.0792074999999999,0.2380749999999999,0.25386,0.17796,2016-05-26,LANDSAT_8,8389,1700.8912353515625,2847,772,1.226934198437058,0.0,645,88,0,277.77374267578125,305.5202331542969,3.0469699878415555,3.0057128428494777,0.5007130869178099,-0.0320875725451534,0.313435913017058,0.2915775756852741,0.0562966545492026,-0.5293001400623504,0.3199491258923482,15.065810178571429,20.27106677455357,24.073649162946424,47.746878805803576,64.28989224330357,46.541006015625,87.39024906028358,-38.10461335954823,44.976755836127445,45.74339222998492,44.29286110899575,-134.75055858068794,43.01340977923228,14.42258071899414,19.6760196685791,20.555225372314453,25.38703155517578,43.3147087097168,40.93274688720703,41.26112747192383,39.18933868408203,0.7134333252906799,0.26771578192710876,0.4203146994113922,0.12836810946464539,0.45328155159950256,-0.8663710951805115,0.08243929594755173,-0.39941680431365967
Y3,Coyote Flat,2016-07-08,40.11012996,-120.4179603,9.257846305,0.683473766,0.198232366,3.128969005,0.065265,0.0816549999999999,0.083965,0.2164599999999999,0.25672,0.1913524999999999,2016-05-26,LANDSAT_8,8390,1700.78369140625,2848,912,0.0309711526124157,0.0,644,87,0,277.7679443359375,305.5132141113281,2.650909313575409,2.5779789197880065,0.4410252142797702,-0.0850839004184454,0.2691319405652999,0.2482962176343817,0.0947285551324689,-0.517369782046546,0.2451840868856159,15.46144755580357,20.106796908482146,23.493133895089287,44.74448261160714,62.44161224330357,47.35544077008929,81.58863309171873,-43.75261021609323,41.55898683532636,41.59801389458615,47.14404149793735,-133.1384279591776,33.58924378571653,15.170313835144043,20.42940330505371,17.96135902404785,22.22897720336914,45.1750602722168,45.3817024230957,42.1033935546875,38.531219482421875,0.7109009027481079,0.20146408677101135,0.3802699148654938,0.13797804713249207,0.5827099084854126,-0.6928449869155884,0.2015320211648941,-0.03756120055913925
Y4,Coyote Flat,2016-07-08,40.11039759,-120.4178613,11.00853475,0.769514109,0.437277278,3.85041122,0.06411,0.0811049999999999,0.0827275,0.2050199999999999,0.2513575,0.188355,2016-05-26,LANDSAT_8,8391,1700.78369140625,2847,976,0.0,0.0,644,85,0,277.77105712890625,305.5176086425781,2.527834288884779,2.478256927865582,0.4249993483870406,-0.1015332701546418,0.2504844087959624,0.2328649091237991,0.1076813408154638,-0.5120953490995226,0.2268433467893948,15.77925708705357,20.36778677455357,23.18910790178571,44.98995216517857,62.18073583705357,47.17145546875,87.59603348617925,-44.69974885902717,43.45992260230565,43.24237565572832,47.92784090448036,-137.65057484234256,36.40634994544117,15.025568008422852,20.618616104125977,17.03803253173828,20.949825286865234,47.33755874633789,47.85399627685547,46.348934173583984,42.1818733215332,0.7178844809532166,0.24355745315551758,0.3822774887084961,0.15375684201717377,0.5685024857521057,-0.7106420993804932,0.17423993349075317,-0.05968664214015007
Y6,Coyote Flat,2016-07-08,40.11030765,-120.4171755,8.821579661,0.628496516,0.256536003,3.221724955,0.0671074999999999,0.0830024999999999,0.0847074999999999,0.1988325,0.2559225,0.1922325,2016-05-26,LANDSAT_8,8394,1700.78369140625,2848,970,0.0,0.0,644,86,0,277.7775573730469,305.5270080566406,2.395500135538087,2.3472832984092324,0.402500529025887,-0.125540126001913,0.2370155459353262,0.2184795926181178,0.1231350050282737,-0.5102013719849525,0.2019458910506542,15.999325089285716,20.590800714285717,23.438858839285714,44.0758778125,61.13324830357144,46.58373049107144,83.68179650862595,-45.15780451129741,41.264401134167535,41.0673345524492,48.19827621814912,-134.54722390751556,34.19489556530293,14.013961791992188,23.027048110961914,15.565011024475098,18.445758819580078,55.77321243286133,49.62485885620117,60.077667236328125,53.46455001831055,0.6936923861503601,0.3601013123989105,0.4121793210506439,0.1793603152036667,0.4142298102378845,-0.9489201307296753,0.03269214928150177,-0.29472196102142334
Y7,Coyote Flat,2016-07-08,40.11120024,-120.4188502,7.815537735,0.562677568,0.227384185,2.923939731,0.06356,0.0802525,0.0811325,0.202545,0.2414575,0.178785,2016-05-26,LANDSAT_8,8389,1700.66015625,2849,837,0.7466468728432494,0.0,644,85,0,277.7706298828125,305.5160522460937,2.5238466091399023,2.4964718207869847,0.4279948180592399,-0.087640272295764,0.2503061502177069,0.2323899180466455,0.0959495154536728,-0.5010879363401821,0.2401552023208098,15.336806696428573,20.208127477678573,23.23697305803572,45.36979658482143,61.45342694196429,45.42625850446428,86.00502329354437,-41.30147042443206,43.32702655605651,43.478123693819455,45.47766519678611,-134.45912118657031,39.81180173150555,15.25365161895752,19.93024444580078,18.18756103515625,22.593658447265625,44.00876998901367,45.47270965576172,40.70527648925781,37.5745849609375,0.7191657423973083,0.19882632791996002,0.379790723323822,0.13928522169589996,0.5972027778625488,-0.6665882468223572,0.20917809009552002,-0.03150096908211708
Y9,Coyote Flat,2016-07-08,40.1113419,-120.4195474,9.613114377,0.695717844,0.40812546,2.891618919,0.0623774999999999,0.0807749999999999,0.0837999999999999,0.2123625,0.2383225,0.176805,2016-05-26,LANDSAT_8,8387,1700.171142578125,2848,769,0.7979369509300573,0.0,645,85,0,277.7673034667969,305.5101623535156,2.6290622098421546,2.5341587112171844,0.4340944582788166,-0.0576012070514882,0.2576751364162487,0.2422165701097452,0.0793859557268215,-0.4937284058947501,0.2599948914916637,16.135941004464286,21.322714162946426,24.718856986607143,48.76410122767858,64.82082111607143,48.25048888392857,89.32609616776352,-38.18722994403241,46.485333187355735,46.523363683658296,43.974540813984646,-135.74597367913776,42.80221089129915,15.080167770385742,19.671754837036133,17.684858322143555,22.170515060424805,45.133827209472656,47.03771209716797,43.12152099609375,40.00042724609375,0.7186667919158936,0.21130910515785217,0.4059392213821411,0.18361997604370117,0.6114434003829956,-0.6588344573974609,0.1910930722951889,-0.01858489401638508
X1,Dixie,2016-07-18,39.93496503,-120.333205,7.765580811,0.481508343,6.099675371,3.089765628,0.0217874999999999,0.0537699999999999,0.0366374999999999,0.3828625,0.1573899999999999,0.0748349999999999,2016-06-20,LANDSAT_8,7794,1802.59765625,3206,56,1.3072917444907242,0.0,745,119,0,274.7269897460937,305.4072265625,7.120373814394647,10.450017059024228,0.8253277711561383,0.4173465185260597,0.6013852400286602,0.564804241435563,-0.3518129543869614,-0.4907179390035992,0.7550146468002226,11.2204328125,18.00915557291667,17.202660208333334,71.69923604166668,43.80370755208333,23.75891630208333,158.42422965668214,57.39743533550207,99.5359776927109,96.3077003147549,-35.870896628302205,-114.67398861774706,139.31855125883868,23.820037841796875,20.779024124145508,20.6728515625,19.994632720947266,32.98184585571289,49.82587432861328,41.16080093383789,44.282649993896484,0.36874523758888245,0.5199007987976074,0.4211609959602356,0.4357041120529175,0.2577246129512787,0.00027859583497047424,0.23512671887874603,0.18799804151058197
X10,Dixie,2016-07-18,39.93350197,-120.332292,9.552680471,0.698334103,1.422608745,3.891345089,0.0260775,0.0544025,0.0466475,0.391635,0.167015,0.0878975,2016-06-20,LANDSAT_8,7794,1804.2919921875,3210,52,0.9824285681467888,0.0,746,120,0,274.7368469238281,305.3817443847656,7.198841964983225,8.395626775282704,0.7871350099536257,0.4020764342611652,0.5843526704614267,0.5515196649196803,-0.3231835280142546,-0.5085980105456885,0.716069736488966,15.654981875,22.66498625,24.99448375,71.77993125,54.011480000000006,32.08762062500001,130.25759553860271,31.241869845484963,79.24489287014252,81.5910263690034,-9.317572946720386,-116.98969830521838,109.68311397255442,23.820037841796875,20.779024124145508,20.6728515625,19.994632720947266,32.98184585571289,49.82587432861328,41.16080093383789,44.282649993896484,0.36874523758888245,0.5199007987976074,0.4211609959602356,0.4357041120529175,0.2577246129512787,0.00027859583497047424,0.23512671887874603,0.18799804151058197
X11,Dixie,2016-07-18,39.93341303,-120.332613,9.507988668,0.674649691,1.591689293,3.368671738,0.0404599999999999,0.0719475,0.0743125,0.3351225,0.2167075,0.1355275,2016-06-20,LANDSAT_8,7795,1804.4185791015625,3213,42,0.7416012947455648,0.0,746,120,0,274.7318420410156,305.4022827148437,4.65787553424372,4.50963835155593,0.6369997679729383,0.2145860138086005,0.4412886895345159,0.4301736792623992,-0.1268559598861391,-0.5014983284543832,0.5359571335858411,16.53440203125,23.620322447916664,27.316863854166662,67.82543864583334,58.147335,36.78530578125,114.5399444290393,15.806904843595117,69.30010961239404,70.9989599770989,5.28548523936127,-116.73619027936071,91.39197015031408,23.820037841796875,20.779024124145508,20.6728515625,19.994632720947266,32.98184585571289,49.82587432861328,41.16080093383789,44.282649993896484,0.36874523758888245,0.5199007987976074,0.4211609959602356,0.4357041120529175,0.2577246129512787,0.00027859583497047424,0.23512671887874603,0.18799804151058197
X12,Dixie,2016-07-18,39.93366198,-120.332703,10.98886816,0.719009193,2.198047118,5.011112164,0.0193125,0.0557774999999999,0.0449424999999999,0.384045,0.1762825,0.0902625,2016-06-27,LANDSAT_8,7796,1804.3402099609373,3212,46,1.6516885703649349,0.0,746,120,0,274.73175048828125,305.4008483886719,6.885303213661426,8.545252266785338,0.7904717503423759,0.3707876197402411,0.56185355629471,0.5475356234610261,-0.2916067933379497,-0.5192838059122642,0.7109413685882577,16.0610475,22.788661250000008,24.462414375,77.55044937500001,54.039125,31.044216250000005,140.5221188133607,42.27097027739076,88.25606286599998,90.46828458155862,-19.578715952428823,-116.03407354242069,121.52539451702248,23.820037841796875,20.779024124145508,20.6728515625,19.994632720947266,32.98184585571289,49.82587432861328,41.16080093383789,44.282649993896484,0.36874523758888245,0.5199007987976074,0.4211609959602356,0.4357041120529175,0.2577246129512787,0.00027859583497047424,0.23512671887874603,0.18799804151058197
X2,Dixie,2016-07-18,39.93470997,-120.333044,13.01429473,0.832611145,3.581439405,4.105468015,0.02154,0.052945,0.0355649999999999,0.37596,0.151285,0.0706,2016-06-20,LANDSAT_8,7794,1803.194091796875,3208,59,0.8709921099608149,0.0,745,116,1,274.7300109863281,305.3980407714844,7.100953820001887,10.57106706031211,0.8271550938582103,0.4261301671898264,0.5960130970724191,0.5601519431721566,-0.3604860100966887,-0.481515937913137,0.7611825912937732,11.698105625,17.421666875,16.52852875,68.372828125,39.58752625,21.407860625,160.48457206819657,63.85010598577879,96.33115496416497,93.62427268750568,-41.09093247136583,-108.71883506949776,143.26855688998222,23.433732986450195,20.627389907836914,20.634687423706055,20.118602752685547,33.562984466552734,50.01259994506836,41.321189880371094,44.29451370239258,0.372123658657074,0.5167368054389954,0.40973445773124695,0.40801215171813965,0.2565506398677826,-0.02353787049651146,0.23011186718940735,0.17792201042175293
X3,Dixie,2016-07-18,39.93454602,-120.333458,10.72550007,0.714785045,1.820258856,3.602411147,0.0263525,0.05696,0.0439249999999999,0.3595425,0.174715,0.0937549999999999,2016-06-20,LANDSAT_8,7797,1803.9337158203125,3208,45,2.3630190791609,0.0,745,122,0,274.7247009277344,305.4179992675781,6.312192766853932,8.185372794536145,0.782262511850397,0.3459520923899056,0.5535405955492964,0.5240102715371611,-0.276667190485249,-0.508276680694939,0.6904027737194364,14.11921625,20.309454464285714,20.904227410714288,68.08307026785715,45.28069491071429,26.118435625,142.57002266920682,46.57042974243484,82.91235314032104,84.79221111741612,-23.22462206977108,-109.93656141310647,122.94759489303776,20.72310447692871,19.556835174560547,20.618988037109375,21.232723236083984,38.142276763916016,51.442848205566406,42.718868255615234,44.63107681274414,0.4081839323043823,0.4743683636188507,0.3761517107486725,0.3075532019138336,0.24620932340621948,-0.1705903708934784,0.20117546617984772,0.1276473104953766
X4,Dixie,2016-07-18,39.934845,-120.333505,13.21825736,0.822797559,1.711766606,5.618612769,0.0209624999999999,0.0520649999999999,0.0352625,0.39059,0.15453,0.0732674999999999,2016-06-20,LANDSAT_8,7797,1802.8739013671875,3208,48,2.094641619694688,0.0,745,120,0,274.724365234375,305.417236328125,7.501968692979934,11.076639489542716,0.8343910156685705,0.4330422659230995,0.614776328185218,0.575676201122749,-0.3687733331116082,-0.4959703768242215,0.7650805615413624,14.813681250000002,21.522485,22.731969375,72.07225624999998,49.8912375,29.095208125,141.2074669736193,43.34103293664761,86.1857293800135,86.38110280148176,-20.94236118171591,-113.84832209210695,120.9595125126821,23.463024139404297,20.637971878051758,20.672710418701172,20.143238067626953,33.588809967041016,50.015167236328125,41.34696960449219,44.328914642333984,0.37358909845352173,0.5141664147377014,0.417093962430954,0.42319002747535706,0.2563464939594269,-0.018936168402433395,0.23136332631111145,0.18153253197669983
X5,Dixie,2016-07-18,39.93482203,-120.332041,9.975618668,0.607486326,1.877377115,3.497569391,0.0222274999999999,0.060205,0.0444199999999999,0.4583775,0.1769975,0.082425,2016-06-20,LANDSAT_8,7792,1804.140380859375,3205,79,1.2204521556002863,0.0,745,121,0,274.7349548339844,305.37713623046875,7.613611826260277,10.319169293111216,0.8233085884476357,0.442856580759394,0.6641634972600443,0.6192040267352084,-0.3692011295934247,-0.4923746587831072,0.764620282926711,15.919976875,24.3275346875,27.1903534375,87.20664562500002,63.4422971875,35.583989375,134.99910014118018,37.68929346693384,95.10693407130223,95.27803394369764,-17.1110240341309,-118.75744638431732,117.59399951141866,22.784832000732422,16.908302307128906,23.25953483581543,23.079174041748047,39.05868148803711,57.90394973754883,40.7977294921875,45.241668701171875,0.2877987027168274,0.5853961110115051,0.3166361451148987,0.2060808539390564,0.3348759412765503,-0.3042908310890198,0.23989726603031158,0.06673775613307953
X6,Dixie,2016-07-18,39.93461601,-120.331804,14.09974835,1.084413876,2.040627299,5.855846072,0.02154,0.0569875,0.0398,0.464565,0.1650075,0.0761549999999999,2016-06-20,LANDSAT_8,7791,1804.83203125,3205,81,1.1998977939512725,0.0,745,121,0,274.73797607421875,305.3680419921875,8.152050888352706,11.67248743718593,0.8421777879115323,0.4758109669656791,0.6887418399743162,0.6343784381176167,-0.4071391095109727,-0.4865875357553097,0.7855481922941218,14.650604375,23.0941046875,24.9971596875,87.88974562500002,58.9593846875,32.646893125,142.71691608225123,46.34152730771504,100.18039562650917,100.2078728638148,-25.113942771092105,-118.07151166608878,125.66730106618908,24.06983757019043,18.623075485229492,22.79318618774414,21.920421600341797,35.4963264465332,54.2875862121582,39.99095916748047,43.78706359863281,0.28404268622398376,0.5848534107208252,0.33547940850257874,0.2820711135864258,0.3268563449382782,-0.13827013969421387,0.2607469856739044,0.11545413732528687
X7,Dixie,2016-07-18,39.93445599,-120.33211,15.31019986,0.980828418,5.474711523,7.725445844,0.0233549999999999,0.0571249999999999,0.041835,0.4351675,0.15981,0.0753025,2016-06-20,LANDSAT_8,7792,1804.354248046875,3208,68,1.072749677355682,0.0,746,120,0,274.7357177734375,305.37896728515625,7.617811816192562,10.401995936416872,0.8245921142970948,0.4628032152476354,0.6507753066647253,0.6038866328387081,-0.3891095820378917,-0.4733445502108928,0.7699513674424203,14.027615,20.822019375,21.740203125,71.81029874999999,45.559259375,25.0694425,145.68890189663767,52.99236264496383,86.95570181488958,87.85121778752604,-29.37484682051564,-108.69175641841916,130.5122584987069,24.080217361450195,18.533498764038086,22.881282806396484,22.00043487548828,35.600799560546875,54.472965240478516,39.942352294921875,43.76647186279297,0.2805234491825104,0.5875520706176758,0.33191949129104614,0.27568793296813965,0.3297286629676819,-0.14402660727500916,0.2618114650249481,0.1124400645494461
X8,Dixie,2016-07-18,39.934672,-120.332337,20.02309396,1.405231428,2.752441827,11.02928565,0.02407,0.05575,0.0409549999999999,0.4015625,0.1624499999999999,0.0758524999999999,2016-06-20,LANDSAT_8,7792,1804.24560546875,3208,74,1.1622861568621936,0.0,745,121,0,274.732666015625,305.3880310058594,7.202914798206275,9.804968868270054,0.8148999757071753,0.4239489373019215,0.614629619213679,0.5739004846063867,-0.3532817995747471,-0.4890009165902839,0.7540367141587919,15.488290625,22.46745375,23.779685,78.425925,53.07476125,29.227208125000004,142.80168804763218,45.26863641188034,91.10347575764774,92.87317693264144,-23.545190983992686,-115.47645712000718,125.6646837531034,23.824642181396484,20.739280700683594,20.711938858032227,20.030132293701172,33.0281982421875,49.90812301635742,41.13923645019531,44.27351379394531,0.3671838343143463,0.5210981369018555,0.4195815324783325,0.4328720271587372,0.2589989900588989,-0.0022754212841391563,0.23559901118278503,0.1866607666015625
X9,Dixie,2016-07-18,39.93374697,-120.332374,10.84734058,0.736746583,4.046272414,4.522986136,0.02165,0.0574549999999999,0.03925,0.4661599999999999,0.1635775,0.0754949999999999,2016-06-20,LANDSAT_8,7795,1803.99609375,3210,52,0.3153967147470914,0.0,746,120,0,274.7337951660156,305.39068603515625,8.11348011487251,11.87668789808917,0.8446805563799687,0.4804898866591238,0.6933576303283667,0.6369192667667916,-0.4126368753506723,-0.4801217015597255,0.7882536714709169,14.5378225,22.002003125000005,22.536946875000005,82.20218437499999,52.2382325,28.611944375,150.0504733998447,52.63683072532108,99.46437601802889,99.33429489019704,-29.95713932850334,-115.32505373081506,132.7129460100504,23.820037841796875,20.779024124145508,20.6728515625,19.994632720947266,32.98184585571289,49.82587432861328,41.16080093383789,44.282649993896484,0.36874523758888245,0.5199007987976074,0.4211609959602356,0.4357041120529175,0.2577246129512787,0.00027859583497047424,0.23512671887874603,0.18799804151058197
D1,Dotta,2016-06-29,39.90285002,-120.369144,19.72784162,1.702103193,0.207943478,5.746586289,0.0492874999999999,0.0768975,0.0760175,0.2487174999999999,0.2290275,0.1534575,2016-06-28,LANDSAT_7,7983,1709.8807373046875,3350,29,1.4590765800625276,0.0,752,121,0,273.31744384765625,302.49627685546875,3.234402938977209,3.271845298779885,0.531818251805318,0.041214455410313,0.3233679700936118,0.3141008930141196,0.0116739905480475,-0.4972787447903897,0.3863519436267691,11.501464427083334,16.8070021875,20.873541197916666,43.44343859375,47.676956458333336,33.64103895833334,82.41014262442236,-11.026434219726896,40.4022575646024,42.58546326301767,26.597392450813388,-110.85022705856308,55.4686334079406,23.820037841796875,20.779024124145508,20.6728515625,19.994632720947266,32.98184585571289,49.82587432861328,41.16080093383789,44.282649993896484,0.36874523758888245,0.5199007987976074,0.4211609959602356,0.4357041120529175,0.2577246129512787,0.00027859583497047424,0.23512671887874603,0.18799804151058197
D10,Dotta,2016-07-07,39.90626656,-120.3808085,14.42008401,0.939828653,2.612002942,5.956539833,0.0181574999999999,0.0438425,0.0296249999999999,0.382615,0.1069824999999999,0.0471975,2016-05-26,LANDSAT_8,7984,1700.5382080078125,3333,137,0.5892427376647763,0.0,752,105,15,274.7408142089844,306.4193725585937,8.727034270399725,12.91527426160338,0.8562730448282556,0.5629777521331298,0.619635633393514,0.5804229150223627,-0.4915795154266999,-0.4186308635836233,0.822098097515572,12.504098382440478,18.025199116071427,19.684399683035718,62.67304617857143,43.71558104613095,24.420086699404763,134.2097576582785,39.07246777149955,78.360129686438,78.82001379588348,-19.270381675633207,-115.58786803826062,115.96198213122776,20.74390983581543,16.658843994140625,21.221704483032227,22.721630096435547,43.001953125,57.57713317871094,44.33314895629883,46.61562728881836,0.3574599325656891,0.6023385524749756,0.3529078960418701,0.22785860300064087,0.31066468358039856,-0.27656638622283936,0.23225048184394836,0.07439131289720535
D11,Dotta,2016-07-07,39.90641098,-120.381115,7.543926984,0.491328502,2.938503309,3.436054075,0.0170849999999999,0.042385,0.0282499999999999,0.3663075,0.103985,0.0453,2016-05-26,LANDSAT_8,7985,1700.18408203125,3333,140,0.578260806332242,0.0,752,103,14,274.74249267578125,306.42626953125,8.642385277810547,12.966637168141595,0.8568016068633849,0.5577858460426225,0.6003848558255843,0.5668570773818341,-0.4870909716801374,-0.4208512673362027,0.8221556759633836,14.249575415178573,19.552616486607143,22.338975857142863,63.38798390625,45.591600316964296,25.681293053571423,128.8860287968997,37.82538399512183,75.79228960649192,75.59021141557957,-15.82126392834332,-111.94834806781398,112.50847341053462,19.771163940429688,15.97268295288086,21.108015060424805,22.765562057495117,44.94451904296875,59.360198974609375,45.63845443725586,48.450931549072266,0.3929968476295471,0.622040867805481,0.38037970662117004,0.23610983788967133,0.2921072244644165,-0.34587666392326355,0.20060017704963684,0.05301298201084137
D12,Dotta,2016-07-07,39.90658399,-120.381405,6.900145408,0.404245285,1.76076984,2.712172543,0.0150224999999999,0.0393874999999999,0.0258849999999999,0.33581,0.1025825,0.045245,2016-05-26,LANDSAT_8,7986,1700.18408203125,3332,140,0.578260806332242,0.0,752,103,8,274.7470703125,306.43408203125,8.52580133291019,12.973150473247058,0.8568683559352493,0.5320061360538786,0.5620891562178931,0.5395035366341919,-0.4639369914458585,-0.4451292526590126,0.8141428700311765,16.608477627976193,20.020221815476184,22.86192541071428,64.23710573809524,45.45730401190475,26.087103377976188,132.07418462063487,41.72895523646653,75.11311797807065,76.2550757281241,-18.90043443750263,-112.5369426899659,116.30057954162338,19.771163940429688,15.97268295288086,21.108015060424805,22.765562057495117,44.94451904296875,59.360198974609375,45.63845443725586,48.450931549072266,0.3929968476295471,0.622040867805481,0.38037970662117004,0.23610983788967133,0.2921072244644165,-0.34587666392326355,0.20060017704963684,0.05301298201084137
D2,Dotta,2016-06-29,39.902602,-120.368949,10.26610274,0.80435986,1.744917016,4.205570544,0.0313849999999999,0.06213,0.0596275,0.2889775,0.2167899999999999,0.1295875,2016-07-13,LANDSAT_8,7983,1710.3258056640625,3351,26,1.3616738082076918,0.0,752,147,0,273.3168640136719,302.4919738769531,4.651174955737967,4.846379606725085,0.6579079473903128,0.1427286253070828,0.4062585246093293,0.4054006280896294,-0.0736368511009082,-0.5544959128065394,0.5233900756851703,9.695998874999995,14.6047289375,17.754042000000002,43.25873103125001,45.740226875000005,29.735168093750005,84.14008449514817,0.6730703986056381,44.818432445889336,46.62607538054661,14.468070988462216,-95.36878190440348,62.25437316482787,23.820037841796875,20.779024124145508,20.6728515625,19.994632720947266,32.98184585571289,49.82587432861328,41.16080093383789,44.282649993896484,0.36874523758888245,0.5199007987976074,0.4211609959602356,0.4357041120529175,0.2577246129512787,0.00027859583497047424,0.23512671887874603,0.18799804151058197
